linkid,Average_Daily_SeniorPopulation_Travelling,distance_to_city_center,new_loc,avg_elevation,range_elevation
545933099,830.81278,7240.0,"[(41.18499, -8.53815), (41.18518, -8.53869)]",133.5,3.0
545933100,720.037743,7281.0,"[(41.18706, -8.53977), (41.18708, -8.539700000000002), (41.187470000000005, -8.539310000000002), (41.18757000000001, -8.539140000000002), (41.18766000000001, -8.53897)]",143.8,3.0
545933101,2569.980867,7262.0,"[(41.18571, -8.53883), (41.18583, -8.53875), (41.18607, -8.53847), (41.18622, -8.53841), (41.18662, -8.538400000000001), (41.18669, -8.538430000000002)]",137.66666666666666,9.0
545933102,4198.3739160000005,7225.0,"[(41.18571, -8.53883), (41.18574, -8.53904), (41.185790000000004, -8.53923), (41.185860000000005, -8.53946), (41.185860000000005, -8.53949)]",130.875,5.0
545933103,132.930045,7530.0,"[(41.18913, -8.53775), (41.189280000000004, -8.53788), (41.18947000000001, -8.53834), (41.18968000000001, -8.53853), (41.18979000000001, -8.538699999999999)]",143.22222222222226,4.0
545933107,686.805232,7482.0,"[(41.18647, -8.53636), (41.18697, -8.53383)]",137.5,3.0
545933108,886.200299,7420.0,"[(41.18819, -8.5388), (41.188230000000004, -8.53862)]",145.66666666666666,1.0
545933110,166.162556,7406.0,"[(41.18497, -8.53616), (41.18519, -8.53569)]",134.0,4.0
545933112,243.70508199999998,7482.0,"[(41.18647, -8.53636), (41.18741, -8.53666), (41.18752, -8.53678), (41.18753, -8.53689), (41.18748, -8.53715)]",144.5,10.0
545933113,354.48012,7690.0,"[(41.18779, -8.53446), (41.1879, -8.53463), (41.18803, -8.53474), (41.1881, -8.534759999999999), (41.18826, -8.534769999999998), (41.18836, -8.534769999999998), (41.188590000000005, -8.534779999999998), (41.188770000000005, -8.534839999999996), (41.18883, -8.534879999999996)]",140.58333333333334,10.0
545933114,1550.850523,7410.0,"[(41.18819, -8.5388), (41.188280000000006, -8.53903), (41.18833000000001, -8.53905)]",143.8,2.0
545933115,409.867638,7514.0,"[(41.18861, -8.53782), (41.188739999999996, -8.53767), (41.1889, -8.5375), (41.188979999999994, -8.53745), (41.18914999999999, -8.53741), (41.18926999999999, -8.537429999999999)]",146.57142857142858,1.0
545933116,354.48012,7622.0,"[(41.18966, -8.53723), (41.189750000000004, -8.537069999999998), (41.189800000000005, -8.536869999999999), (41.189800000000005, -8.536769999999999), (41.189800000000005, -8.536529999999999), (41.18977, -8.53633), (41.189750000000004, -8.5362)]",149.0,2.0
545933241,443.10014900000004,7832.0,"[(41.18729, -8.5321), (41.187329999999996, -8.53202), (41.18756, -8.531789999999999), (41.18776, -8.53164), (41.188269999999996, -8.53139), (41.18832999999999, -8.53113), (41.18827999999999, -8.530959999999999)]",130.85714285714286,8.0
545933243,132.930045,7666.0,"[(41.18278, -8.53087), (41.18284, -8.530660000000001), (41.18291, -8.530450000000002), (41.18299, -8.530310000000002), (41.183299999999996, -8.529800000000002)]",133.66666666666666,9.0
545933252,166.162556,7771.0,"[(41.18564, -8.5316), (41.18625, -8.53154), (41.1864, -8.5315), (41.18655, -8.53141), (41.18666999999999, -8.53127)]",133.125,4.0
545933262,166.162556,7854.0,"[(41.18638, -8.53083), (41.18662, -8.5312), (41.18667, -8.53127)]",135.33333333333334,6.0
545933269,88.905485,7655.0,"[(41.18632, -8.53378), (41.18645, -8.53367), (41.186609999999995, -8.533640000000002), (41.18668999999999, -8.533660000000001), (41.18696999999999, -8.533830000000002)]",131.14285714285714,7.0
545933280,221.550075,7971.0,"[(41.18828, -8.53096), (41.18835, -8.53022), (41.18841, -8.52918), (41.188449999999996, -8.52887), (41.18852, -8.52857), (41.18861, -8.52831)]",147.66666666666666,20.0
545933307,553.875187,7671.0,"[(41.18553, -8.53208), (41.1855, -8.53226), (41.18553, -8.532440000000001), (41.18581, -8.532910000000001), (41.18608999999999, -8.533370000000001)]",124.28571428571428,3.0
545933321,221.550075,8521.0,"[(41.19164, -8.52603), (41.191919999999996, -8.52619)]",172.5,1.0
545933322,166.162556,8583.0,"[(41.19301, -8.52522), (41.19304, -8.525409999999999), (41.193110000000004, -8.52581), (41.19321000000001, -8.52621), (41.19335000000001, -8.526660000000001)]",167.6,14.0
545933360,166.162556,8924.0,"[(41.19318, -8.52139), (41.19361, -8.522)]",199.5,1.0
545933365,332.325112,9001.0,"[(41.1934, -8.52073), (41.19376, -8.51961), (41.19379, -8.51946), (41.19383, -8.51914)]",217.75,14.0
545933381,221.550075,8506.0,"[(41.19089, -8.52561), (41.19145, -8.525920000000001)]",181.0,10.0
545933390,166.162556,9153.0,"[(41.19384, -8.51895), (41.193940000000005, -8.51836)]",227.0,6.0
545933397,166.162556,8662.0,"[(41.19282, -8.52327), (41.19289, -8.52405), (41.19299, -8.525070000000001), (41.19301, -8.525220000000001)]",177.5,10.0
545933398,166.162556,8640.0,"[(41.19338, -8.52347), (41.19378, -8.52622)]",179.0,24.0
545933401,166.162556,8787.0,"[(41.19282, -8.52327), (41.19282, -8.52317), (41.192809999999994, -8.522960000000001), (41.19282, -8.522750000000002), (41.19284, -8.522550000000003), (41.19289, -8.522350000000003), (41.19318, -8.521390000000004)]",187.57142857142856,17.0
545933402,166.162556,8807.0,"[(41.19338, -8.52347), (41.193369999999994, -8.523249999999999), (41.19338, -8.52304), (41.1934, -8.52283), (41.193459999999995, -8.52255), (41.19360999999999, -8.522)]",193.5,8.0
545933411,221.550075,8287.0,"[(41.18988, -8.52785), (41.18999, -8.52792), (41.190380000000005, -8.528129999999999), (41.19053, -8.528179999999999), (41.19062, -8.528189999999999)]",161.33333333333334,2.0
545933418,221.550075,8322.0,"[(41.19082, -8.52816), (41.19088, -8.5275)]",164.0,4.0
545933420,221.550075,8517.0,"[(41.19145, -8.52592), (41.19164000000001, -8.526029999999999)]",174.5,3.0
545933422,166.162556,8574.0,"[(41.19335, -8.52666), (41.19348, -8.526909999999999)]",158.5,1.0
545933521,13297.741777,5463.0,"[(41.18162, -8.56156), (41.18168, -8.56113)]",87.0,2.0
545933526,892.3654710000001,6004.0,"[(41.18566, -8.55767), (41.18581, -8.5577), (41.18599, -8.55775), (41.18609, -8.55779)]",98.25,1.0
545933540,221.550075,6578.0,"[(41.19497, -8.56057), (41.195969999999996, -8.56042)]",108.5,5.0
545933541,266.726143,6672.0,"[(41.19597, -8.56042), (41.196760000000005, -8.56032)]",107.0,2.0
545933547,910.8609869999999,5301.0,"[(41.18132, -8.56375), (41.18159, -8.56409)]",88.0,2.0
545933548,910.8609869999999,5191.0,"[(41.18142, -8.56566), (41.18153, -8.5642), (41.18159, -8.56409)]",89.25,2.0
545933549,4250.684604,5191.0,"[(41.18114, -8.56531), (41.18123, -8.5654), (41.18124, -8.56544)]",89.0,0.0
545933550,4098.874439,5181.0,"[(41.18121, -8.56557), (41.18124, -8.565489999999999), (41.18124, -8.565439999999999)]",88.25,1.0
545933559,787.755605,4740.0,"[(41.18487, -8.57916), (41.18543, -8.57978), (41.18552, -8.57992)]",153.66666666666666,4.0
545933560,787.755605,4764.0,"[(41.18552, -8.57992), (41.18568, -8.58023)]",155.0,0.0
545933561,2765.331838,4470.0,"[(41.18294, -8.58113), (41.18352, -8.58064), (41.18357, -8.5806)]",146.66666666666666,3.0
545933562,332.325112,4552.0,"[(41.18357, -8.5806), (41.183620000000005, -8.58055), (41.183780000000006, -8.580350000000001), (41.18394000000001, -8.580140000000002), (41.18430000000001, -8.579640000000001), (41.184470000000005, -8.579450000000001), (41.184560000000005, -8.579350000000002), (41.18477000000001, -8.579150000000002)]",148.125,2.0
545933567,1243.186099,4206.0,"[(41.18101, -8.58296), (41.18183, -8.58187), (41.18196, -8.581740000000002), (41.1821, -8.581650000000002)]",141.2,3.0
545933582,132.930045,5590.0,"[(41.18965, -8.57062), (41.18976, -8.57023)]",119.5,1.0
545933606,886.200299,5820.0,"[(41.19365, -8.57338), (41.19404, -8.57387)]",144.5,1.0
545933611,1208.31396,5716.0,"[(41.19058, -8.56922), (41.190659999999994, -8.569389999999999), (41.19071999999999, -8.569589999999998), (41.19080999999999, -8.569909999999998), (41.19086999999999, -8.570159999999998), (41.19088999999999, -8.570289999999998)]",129.0,2.0
545933612,2625.368386,5763.0,"[(41.1902, -8.56819), (41.19022, -8.568069999999999), (41.19027, -8.56786), (41.19045, -8.5672)]",126.75,4.0
545933619,797.580269,6002.0,"[(41.18891, -8.56188), (41.18903, -8.56201)]",116.5,1.0
545933621,664.650224,6010.0,"[(41.18929, -8.56229), (41.18942, -8.56244)]",115.0,0.0
545933623,465.25515700000005,6012.0,"[(41.18667, -8.55871), (41.18672, -8.558829999999999), (41.18683, -8.558969999999999)]",110.25,3.0
545933624,2880.150972,6003.0,"[(41.18683, -8.55897), (41.18691, -8.559050000000001), (41.187129999999996, -8.559270000000001), (41.187259999999995, -8.559450000000002), (41.187349999999995, -8.559680000000002), (41.1874, -8.559840000000001)]",117.5,11.0
545933625,3843.8937969999997,5989.0,"[(41.18776, -8.56055), (41.187889999999996, -8.56069), (41.187999999999995, -8.56086), (41.188109999999995, -8.56101), (41.18825, -8.561169999999999), (41.18891, -8.561879999999999)]",118.57142857142857,3.0
545933626,797.580269,5991.0,"[(41.1874, -8.55984), (41.187439999999995, -8.55997), (41.18749999999999, -8.56016)]",123.0,0.0
545933627,1993.950673,5988.0,"[(41.1875, -8.56016), (41.1876, -8.56035), (41.18776, -8.56055)]",121.8,3.0
545933637,1821.721973,4790.0,"[(41.17826, -8.56832), (41.178470000000004, -8.56811)]",100.5,1.0
545933739,303.620329,4606.0,"[(41.18024, -8.57397), (41.18046, -8.574), (41.18067, -8.57392), (41.18077, -8.573839999999999), (41.18101, -8.573559999999999), (41.18108, -8.573519999999998)]",111.33333333333331,3.0
545933748,455.43049299999996,4656.0,"[(41.18116, -8.5744), (41.1813, -8.574660000000002), (41.18154, -8.574910000000001), (41.18213, -8.575650000000001)]",116.25,5.0
545933766,1329.300448,4573.0,"[(41.18404, -8.58108), (41.18413, -8.5812)]",153.5,1.0
545933767,303.620329,4461.0,"[(41.18294, -8.58113), (41.18309, -8.58161)]",146.5,3.0
545933768,664.650224,4552.0,"[(41.18357, -8.5806), (41.18404, -8.58108)]",150.5,5.0
545933773,2490.416293,4576.0,"[(41.18413, -8.5812), (41.185100000000006, -8.58178)]",154.5,1.0
545933789,664.650224,4897.0,"[(41.18508, -8.57632), (41.18515, -8.576080000000001), (41.18518, -8.575870000000002), (41.185210000000005, -8.575670000000002), (41.18522000000001, -8.575480000000002)]",140.16666666666666,2.0
545933834,830.81278,5652.0,"[(41.19289, -8.57555), (41.19313, -8.57519), (41.193239999999996, -8.57504), (41.1934, -8.57481), (41.193509999999996, -8.57466), (41.193709999999996, -8.57433), (41.19385, -8.57409), (41.19396, -8.573910000000001), (41.194039999999994, -8.573870000000001)]",143.7,5.0
545933837,498.487668,5652.0,"[(41.19289, -8.57555), (41.19305, -8.57584)]",143.5,3.0
545933841,664.650224,5362.0,"[(41.19111, -8.57741), (41.19131, -8.57878)]",144.5,5.0
545933848,166.162556,5666.0,"[(41.19243, -8.57416), (41.19252, -8.574409999999999), (41.1926, -8.574629999999999)]",139.33333333333334,1.0
545933850,996.975336,5449.0,"[(41.19175, -8.57772), (41.19188, -8.577589999999999), (41.19206, -8.577399999999999), (41.192299999999996, -8.577119999999999), (41.192409999999995, -8.576979999999999), (41.19257999999999, -8.576759999999998), (41.19270999999999, -8.576559999999999)]",144.375,3.0
545933852,1993.950673,5652.0,"[(41.1926, -8.57463), (41.19285, -8.575420000000001), (41.19289, -8.575550000000002)]",141.33333333333334,2.0
545933855,996.975336,5412.0,"[(41.19175, -8.5786), (41.19175, -8.57772)]",148.0,4.0
545933856,664.650224,5623.0,"[(41.19307, -8.57661), (41.1932, -8.576430000000002), (41.19334, -8.576200000000002)]",148.8,1.0
545933861,1827.7881170000003,5676.0,"[(41.19234, -8.57388), (41.19245, -8.5737), (41.19263, -8.57352), (41.19278, -8.57342)]",140.0,2.0
545933862,664.650224,5654.0,"[(41.19305, -8.57584), (41.19334, -8.5762)]",146.5,3.0
545933863,664.650224,5666.0,"[(41.19334, -8.5762), (41.19359, -8.57589)]",147.0,2.0
545933864,664.650224,5362.0,"[(41.19131, -8.57878), (41.191520000000004, -8.5787), (41.191750000000006, -8.5786)]",148.33333333333334,3.0
545933865,166.162556,5671.0,"[(41.19234, -8.57388), (41.19243, -8.574160000000001)]",139.0,0.0
545933980,910.8609869999999,5590.0,"[(41.18222, -8.56024), (41.1822, -8.56004), (41.18229, -8.559550000000002), (41.182300000000005, -8.559520000000001)]",88.8,2.0
545933981,910.8609869999999,5642.0,"[(41.1823, -8.55952), (41.18232, -8.55951), (41.18282, -8.55949), (41.1829, -8.559520000000001)]",90.0,4.0
545933982,166.162556,5402.0,"[(41.18128, -8.56212), (41.181380000000004, -8.56188), (41.18148, -8.56172), (41.181619999999995, -8.56156)]",84.83333333333333,3.0
545933988,910.8609869999999,5354.0,"[(41.18064, -8.56216), (41.180789999999995, -8.561340000000001), (41.180839999999996, -8.56128), (41.18167999999999, -8.56113)]",85.6,6.0
545933990,910.8609869999999,5354.0,"[(41.18064, -8.56216), (41.18087, -8.56217), (41.18109, -8.56212), (41.18128, -8.56212)]",82.5,1.0
545934031,664.650224,5716.0,"[(41.19089, -8.57029), (41.191050000000004, -8.57004), (41.19116, -8.569890000000001), (41.191230000000004, -8.5698)]",130.5,4.0
545934056,166.162556,6330.0,"[(41.18938, -8.55694), (41.18938, -8.556730000000002), (41.18939, -8.556550000000001)]",90.0,2.0
545934058,1022.235426,6245.0,"[(41.18761, -8.5559), (41.187630000000006, -8.55609), (41.18771000000001, -8.556249999999999), (41.18779000000001, -8.556319999999998), (41.18800000000001, -8.556419999999997)]",89.0,2.0
545934063,911.460389,6280.0,"[(41.1893, -8.55725), (41.18938, -8.55731), (41.18969, -8.557599999999999), (41.18985, -8.557799999999999), (41.18991, -8.557929999999999), (41.19011, -8.55852), (41.190149999999996, -8.55866), (41.190189999999994, -8.558869999999999)]",97.33333333333331,16.0
545934066,1077.622945,6256.0,"[(41.188, -8.55642), (41.18833, -8.556579999999999), (41.1886, -8.556729999999998), (41.18880000000001, -8.556879999999998), (41.18898000000001, -8.557049999999998), (41.189180000000015, -8.557179999999997), (41.189270000000015, -8.557229999999997)]",89.77777777777777,3.0
545934070,166.162556,6181.0,"[(41.18788, -8.5575), (41.18791, -8.55744), (41.18804, -8.55735), (41.18818, -8.55736), (41.18827, -8.557419999999999)]",95.8,2.0
545934076,1052.3628549999999,6259.0,"[(41.18761, -8.5559), (41.18761, -8.5557), (41.18763, -8.555439999999999), (41.18764, -8.55515), (41.18762, -8.554979999999999)]",89.83333333333331,3.0
545934107,732.368086,6667.0,"[(41.1941, -8.55764), (41.19415, -8.55757), (41.19427, -8.55743), (41.19438, -8.55729), (41.19451, -8.55716), (41.194630000000004, -8.55703), (41.19476, -8.556909999999998), (41.194900000000004, -8.55683), (41.19503, -8.55691), (41.195330000000006, -8.55757), (41.19559, -8.55801)]",98.28571428571428,12.0
545934109,757.6281759999999,6463.0,"[(41.19236, -8.55872), (41.19247, -8.55858), (41.19254, -8.558549999999999), (41.1927, -8.558519999999998), (41.19285, -8.558479999999998), (41.193009999999994, -8.558429999999998), (41.193079999999995, -8.558399999999997), (41.193949999999994, -8.557749999999997), (41.19409999999999, -8.557639999999997)]",93.41666666666669,4.0
545934112,166.162556,6300.0,"[(41.19218, -8.56136), (41.1922, -8.56127), (41.19256, -8.56029)]",103.33333333333331,3.0
545934170,664.650224,5794.0,"[(41.19183, -8.56927), (41.191880000000005, -8.56939), (41.19202000000001, -8.56977), (41.19214000000001, -8.57015), (41.19220000000001, -8.57035), (41.19225000000001, -8.57054), (41.19244000000001, -8.57155)]",138.0,3.0
545934178,45.176068,6366.0,"[(41.19426, -8.56187), (41.19426, -8.56222), (41.19425, -8.56232), (41.19425, -8.56263), (41.194269999999996, -8.56284), (41.194289999999995, -8.563039999999999), (41.194329999999994, -8.563249999999998), (41.19436999999999, -8.563449999999998), (41.19442999999999, -8.563639999999998), (41.19445999999999, -8.563739999999997)]",124.6,13.0
545934182,221.550075,6848.0,"[(41.19752, -8.55955), (41.19759, -8.55972), (41.19768, -8.55978), (41.19797, -8.55986)]",115.66666666666669,3.0
545934184,443.10015,6782.0,"[(41.19715, -8.56026), (41.19713, -8.56003), (41.19715, -8.55982), (41.197160000000004, -8.55972), (41.1972, -8.55949)]",112.0,4.0
545934188,166.162556,6809.0,"[(41.19602, -8.55795), (41.196169999999995, -8.55803), (41.19631, -8.55813), (41.196439999999996, -8.558250000000001), (41.196549999999995, -8.558390000000001), (41.1966, -8.558470000000002), (41.19683, -8.558880000000002), (41.196909999999995, -8.559060000000002), (41.19696, -8.559250000000002), (41.19699, -8.559410000000002)]",113.0,3.0
545934214,1329.300448,5782.0,"[(41.19235, -8.57163), (41.192429999999995, -8.5717), (41.192589999999996, -8.57185), (41.192679999999996, -8.57194)]",139.75,1.0
545934240,45.176068,5935.0,"[(41.19253, -8.56885), (41.192699999999995, -8.568769999999999)]",139.5,1.0
545934255,455.43049299999996,4695.0,"[(41.18267, -8.57612), (41.18385, -8.57688)]",130.0,6.0
545934284,2492.438341,5883.0,"[(41.19038, -8.56583), (41.190459999999995, -8.56635)]",124.0,2.0
545934301,110.77503700000001,6345.0,"[(41.17882, -8.54456), (41.178850000000004, -8.544740000000001), (41.17886000000001, -8.54495), (41.17887000000001, -8.54522), (41.17891000000001, -8.54608)]",107.4,7.0
545934305,110.77503700000001,6373.0,"[(41.17701, -8.54427), (41.177170000000004, -8.54416), (41.17734, -8.54403), (41.17745, -8.54397)]",113.25,1.0
545934313,332.325112,4812.0,"[(41.1661, -8.55797), (41.16632, -8.557939999999999), (41.16646, -8.557879999999999), (41.16668, -8.557819999999998), (41.1669, -8.557799999999999), (41.167159999999996, -8.557799999999999), (41.167379999999994, -8.557889999999999), (41.16745999999999, -8.557989999999998)]",73.08333333333333,7.0
545934318,8398.000672,5228.0,"[(41.16883, -8.55412), (41.16886, -8.55377), (41.168890000000005, -8.5534)]",92.66666666666669,6.0
545934327,520.6426759999999,6874.0,"[(41.18786, -8.54658), (41.18829, -8.54667), (41.18844, -8.54673), (41.18852, -8.54677), (41.18866, -8.546850000000001), (41.18877, -8.546930000000001)]",99.66666666666669,3.0
545934334,1739.168087,6856.0,"[(41.18691, -8.54545), (41.187, -8.545670000000001), (41.187050000000006, -8.54588), (41.18708000000001, -8.546059999999999)]",109.0,2.0
545934706,27.688558,8066.0,"[(41.19809, -8.53941), (41.19848, -8.53935)]",149.0,4.0
545934764,1993.9506730000003,6936.0,"[(41.18203, -8.54035), (41.182179999999995, -8.54024), (41.182359999999996, -8.5401), (41.18246, -8.54002), (41.18264, -8.53985), (41.18282, -8.53967), (41.18318, -8.53948), (41.1835, -8.539309999999999)]",124.9,3.0
545934765,1163.137892,7095.0,"[(41.1835, -8.53931), (41.183730000000004, -8.53917), (41.184050000000006, -8.53894)]",125.0,2.0
545934770,996.975336,6800.0,"[(41.18065, -8.54114), (41.18085, -8.54101), (41.18103, -8.540870000000002), (41.18113, -8.540810000000002)]",117.0,4.0
545934772,3312.1736170000004,6885.0,"[(41.18641, -8.54271), (41.186420000000005, -8.54281), (41.186460000000004, -8.543009999999999), (41.18648, -8.543109999999999), (41.18654, -8.543309999999998), (41.18661, -8.543529999999999), (41.18667000000001, -8.54374), (41.186710000000005, -8.54391), (41.18675, -8.54411), (41.18679, -8.544319999999999), (41.186820000000004, -8.544529999999998), (41.18683000000001, -8.544839999999999), (41.18686000000001, -8.545049999999998), (41.18689000000001, -8.545249999999998), (41.18691000000001, -8.545449999999997)]",112.70588235294115,7.0
545934773,2758.2984309999997,7038.0,"[(41.18632, -8.54228), (41.18641, -8.54271)]",118.0,2.0
545934796,132.930045,7958.0,"[(41.19812, -8.54051), (41.19816, -8.540709999999999), (41.19821, -8.540899999999999), (41.198350000000005, -8.541459999999999)]",143.8,1.0
545934798,166.162556,7669.0,"[(41.19591, -8.54317), (41.196369999999995, -8.54333)]",128.5,7.0
545934801,221.550075,7262.0,"[(41.19258, -8.54506), (41.19259, -8.54524), (41.19261, -8.54579)]",131.33333333333334,2.0
545934802,387.712631,7181.0,"[(41.19261, -8.54579), (41.19261, -8.546380000000001), (41.19261, -8.546650000000001), (41.19267, -8.546940000000001), (41.19274, -8.547110000000002), (41.19282, -8.547230000000003), (41.192879999999995, -8.547400000000003)]",127.7,6.0
545934876,166.162556,8568.0,"[(41.19348, -8.52691), (41.19356, -8.52702), (41.19367, -8.52717)]",157.66666666666666,1.0
545934877,221.550075,8520.0,"[(41.19367, -8.52717), (41.19379, -8.5273), (41.19393, -8.52741), (41.194030000000005, -8.52756), (41.194100000000006, -8.52775), (41.194120000000005, -8.527859999999999), (41.194120000000005, -8.528059999999998), (41.19409, -8.528259999999998)]",154.36363636363637,3.0
545934909,132.930045,8714.0,"[(41.18497, -8.51713), (41.18506, -8.51728), (41.18551, -8.51803), (41.18571, -8.518369999999999), (41.18595, -8.518839999999999), (41.18599, -8.518909999999998), (41.186159999999994, -8.519099999999998)]",190.85714285714286,9.0
545935135,664.650224,6669.0,"[(41.17904, -8.54172), (41.17924, -8.54165), (41.17957, -8.541590000000001)]",116.33333333333331,2.0
545935136,1163.137892,6707.0,"[(41.17957, -8.54159), (41.17979, -8.54153), (41.180009999999996, -8.54146), (41.18022, -8.54138), (41.18045, -8.54127), (41.18065, -8.54114)]",115.0,0.0
545935162,332.325112,4973.0,"[(41.16007, -8.55338), (41.16019, -8.553030000000001), (41.16031, -8.55267), (41.16035, -8.552510000000002), (41.1605, -8.551340000000001)]",103.8,21.0
545935169,802.107997,5877.0,"[(41.158, -8.54185), (41.15799, -8.541640000000001), (41.15794999999999, -8.541440000000001), (41.15791999999999, -8.541240000000002), (41.15791999999999, -8.541130000000003), (41.15792999999999, -8.539750000000003), (41.157979999999995, -8.539550000000004), (41.15801, -8.539450000000004), (41.15808, -8.539270000000004), (41.15811, -8.539220000000004)]",83.21428571428571,17.0
545935176,27.688558,5600.0,"[(41.16393, -8.54701), (41.164120000000004, -8.546949999999999)]",124.0,2.0
545935187,166.162556,7554.0,"[(41.17373, -8.52683), (41.17423, -8.52632), (41.17435, -8.52619), (41.174429999999994, -8.52601), (41.174609999999994, -8.52497), (41.17469, -8.52473), (41.17481, -8.52459), (41.1749, -8.52445)]",138.27272727272728,11.0
545935403,910.8609869999999,6312.0,"[(41.16792, -8.53819), (41.16796, -8.538590000000001), (41.16798, -8.53879), (41.16805, -8.5396), (41.16807, -8.539860000000001)]",91.6,2.0
545935404,455.43049299999996,6439.0,"[(41.16783, -8.53742), (41.16792, -8.538189999999998)]",90.5,1.0
545935413,5428.0758590000005,5877.0,"[(41.16854, -8.54414), (41.16871, -8.54568)]",109.5,7.0
545935421,443.100149,5872.0,"[(41.16422, -8.54375), (41.16437, -8.54375), (41.16453, -8.543759999999999), (41.16469, -8.543779999999998), (41.16485, -8.543809999999999), (41.16502, -8.54384), (41.165369999999996, -8.54389)]",113.14285714285714,1.0
545935428,227.71524700000003,6347.0,"[(41.15551, -8.53577), (41.1559, -8.5357), (41.15598, -8.53569), (41.15614, -8.535680000000001), (41.15629, -8.535670000000001), (41.15645, -8.535680000000001), (41.1566, -8.535750000000002), (41.15668, -8.535800000000002), (41.15675, -8.535780000000003), (41.156870000000005, -8.535640000000003), (41.156940000000006, -8.535580000000003), (41.157070000000004, -8.535460000000002), (41.15719000000001, -8.535350000000003), (41.157230000000006, -8.535260000000003)]",76.0,9.0
545935437,227.71524700000003,7256.0,"[(41.15459, -8.52468), (41.154740000000004, -8.52478), (41.154770000000006, -8.52481)]",137.25,3.0
545935653,332.325112,7794.0,"[(41.16929, -8.52156), (41.16977, -8.521989999999999), (41.16986, -8.52207)]",150.66666666666666,5.0
545935664,560.040359,7274.0,"[(41.15922, -8.52493), (41.159349999999996, -8.52507), (41.159479999999995, -8.52517), (41.15978, -8.525369999999999)]",135.4,8.0
545935878,166.162556,7625.0,"[(41.16027, -8.52124), (41.16075, -8.520990000000001)]",153.5,1.0
545936204,7875.6330339999995,7088.0,"[(41.15246, -8.52479), (41.15257, -8.524989999999999), (41.15266, -8.52526), (41.15272, -8.525549999999999), (41.152730000000005, -8.525689999999999), (41.15281, -8.526649999999998)]",121.875,8.0
545936206,303.620329,7313.0,"[(41.15059, -8.52388), (41.15094, -8.52362), (41.15103, -8.52362), (41.15117, -8.52366)]",120.0,3.0
545936208,227.71524700000003,7366.0,"[(41.15022, -8.52324), (41.151089999999996, -8.522829999999999)]",126.5,3.0
545936280,721.290583,8334.0,"[(41.14447, -8.51126), (41.1445, -8.51148), (41.14455, -8.511930000000001)]",101.33333333333331,1.0
545936281,132.930045,8057.0,"[(41.14455, -8.51193), (41.144580000000005, -8.512559999999999), (41.14457, -8.51288), (41.14453, -8.51305), (41.14452, -8.51325), (41.144540000000006, -8.513499999999999), (41.14461000000001, -8.513689999999999), (41.14473000000001, -8.513849999999998), (41.14476000000001, -8.514059999999997), (41.14486000000001, -8.514339999999997), (41.14500000000001, -8.514579999999997), (41.14511000000001, -8.514689999999996), (41.14525000000001, -8.514899999999997), (41.14529000000001, -8.515179999999997)]",121.6818181818182,39.0
545936403,221.550075,5946.0,"[(41.15412, -8.54024), (41.15431, -8.54036), (41.154410000000006, -8.540429999999999)]",84.5,1.0
545936414,4243.936771,6257.0,"[(41.15008, -8.53625), (41.15016000000001, -8.536389999999999), (41.15017000000001, -8.536449999999999)]",71.8,2.0
545936416,1120.0807169999998,5985.0,"[(41.14849, -8.5397), (41.14862, -8.53953), (41.148720000000004, -8.53946), (41.14893000000001, -8.53937), (41.149150000000006, -8.53937), (41.14961, -8.53956), (41.149840000000005, -8.53956), (41.149950000000004, -8.53954), (41.15019, -8.53946)]",70.25,10.0
545936417,676.980568,6004.0,"[(41.15019, -8.53946), (41.15032, -8.53941), (41.15053, -8.539290000000001), (41.15066, -8.539200000000001), (41.15088, -8.539140000000002)]",70.42857142857143,3.0
545936419,166.162556,6232.0,"[(41.14983, -8.53675), (41.149730000000005, -8.536570000000001), (41.14974000000001, -8.53639), (41.149800000000006, -8.536270000000002), (41.149840000000005, -8.536240000000001)]",71.55555555555556,3.0
545936462,354.48012,7944.0,"[(41.14106, -8.51704), (41.14181, -8.51689)]",174.0,0.0
545936612,443.10014900000004,5434.0,"[(41.14316, -8.54682), (41.143260000000005, -8.54659), (41.14334, -8.5464)]",93.66666666666669,1.0
545936621,996.975336,5618.0,"[(41.14209, -8.54481), (41.142160000000004, -8.5447)]",92.0,0.0
545936630,303.620329,6623.0,"[(41.11878, -8.54315), (41.11887, -8.5433), (41.11892, -8.54335)]",17.25,1.0
545936632,215.485138,6502.0,"[(41.12114, -8.5424), (41.121269999999996, -8.542240000000001), (41.12146, -8.542130000000002), (41.121700000000004, -8.542050000000001), (41.121860000000005, -8.542040000000002), (41.12218000000001, -8.542040000000002), (41.123000000000005, -8.542000000000002)]",62.3,21.0
545936670,387.712631,5866.0,"[(41.13494, -8.54357), (41.13516, -8.54361), (41.13538, -8.543619999999999), (41.135619999999996, -8.54361)]",102.42857142857143,2.0
545936671,387.712631,5849.0,"[(41.13562, -8.54361), (41.13579, -8.54375)]",103.5,1.0
545936675,1214.481315,5765.0,"[(41.1345, -8.54529), (41.13474, -8.54476), (41.13489, -8.54454), (41.13503, -8.544369999999999)]",97.4,3.0
545936676,910.8609869999999,5703.0,"[(41.13411, -8.54622), (41.1345, -8.54529)]",92.0,6.0
545936679,816.075785,6174.0,"[(41.13002, -8.54215), (41.13015, -8.5421), (41.13023, -8.54205), (41.13055, -8.54183)]",105.2,2.0
