IDRoute,linkid
50,811828942
50,811884590
50,811884591
50,811947724
50,812148521
50,812148522
50,812148523
50,812148524
50,812148525
50,812249482
50,835599052
50,851519858
50,851519859
50,851547804
50,851572056
50,851654756
50,901119782
50,901119783
50,901128953
50,901285323
50,901285325
50,901285326
50,901285327
50,901285328
50,901285329
50,901285330
50,901285331
50,901285332
50,901285333
50,901285335
50,901286906
50,901286907
50,901286908
50,901286910
50,901286913
50,901286915
50,901319003
50,901319004
50,901326444
50,901326445
50,901328841
50,901328842
50,901330812
50,901330813
50,901330819
50,901333251
50,901333252
50,901465636
50,901465637
50,901465639
50,901465641
50,901465642
50,902016534
50,902016535
50,905950777
50,905950778
50,905950779
50,905950782
50,905955173
50,905955174
50,910640809
50,910641353
50,910641356
50,910642084
50,910642085
50,910643482
50,910643483
50,942491798
50,942491799
50,996131513
50,996131532
50,996131534
50,996131535
50,996200449
50,996218286
50,996347011
50,1062546763
50,1062546764
50,1104444226
50,1127310613
50,1127310614
50,1187733637
50,1187733638
50,1187733639
50,1187733640
50,1187733641
50,1187733642
50,1187733643
50,1198051993
50,1198051994
50,1201258566
50,1201500639
50,1201698424
50,1201698425
50,1202127650
50,1202127651
50,1202193846
50,1202254592
50,1202255120
50,1202255122
50,1202255123
50,1202255124
50,1202255125
50,1202271544
50,1202388240
50,1202688588
50,1202870573
50,1205886756
50,1205886757
50,1206705162
50,1206705165
50,1206705166
50,1208910784
50,1208910785
50,1208910787
50,1210835235
50,1210835236
50,1212282856
50,1213050332
50,1213050333
50,1213278922
50,1213344666
50,1213344667
50,1213398882
50,1213398883
50,1213398884
50,1213870333
50,1213870334
50,1214573385
50,1214573388
50,1214589875
50,1214589880
50,1214589884
50,1214589885
50,1214635817
50,1214836355
50,1215031875
50,1215031876
50,1221416898
50,1221416899
50,1223441897
50,1227943168
50,1231949035
50,1231982954
50,1231982955
50,1231982956
50,1231982957
50,1246604405
51,537275919
51,537276007
51,537276128
51,537276488
51,537276630
51,537276758
51,537277070
51,537277374
51,537277379
51,537277397
51,537277486
51,537277504
51,537277516
51,537277729
51,537277792
51,537277845
51,537278013
51,537278014
51,537283399
51,537283457
51,537283465
51,537284111
51,537284115
51,537284116
51,537284118
51,537284140
51,537284146
51,537284147
51,537284148
51,537284149
51,537284187
51,593892343
51,593892381
51,593892383
51,732276012
51,746338785
51,746338786
51,746578334
51,746582210
51,746823974
51,746823975
51,749042918
51,753489340
51,753489345
51,799405971
51,799405972
51,799407034
51,799407035
51,799407168
51,799408006
51,799409570
51,799409576
51,811399400
51,811399401
51,811399402
51,811399403
51,811400265
51,811482943
51,811482944
51,811484455
51,811484456
51,811636463
51,811636564
51,811636565
51,811637088
51,811637089
51,811691224
51,811691255
51,811691256
51,811753029
51,811826751
51,811826752
51,811826753
51,811889937
51,811889942
51,811898328
51,811898329
51,811902422
51,811961372
51,812034120
51,851491957
51,851491959
51,851491960
51,851491966
51,851491967
51,851511248
51,851526642
51,851526643
51,851526647
51,851527832
51,851527833
51,851527838
51,851573661
51,901335586
51,901335587
51,901335588
51,901335592
51,901882233
51,905189426
51,905194681
51,913805487
51,916154782
51,916154783
51,916160591
51,916160593
51,916160594
51,1047377684
51,1102438084
51,1102438085
51,1104473083
51,1126686576
51,1126686577
51,1143927475
51,1195959117
51,1196601445
51,1201258115
51,1201258116
51,1202388156
51,1202388157
51,1202388164
51,1202388165
51,1202388203
51,1202533208
51,1202671794
51,1202671795
51,1202687505
51,1202751370
51,1202751371
51,1202885119
51,1202885120
51,1202887356
51,1202887357
51,1202887515
51,1202887516
51,1203044286
51,1203044322
51,1203044419
51,1203044420
51,1220979053
51,1220979054
51,1246604543
52,80216812
52,80264599
52,537269779
52,537269957
52,537270037
52,537270044
52,537270063
52,537270069
52,537270073
52,537270088
52,537270169
52,537270199
52,537270203
52,537270260
52,537270279
52,537270297
52,537270311
52,537270318
52,537270350
52,537270360
52,537270393
52,537270515
52,537270545
52,537270599
52,537270659
52,537270696
52,537270772
52,537270809
52,537270882
52,537271037
52,537271146
52,537272103
52,537272136
52,537272218
52,537272514
52,537272654
52,537273177
52,537273222
52,537273575
52,537273579
52,537273669
52,537274152
52,537274232
52,537274743
52,537274768
52,537275179
52,537275916
52,537276379
52,537276383
52,537276385
52,537276392
52,537276396
52,537276410
52,537276415
52,537276456
52,537276481
52,537276512
52,537276553
52,537276601
52,537276772
52,537276899
52,537278013
52,537278288
52,537278461
52,537279444
52,537279892
52,537281966
52,537281967
52,537282248
52,537282543
52,537282710
52,537282725
52,537282727
52,537282813
52,537282819
52,537282822
52,537282823
52,537283641
52,537283657
52,537283669
52,537283683
52,537283711
52,537283712
52,537284046
52,537284083
52,537284084
52,537284085
52,537284087
52,537284137
52,537284138
52,537284140
52,537284141
52,537285054
52,537285055
52,537285060
52,537285062
52,537285065
52,537285070
52,537285908
52,537285911
52,537285912
52,537285913
52,537286869
52,537318558
52,537318562
52,537318563
52,537318566
52,545363519
52,545370561
52,591361775
52,593888741
52,593888743
52,593892383
52,593892386
52,593892401
52,593894108
52,593894111
52,593894112
52,593894159
52,593894160
52,593894161
52,709894988
52,711350725
52,711670088
52,722734218
52,743591128
52,743624444
52,743625018
52,743692196
52,746296533
52,746296534
52,746399856
52,746425172
52,746425173
52,746432297
52,746450522
52,746450523
52,746727615
52,746727618
52,746727620
52,746813244
52,746813245
52,746952786
52,746952787
52,746952788
52,746952789
52,753438782
52,753438860
52,771584138
52,771584139
52,772731655
52,773519960
52,773519961
52,773519962
52,778211403
52,779526275
52,798699944
52,798699945
52,799363012
52,799398255
52,799398256
52,799407034
52,799407035
52,799407168
52,799407169
52,799408005
52,799408006
52,799409570
52,799409571
52,801804929
52,806665482
52,809260676
52,809260679
52,811233386
52,811241897
52,811241898
52,811241922
52,811241923
52,811549486
52,811549488
52,811550840
52,811550859
52,811550860
52,811551180
52,811620717
52,811620718
52,811691317
52,811691318
52,811691319
52,811691320
52,811747582
52,811747583
52,811753782
52,811753783
52,811820153
52,811820154
52,811820155
52,811820156
52,811825825
52,811825826
52,811827355
52,811900981
52,811954679
52,811958360
52,811958361
52,812034120
52,812135608
52,812135609
52,832884215
52,832884225
52,832884226
52,832884228
52,832884229
52,832943014
52,832943018
52,851491957
52,851491959
52,851491960
52,851493543
52,851493548
52,851500029
52,851519858
52,851519859
52,851594459
52,851594460
52,851595439
52,851597424
52,851599390
52,851599831
52,851599833
52,851600578
52,851600582
52,851607933
52,900947735
52,900947736
52,901281241
52,901281242
52,901289900
52,901328518
52,901882221
52,901882222
52,901882238
52,901895975
52,901895976
52,901895977
52,901905025
52,901905026
52,901905027
52,901905028
52,901914033
52,901914034
52,902016534
52,902016535
52,902229544
52,906122700
52,907752678
52,912925676
52,913201030
52,913201031
52,913201035
52,957884410
52,999288166
52,1046799287
52,1046799288
52,1046918263
52,1046918264
52,1101873157
52,1101873158
52,1102449413
52,1122893054
52,1195896669
52,1195959117
52,1197932115
52,1199546877
52,1199546878
52,1199546879
52,1201259067
52,1201332340
52,1201332341
52,1201348319
52,1201348357
52,1201348358
52,1202196378
52,1202209552
52,1202388160
52,1202388161
52,1202388238
52,1202388241
52,1202388242
52,1202648712
52,1202656162
52,1202656163
52,1202656522
52,1202882510
52,1202883043
52,1202883044
52,1202883809
52,1202883810
52,1202884714
52,1202884717
52,1202885595
52,1202885596
52,1202920895
52,1206623719
52,1208910784
52,1208910785
52,1208910787
52,1212238012
52,1212238013
52,1212238019
52,1212238338
52,1212238339
52,1212244115
52,1212244116
52,1212377976
52,1212384643
52,1212940448
52,1212940449
52,1213050191
52,1213050346
52,1213050347
52,1213181479
52,1213181480
52,1213182977
52,1213182978
52,1213183491
52,1213183899
52,1213248007
52,1213252199
52,1213252259
52,1213252401
52,1213252514
52,1213252575
52,1213252610
52,1213252611
52,1213278759
52,1213278761
52,1213278762
52,1214034422
52,1214034441
52,1214034560
52,1214077737
52,1214077738
52,1214078186
52,1214078187
52,1231983614
52,1232015843
53,80218397
53,80218398
53,80264599
53,537264640
53,537264740
53,537264831
53,537265018
53,537265203
53,537265271
53,537265294
53,537265322
53,537265357
53,537265377
53,537265427
53,537265548
53,537265556
53,537265910
53,537266180
53,537267291
53,537267363
53,537267405
53,537267455
53,537267490
53,537267708
53,537267733
53,537268932
53,537269779
53,537269957
53,537270037
53,537270069
53,537270169
53,537270199
53,537270260
53,537270311
53,537270349
53,537270360
53,537270659
53,537270696
53,537270772
53,537270809
53,537271037
53,537271146
53,537271247
53,537271363
53,537272103
53,537272218
53,537272514
53,537272785
53,537272843
53,537272863
53,537272881
53,537273096
53,537273265
53,537273273
53,537273575
53,537273669
53,537274184
53,537274338
53,537275247
53,537275305
53,537275621
53,537275694
53,537275727
53,537275750
53,537275771
53,537275799
53,537275820
53,537275990
53,537276128
53,537276488
53,537276630
53,537277020
53,537277070
53,537277506
53,537277535
53,537277673
53,537277679
53,537277777
53,537277842
53,537277878
53,537278099
53,537278408
53,537278623
53,537278860
53,537279154
53,537279193
53,537279245
53,537279247
53,537279340
53,537279892
53,537282068
53,537282069
53,537282339
53,537282341
53,537282606
53,537282607
53,537283113
53,537283116
53,537283164
53,537283167
53,537283399
53,537283531
53,537283641
53,537283657
53,537283669
53,537283683
53,537283697
53,537283698
53,537283705
53,537283706
53,537283711
53,537283712
53,537283732
53,537283742
53,537283743
53,537283761
53,537284196
53,537284197
53,537285053
53,537285054
53,537285055
53,537285131
53,537285143
53,537285144
53,537285173
53,537285263
53,537285264
53,537285277
53,537285279
53,537285307
53,537285308
53,537285610
53,537285611
53,537285613
53,537285614
53,537285908
53,537285911
53,537285912
53,537285913
53,537286109
53,537286285
53,537286296
53,537286318
53,537286321
53,537286413
53,537286546
53,537286554
53,537286725
53,537286728
53,537286729
53,537287246
53,537287247
53,537287456
53,537313049
53,537315836
53,537316254
53,537316255
53,537316315
53,537316335
53,537317514
53,537317538
53,537317716
53,537317717
53,537318537
53,537318541
53,542386057
53,542386059
53,542386152
53,542386153
53,542386158
53,542386173
53,542386179
53,542386187
53,542386213
53,542386234
53,542386245
53,542386255
53,542386257
53,542386258
53,542386276
53,542386283
53,542386287
53,542386300
53,542386302
53,542387078
53,542388649
53,542388650
53,542388652
53,545342446
53,545342477
53,545342478
53,545363524
53,545363530
53,545363531
53,545370561
53,546976937
53,575072305
53,591383919
53,593888727
53,593888728
53,593888741
53,593888743
53,593888804
53,593892401
53,593892437
53,593892493
53,593892496
53,593892498
53,593892500
53,593892505
53,593892541
53,593892542
53,593894074
53,593894154
53,593894155
53,593894159
53,593894161
53,593896041
53,593896042
53,593896043
53,593896044
53,593896046
53,593896047
53,593896048
53,593896067
53,593896068
53,593896076
53,593896239
53,593919499
53,709608958
53,709608960
53,709608961
53,709608962
53,709739456
53,709763737
53,709827369
53,710749121
53,710749123
53,710749124
53,710749128
53,711154021
53,719743314
53,720128629
53,720128646
53,721130210
53,722360347
53,722734218
53,737239216
53,737239217
53,743555087
53,743590957
53,743692196
53,743768067
53,746296533
53,746296534
53,746461941
53,746463329
53,746678832
53,746678833
53,746692830
53,746692831
53,746692832
53,746692833
53,746791645
53,746806841
53,746806842
53,746807302
53,746807303
53,746823975
53,746952786
53,746952787
53,746966935
53,753438782
53,753438860
53,762356238
53,762356239
53,762356240
53,770475647
53,771584123
53,771584127
53,771584128
53,771584133
53,771584134
53,771584138
53,771584139
53,771901859
53,771901860
53,771922296
53,772026188
53,778211403
53,778671761
53,792335889
53,792335890
53,792335891
53,792335892
53,799326685
53,799349365
53,799349366
53,799349368
53,799349369
53,799352818
53,799352819
53,809260679
53,811159852
53,811173924
53,811173925
53,811173928
53,811173930
53,811173931
53,811231795
53,811233386
53,811241897
53,811241898
53,811296462
53,811296463
53,811398039
53,811400303
53,811401004
53,811401336
53,811401337
53,811401512
53,811485758
53,811485759
53,811485760
53,811485763
53,811485764
53,811485765
53,811485767
53,811485768
53,811739151
53,811739152
53,811820153
53,811820154
53,811825135
53,811825136
53,811825139
53,811825140
53,811825825
53,811825826
53,811825945
53,811827976
53,811827977
53,811828467
53,811828468
53,811828940
53,811828941
53,811828942
53,811885779
53,811889937
53,811889942
53,811902422
53,811959960
53,811959961
53,811959964
53,812133153
53,812137741
53,812137742
53,812137743
53,812148522
53,812148523
53,812148524
53,812148525
53,812249482
53,812932689
53,812994171
53,828267954
53,828267956
53,828267962
53,828267963
53,828284490
53,828683810
53,828683811
53,829291458
53,829295591
53,832884215
53,832884225
53,832884226
53,832884229
53,832935548
53,832943018
53,835909493
53,851399792
53,851399793
53,851401174
53,851401175
53,851401179
53,851479624
53,851511248
53,851519858
53,851519859
53,851526642
53,851526643
53,851526645
53,851526647
53,851527832
53,851527833
53,851527838
53,851547803
53,851547804
53,851548214
53,851572056
53,851590547
53,851594459
53,851595439
53,851595662
53,851595672
53,851597841
53,851597845
53,851597846
53,851632082
53,851632083
53,855357834
53,855357835
53,855375985
53,855375986
53,856170021
53,862095168
53,877428737
53,877428738
53,877574491
53,877624159
53,877624160
53,880709415
53,880709416
53,897653416
53,897653417
53,897661127
53,897661128
53,897661133
53,897661134
53,897781140
53,900913577
53,900913578
53,900914327
53,900916040
53,900916041
53,900930062
53,900930064
53,901280887
53,901311723
53,901311725
53,901319003
53,901319004
53,901326444
53,901326445
53,901333251
53,901333252
53,901335093
53,902016534
53,902016535
53,902143423
53,902143424
53,902236947
53,902236948
53,902236969
53,902236970
53,905189426
53,905194681
53,912805288
53,912805291
53,912805292
53,912805307
53,913198270
53,913198271
53,913198274
53,913198276
53,919956341
53,937800782
53,937800783
53,937829219
53,937829220
53,996131513
53,996131532
53,996200449
53,996200450
53,996221007
53,996441026
53,1006462518
53,1046700493
53,1046700494
53,1046702945
53,1046702946
53,1084898259
53,1104444226
53,1104676955
53,1104676956
53,1126686576
53,1126686577
53,1127310613
53,1127310614
53,1129130798
53,1129131893
53,1129131894
53,1143927475
53,1160280323
53,1165732334
53,1165732917
53,1165732918
53,1190636428
53,1190636429
53,1191091275
53,1191091276
53,1195896669
53,1196000270
53,1196000271
53,1197277598
53,1198337610
53,1198605980
53,1199546877
53,1199546879
53,1201045054
53,1201045055
53,1201258115
53,1201258116
53,1201258566
53,1201329524
53,1201329525
53,1201334439
53,1201348321
53,1201400877
53,1201400878
53,1201547048
53,1201547049
53,1201547051
53,1201924286
53,1201924287
53,1202388156
53,1202388203
53,1202533208
53,1202656162
53,1202678436
53,1202682269
53,1202683188
53,1202687505
53,1202882510
53,1202884714
53,1202884715
53,1202884717
53,1203044866
53,1203603717
53,1205401888
53,1205401889
53,1206623719
53,1208910784
53,1208910785
53,1208910787
53,1210117145
53,1210117146
53,1212235693
53,1212235694
53,1212238013
53,1212238338
53,1212238339
53,1212345842
53,1212366204
53,1212366205
53,1212370155
53,1212370156
53,1212605509
53,1212606491
53,1212606492
53,1212616565
53,1212616566
53,1212714531
53,1212714532
53,1212718171
53,1212720064
53,1212720065
53,1212720307
53,1212720905
53,1212720906
53,1212736990
53,1212940448
53,1212940449
53,1212946081
53,1212946082
53,1212946287
53,1212946288
53,1213050332
53,1213050333
53,1213278762
53,1213344457
53,1213344458
53,1213344570
53,1213344571
53,1213344572
53,1213344667
53,1213344977
53,1213533556
53,1213533557
53,1213873548
53,1213873549
53,1213877942
53,1213878382
53,1213884192
53,1214034422
53,1214034560
53,1214077738
53,1214078187
53,1215651805
53,1220620299
53,1220620300
53,1223441897
53,1223999223
53,1223999224
53,1224179874
53,1224179875
53,1228126904
53,1231962858
53,1231962859
53,1241143816
53,1241143817
53,1246604405
54,537278300
54,537278408
54,537278623
54,537278860
54,537279035
54,537281829
54,537281830
54,537282577
54,537282578
54,537283957
54,537284030
54,537284031
54,537284034
54,721545568
54,721545569
54,721545570
54,746699044
54,771584123
54,771584124
54,771584128
54,771584133
54,771584134
54,779487943
54,781877915
54,799427718
54,811304937
54,811304938
54,811401336
54,811401337
54,811401339
54,811401512
54,811463684
54,811463685
54,811463686
54,811463687
54,811469801
54,811469802
54,811485758
54,811485759
54,811485760
54,811485763
54,811485764
54,811485765
54,811485767
54,811485768
54,811639528
54,811639529
54,811639530
54,811639531
54,811639532
54,811959960
54,811959961
54,812040832
54,812040833
54,812040834
54,812040835
54,812132634
54,812144373
54,812144374
54,812144375
54,812224197
54,812224198
54,851543355
54,851544085
54,851544086
54,851551847
54,851551848
54,901311723
54,901311725
54,901324160
54,901324161
54,901324170
54,901335093
54,1143835948
54,1143835949
54,1202673585
54,1246604405
55,80217337
55,537270023
55,537270044
55,537270073
55,537270088
55,537270200
55,537270279
55,537270318
55,537270349
55,537270515
55,537270545
55,537270599
55,537270875
55,537270876
55,537270877
55,537270882
55,537270883
55,537271247
55,537271363
55,537273265
55,537273273
55,537274184
55,537274338
55,537275621
55,537275820
55,537276113
55,537276559
55,537276579
55,537276588
55,537276631
55,537277387
55,537277388
55,537277435
55,537279727
55,537279846
55,537280009
55,537280057
55,537280091
55,537280111
55,537280113
55,537280116
55,537280117
55,537280141
55,537280196
55,537280222
55,537280237
55,537280258
55,537280259
55,537280409
55,537282339
55,537282341
55,537283113
55,537283116
55,537283164
55,537283167
55,537283269
55,537283280
55,537283281
55,537283284
55,537283285
55,537283287
55,537283378
55,537283380
55,537283384
55,537283392
55,537283774
55,537283800
55,537284285
55,537284320
55,537284327
55,537284921
55,537286109
55,537286285
55,537286296
55,537286318
55,537286413
55,537286546
55,537286554
55,537286725
55,537286728
55,537286729
55,537286869
55,537286920
55,537318537
55,537318541
55,545363519
55,545363530
55,545363531
55,545372985
55,545372986
55,545372987
55,545940870
55,575069517
55,575069519
55,575072305
55,575165480
55,575175300
55,591383919
55,593888727
55,593888728
55,593892072
55,593892073
55,593892083
55,593892149
55,593892160
55,593892162
55,593892182
55,593892308
55,593892765
55,593894074
55,593894108
55,593894111
55,593894112
55,593919499
55,709608958
55,709608960
55,709608961
55,709608962
55,709739456
55,709827369
55,710253233
55,710253234
55,711226297
55,711226304
55,711226305
55,711226309
55,711226310
55,720128629
55,720128646
55,721130210
55,722734010
55,727632604
55,746678832
55,746678833
55,746692830
55,746692831
55,746692832
55,746692833
55,746791645
55,746806841
55,746806842
55,746807302
55,746807303
55,746981794
55,746981795
55,747065756
55,747065757
55,747065760
55,747328139
55,754317765
55,772731655
55,772731658
55,772731665
55,772731666
55,799394544
55,799394545
55,809260676
55,809260679
55,811112254
55,811112255
55,811243300
55,811243301
55,811296462
55,811296463
55,811400303
55,811485409
55,811547636
55,811547637
55,811550840
55,811747883
55,811874875
55,811884590
55,811884591
55,811901789
55,811901790
55,811901803
55,811901805
55,812037952
55,812037953
55,812994173
55,832943014
55,832943018
55,851399792
55,851479624
55,851543310
55,851543311
55,851543588
55,851548214
55,851572056
55,851579054
55,851579057
55,851579064
55,851579077
55,851579090
55,851579471
55,851580216
55,851594460
55,851595821
55,851595822
55,851597424
55,851597841
55,851597845
55,851597846
55,851599390
55,851599831
55,851599833
55,851600578
55,851600582
55,851608130
55,851608131
55,851608143
55,851626200
55,851644318
55,851647374
55,856170021
55,858580708
55,858580709
55,858580710
55,862095168
55,897781140
55,900913577
55,900913578
55,900914327
55,900916040
55,900916041
55,900947735
55,900947736
55,901113280
55,901113281
55,901119784
55,901119785
55,901124197
55,901124198
55,901128953
55,901304273
55,901304274
55,901308914
55,901308915
55,901334102
55,901334103
55,901458156
55,901458157
55,901458158
55,901466838
55,901466839
55,901466840
55,902229544
55,902234654
55,907752678
55,912925676
55,937800782
55,937800783
55,937829219
55,937829220
55,996131513
55,996131532
55,996131534
55,996131535
55,996200449
55,996200450
55,999288166
55,1046214812
55,1046214813
55,1046799287
55,1046799288
55,1120372611
55,1120372612
55,1127310613
55,1127310614
55,1190636428
55,1190636429
55,1191091275
55,1191091276
55,1198051993
55,1198051994
55,1198337610
55,1198605980
55,1201329524
55,1201329525
55,1201332340
55,1201332341
55,1201334439
55,1201400877
55,1201400878
55,1201547048
55,1201547049
55,1201547051
55,1202193846
55,1202196378
55,1202209552
55,1202209703
55,1202209704
55,1202209707
55,1202209708
55,1202271544
55,1202648712
55,1202656522
55,1202920895
55,1203044866
55,1205886756
55,1205886757
55,1206705162
55,1206705164
55,1206705165
55,1212235693
55,1212235694
55,1212244115
55,1212244116
55,1212345842
55,1212384643
55,1212714531
55,1212714532
55,1212720064
55,1212720065
55,1212732275
55,1212732366
55,1212732367
55,1212736990
55,1213051261
55,1213051284
55,1213051285
55,1213051308
55,1213051309
55,1213064951
55,1213365604
55,1213365605
55,1213533556
55,1213533557
55,1213785818
55,1213785819
55,1213873548
55,1213873549
55,1213877942
55,1213932152
55,1215651805
55,1218185397
55,1232015843
55,1232137464
55,1232846226
55,1235826533
55,1235826534
56,537279233
56,537279304
56,537279428
56,537279516
56,537279533
56,537279534
56,537279690
56,537279732
56,537279790
56,537279792
56,537279793
56,537279806
56,537279807
56,537279808
56,537279819
56,537279823
56,537279830
56,537279846
56,537279854
56,537279978
56,537280009
56,537280015
56,537280091
56,537280174
56,537280253
56,537280254
56,537280361
56,537280569
56,537280617
56,537280631
56,537280632
56,537280650
56,537280712
56,537280713
56,537280777
56,537281656
56,537281657
56,537282210
56,537282211
56,537282212
56,537282213
56,537282216
56,537282217
56,537284752
56,537284753
56,537284754
56,537284865
56,537284867
56,537284899
56,537284931
56,537284932
56,537284952
56,537284954
56,575175300
56,575175301
56,593888699
56,593888700
56,593888706
56,593888707
56,593888708
56,593888709
56,593888710
56,593888892
56,593892974
56,709325720
56,709325721
56,722369137
56,806649892
56,809362720
56,811112254
56,811112255
56,811171794
56,811171795
56,811243169
56,811243170
56,811243171
56,811243173
56,811391410
56,811391411
56,811556045
56,811556046
56,811747883
56,811806946
56,811806947
56,811885773
56,811885774
56,851702711
56,851703851
56,901119784
56,901119785
56,901284528
56,901284529
56,901330812
56,901330813
56,901458156
56,901458157
56,901458158
56,901458162
56,901467564
56,901467568
56,910640809
56,910643476
56,910643477
56,910643478
56,910643479
56,1036375460
56,1122798029
56,1122799801
56,1201929227
56,1201929228
56,1201929229
56,1201929230
56,1201972065
56,1202127651
56,1202209703
56,1202209704
56,1202209707
56,1202209708
56,1202254592
56,1202255124
56,1202255125
56,1206705164
56,1213509544
56,1213692105
56,1213692106
56,1213870333
56,1213870334
56,1221405928
56,1223118930
56,1223118931
57,537273544
57,537273577
57,537273607
57,537273615
57,537273639
57,537273663
57,537273774
57,537273839
57,537273842
57,537273845
57,537273849
57,537273856
57,537273860
57,537273861
57,537273868
57,537273870
57,537273885
57,537274031
57,537274041
57,537274057
57,537274065
57,537274076
57,537274083
57,537274089
57,537274090
57,537274103
57,537274152
57,537274188
57,537274223
57,537274232
57,537274233
57,537274259
57,537274312
57,537274408
57,537274415
57,537274449
57,537274456
57,537274461
57,537274472
57,537274478
57,537274490
57,537274514
57,537274537
57,537274564
57,537274593
57,537274598
57,537274611
57,537274625
57,537274677
57,537274687
57,537274719
57,537274759
57,537275036
57,537275183
57,537275288
57,537275393
57,537275542
57,537275617
57,537275723
57,537275830
57,537275836
57,537275954
57,537276354
57,537276877
57,537276900
57,537277129
57,537277288
57,537277489
57,537277983
57,537278662
57,537278818
57,537278959
57,537278993
57,537279224
57,537279225
57,537279226
57,537279248
57,537279413
57,537279514
57,537279515
57,537279523
57,537279555
57,537279556
57,537279614
57,537279615
57,537279739
57,537279808
57,537279854
57,537280015
57,537280057
57,537280097
57,537280117
57,537280194
57,537280196
57,537280197
57,537280253
57,537280308
57,537280326
57,537280333
57,537280337
57,537280349
57,537280350
57,537280369
57,537281330
57,537281331
57,537281332
57,537282043
57,537282048
57,537282049
57,537282084
57,537282304
57,537282717
57,537282718
57,537282720
57,537282725
57,537282727
57,537282813
57,537282835
57,537283018
57,537283192
57,537283193
57,537283207
57,537283437
57,537283553
57,537283568
57,537283942
57,537284726
57,537284728
57,537284860
57,537284865
57,537284867
57,537284899
57,537286117
57,537286120
57,537286121
57,537288245
57,545373411
57,545373412
57,545373413
57,545373414
57,545373417
57,545373418
57,545373666
57,545373667
57,545373669
57,545373687
57,545373689
57,545373690
57,545373791
57,545373792
57,545942246
57,575068323
57,575068325
57,575068326
57,591361775
57,593888729
57,593888730
57,593888731
57,593892349
57,593892350
57,593894066
57,593894067
57,709325720
57,709325721
57,709894988
57,746332056
57,746350943
57,746360580
57,746425172
57,746425173
57,746442605
57,746442606
57,746970561
57,781806074
57,798666818
57,798666819
57,799363012
57,799407955
57,799407956
57,799874755
57,801804929
57,809362720
57,810710763
57,810710764
57,810710782
57,810710783
57,811112254
57,811112255
57,811171796
57,811173077
57,811231256
57,811234414
57,811243200
57,811311151
57,811391408
57,811391409
57,811391410
57,811391411
57,811556045
57,811556046
57,811556123
57,811556438
57,811556439
57,811691394
57,811691395
57,811691396
57,811804728
57,811804729
57,811804731
57,811814627
57,811814628
57,811885773
57,811885774
57,811954338
57,851449185
57,851450542
57,851450552
57,851491993
57,851491994
57,851492581
57,851492582
57,851500029
57,851500034
57,851575862
57,851575863
57,851575864
57,851630902
57,851630903
57,851676063
57,851702711
57,851703851
57,851708679
57,864029423
57,864029424
57,900920049
57,900920050
57,900920051
57,900920052
57,900920053
57,900921365
57,900921366
57,900921367
57,900921368
57,900936880
57,900944756
57,900944757
57,901100551
57,901119782
57,901119783
57,901128957
57,901128958
57,901284528
57,901285224
57,901285225
57,901309364
57,901309366
57,901309367
57,901315239
57,901315240
57,901315242
57,901328843
57,901458152
57,901458153
57,901458154
57,901458156
57,901458157
57,901458158
57,901465636
57,901465637
57,901465639
57,901465641
57,901465642
57,901892705
57,901892710
57,901892711
57,901892712
57,901892713
57,901892714
57,901892716
57,901901779
57,901901780
57,901901781
57,901901782
57,901901783
57,901901784
57,901901785
57,901901786
57,901901787
57,901901788
57,901901789
57,901901790
57,901901791
57,901901792
57,901905025
57,901905026
57,901905027
57,901905028
57,905950782
57,910643482
57,910643483
57,912926940
57,913038983
57,984290469
57,984290470
57,1020529433
57,1027556039
57,1036375459
57,1036375460
57,1062547106
57,1062547107
57,1104821173
57,1104821174
57,1104821175
57,1104822406
57,1104822407
57,1105308982
57,1105308983
57,1129775482
57,1129779126
57,1129779127
57,1129779129
57,1129779132
57,1160757173
57,1160757865
57,1160757866
57,1160758446
57,1160772638
57,1160772639
57,1160772808
57,1196279914
57,1196279916
57,1196495402
57,1196496915
57,1198596927
57,1198596928
57,1200993621
57,1200993622
57,1201186009
57,1201186010
57,1201280325
57,1201280327
57,1201280328
57,1201280331
57,1201280332
57,1201339757
57,1201339758
57,1201348387
57,1201348388
57,1201790625
57,1201857745
57,1201929227
57,1201929228
57,1201929237
57,1201972065
57,1202045042
57,1202183246
57,1202209706
57,1202209707
57,1202209708
57,1202654129
57,1202654508
57,1202688588
57,1202924273
57,1203095356
57,1203095357
57,1206705162
57,1206705164
57,1212334039
57,1212334040
57,1212425581
57,1212425582
57,1212425766
57,1212937364
57,1212943518
57,1212943519
57,1213171772
57,1213171794
57,1213172991
57,1213172992
57,1213173487
57,1213175590
57,1213175591
57,1213338609
57,1213509544
57,1213691183
57,1213692105
57,1213692106
57,1213883900
57,1214641220
57,1221416898
57,1221416899
57,1231962397
58,80218773
58,80263771
58,80263774
58,80263879
58,80264030
58,80264241
58,80264245
58,80264246
58,80264247
58,80264248
58,80264249
58,80264250
58,80264307
58,80264496
58,80264581
58,537265692
58,537266073
58,537266167
58,537266247
58,537266329
58,537266412
58,537266492
58,537266518
58,537267172
58,537267177
58,537267234
58,537267249
58,537267251
58,537267252
58,537267264
58,537267293
58,537267300
58,537267314
58,537267342
58,537267345
58,537267348
58,537267358
58,537267376
58,537267380
58,537267882
58,537267972
58,537268075
58,537268081
58,537268346
58,537268856
58,537269066
58,537269259
58,537269316
58,537269425
58,537269462
58,537269474
58,537269515
58,537269528
58,537269593
58,537270007
