"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Convivenza Civile","Altro",4,"PINELLI/PIERDIONIGI (VIA)",,"03/05/2017","11.23"
"Convivenza Civile","Altro",5,"SANSOVINO/ANDREA (VIA)",,"03/05/2017","12.03"
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)",,"04/05/2017",
"Convivenza Civile","Altro",2,"SCARSELLINI/ANGELO (VIA)",,"04/05/2017",
"Convivenza Civile","Altro",3,"LA THUILE/(VIA)",,"04/05/2017",
"Convivenza Civile","Altro",4,"S. ROCCHETTO/(VIA)",,"04/05/2017",
"Convivenza Civile","Altro",8,"MONCALIERI/(CORSO)","Area Verde","04/05/2017",
"Convivenza Civile","Altro",3,"BRACCINI/PAOLO (VIA)",,"08/05/2017",
"Convivenza Civile","Altro",10,"AGNELLI/GIOVANNI (CORSO)",,"08/05/2017",
"Convivenza Civile","Altro",5,"ASSISI/(VIA)",,"09/05/2017",
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"09/05/2017",
"Convivenza Civile","Altro",6,"MONTANARO/(VIA)",,"09/05/2017",
"Convivenza Civile","Altro",7,"VERONA/(CORSO)",,"09/05/2017",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)",,"10/05/2017",
"Convivenza Civile","Altro",7,"NAPOLI/(LUNGO DORA)",,"10/05/2017",
"Convivenza Civile","Altro",2,"POMARO/(VIA)",,"11/05/2017",
"Convivenza Civile","Altro",3,"BARDONECCHIA/(VIA)",,"11/05/2017",
"Convivenza Civile","Altro",4,"COLLEGNO/(STRADA ANTICA DI)",,"11/05/2017",
"Convivenza Civile","Altro",5,"SANSOVINO/ANDREA (VIA)",,"11/05/2017",
"Convivenza Civile","Altro",6,"FALCHERA/(VIALE)",,"11/05/2017",
"Convivenza Civile","Altro",3,"MARSIGLI/LUIGI FERDINANDO (VIA)",,"12/05/2017",
"Convivenza Civile","Altro",4,"COLLEGNO/(STRADA ANTICA DI)",,"13/05/2017",
"Convivenza Civile","Altro",4,"DOMODOSSOLA/(VIA)",,"15/05/2017",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"15/05/2017",
"Convivenza Civile","Altro",8,"S. PIO V/(VIA)",,"15/05/2017",
"Convivenza Civile","Altro",9,"UNITA' D'ITALIA/(CORSO)",,"15/05/2017",
"Convivenza Civile","Altro",2,"MONTE NOVEGNO/(VIA)",,"15/05/2017","11.33"
"Convivenza Civile","Altro",3,"VILLA GIUSTI/(VIA)",,"16/05/2017",
"Convivenza Civile","Altro",5,"BORSI/GIOSUE' (VIA)",,"16/05/2017",
"Convivenza Civile","Altro",6,"PUCCINI/GIACOMO (VIA)",,"16/05/2017",
"Convivenza Civile","Altro",7,"VIGEVANO/(CORSO)",,"16/05/2017",
"Convivenza Civile","Altro",9,"SEBASTOPOLI/(CORSO)",,"17/05/2017",
"Convivenza Civile","Altro",1,"CARLO ALBERTO/(VIA)",,"18/05/2017",
"Convivenza Civile","Altro",1,"GIOLITTI/GIOVANNI (VIA)",,"18/05/2017",
"Convivenza Civile","Altro",4,"MURRONI/(STRADA)",,"18/05/2017",
"Convivenza Civile","Altro",5,"MONTESOGLIO/(VIA)",,"18/05/2017",
"Convivenza Civile","Altro",,,"Area Verde","20/05/2017",
"Convivenza Civile","Altro",1,"PIAVE/(VIA)",,"22/05/2017",
"Convivenza Civile","Altro",1,"PIGAFETTA/ANTONIO (VIA)",,"22/05/2017",
"Convivenza Civile","Altro",3,"FREIDOUR/(VIA)",,"22/05/2017",
"Convivenza Civile","Altro",7,"GUASTALLA/(VIA)",,"22/05/2017",
"Convivenza Civile","Altro",1,"SOLFERINO/(PIAZZA)",,"23/05/2017",
"Convivenza Civile","Altro",1,"CERNAIA/(VIA)",,"23/05/2017","12.20"
"Convivenza Civile","Altro",1,"MILANO/(VIA)",,"24/05/2017",
"Convivenza Civile","Altro",4,"LECCE/(CORSO)",,"24/05/2017","10.14"
"Convivenza Civile","Altro",1,"CARLO ALBERTO/(VIA)",,"25/05/2017",
"Convivenza Civile","Altro",4,"MEDICI/GIACOMO (VIA)",,"25/05/2017",
"Convivenza Civile","Altro",1,"CABOTO/SEBASTIANO (VIA)",,"26/05/2017",
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"27/05/2017",
"Convivenza Civile","Altro",1,"ROCCA/(VIA DELLA)",,"29/05/2017",
"Convivenza Civile","Altro",4,"CARRERA/VALENTINO (VIA)",,"30/05/2017",
"Convivenza Civile","Altro",4,"PACCHIOTTI/GIACINTO (VIA)",,"30/05/2017",
"Convivenza Civile","Altro",5,"MONTESOGLIO/(VIA)",,"30/05/2017",
"Convivenza Civile","Altro",6,"PACINI/GIOVANNI (VIA)",,"30/05/2017",
"Convivenza Civile","Altro",4,"SERVAIS/GIOVANNI (VIA)","Area Verde","31/05/2017",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"31/05/2017",
"Convivenza Civile","Altro",2,"TRIPOLI/(VIA)",,"01/06/2017",
"Convivenza Civile","Altro",8,"TETTI GRAMAGLIA/(STRADA DEI)",,"01/06/2017",
"Convivenza Civile","Altro",7,"S. GIULIA/(VIA)",,"02/06/2017","12.50"
"Convivenza Civile","Altro",1,"ARQUATA/(VIA)",,"03/06/2017",
"Convivenza Civile","Altro",3,"DI NANNI/DANTE (VIA)",,"05/06/2017",
"Convivenza Civile","Altro",3,"RACCONIGI/(CORSO)",,"05/06/2017",
"Convivenza Civile","Altro",4,"LIVORNO/(VIA)","Area Verde","05/06/2017",
"Convivenza Civile","Altro",5,"ALA DI STURA/(VIA)",,"05/06/2017",
"Convivenza Civile","Altro",6,"COGNE/(VIA)",,"05/06/2017",
"Convivenza Civile","Altro",8,"ORMEA/(VIA)",,"05/06/2017",
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"06/06/2017",
"Convivenza Civile","Altro",9,"NIZZA/(VIA)",,"07/06/2017","10.44"
"Convivenza Civile","Altro",2,"SANREMO/(VIA)","Area Verde","08/06/2017",
"Convivenza Civile","Altro",3,"CAVALLI/GIOVANNI CARLO (VIA)",,"08/06/2017",
"Convivenza Civile","Altro",7,"MONGRENO/(STRADA ALTA DI)",,"08/06/2017",
"Convivenza Civile","Altro",3,"CESANA/(VIA)",,"09/06/2017",
"Convivenza Civile","Altro",3,"DROVETTI/BERNARDINO (VIA)",,"09/06/2017",
"Convivenza Civile","Altro",7,"BORGO DORA/(VIA)",,"09/06/2017",
"Convivenza Civile","Altro",7,"PIOVA'/(VIA)",,"09/06/2017",
"Convivenza Civile","Altro",6,"RESPIGHI/OTTORINO (PIAZZA)",,"10/06/2017",
"Convivenza Civile","Altro",2,"RACCONIGI/(CORSO)",,"12/06/2017",
"Convivenza Civile","Altro",3,"MONGINEVRO/(VIA)",,"12/06/2017",
"Convivenza Civile","Altro",6,"RESPIGHI/OTTORINO (PIAZZA)",,"12/06/2017",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)",,"12/06/2017",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)",,"12/06/2017",
"Convivenza Civile","Altro",1,"BAVA/EUSEBIO (VIA)",,"13/06/2017",
"Convivenza Civile","Altro",4,"FRANCIA/(CORSO)","Area Verde","13/06/2017",
"Convivenza Civile","Altro",6,"PACINI/GIOVANNI (VIA)",,"13/06/2017",
"Convivenza Civile","Altro",8,"RONCHI AI CUNIOLI ALTI/(STRADA DAI)",,"13/06/2017",
"Convivenza Civile","Altro",10,"VIGLIANI/ONORATO (VIA)",,"13/06/2017",
"Convivenza Civile","Altro",1,"PRINCIPE AMEDEO/(VIA)",,"14/06/2017",
"Convivenza Civile","Altro",1,"ROMA/(VIA)",,"14/06/2017",
"Convivenza Civile","Altro",2,"S. MARINO/(VIA)",,"14/06/2017",
"Convivenza Civile","Altro",3,"ADRIANO/(PIAZZA)",,"14/06/2017",
"Convivenza Civile","Altro",5,"SCIALOJA/ANTONIO E VITTORIO (VIA)","Area Verde","14/06/2017",
"Convivenza Civile","Altro",10,"UNIONE SOVIETICA/(CORSO)",,"14/06/2017",
"Convivenza Civile","Altro",1,"FERRARIS/GALILEO (CORSO)",,"15/06/2017",
"Convivenza Civile","Altro",6,"VERCELLI/(CORSO)",,"15/06/2017",
"Convivenza Civile","Altro",7,"AOSTA/(VIA)",,"15/06/2017",
"Convivenza Civile","Altro",8,"THOVEZ/ENRICO (VIALE)",,"15/06/2017",
"Convivenza Civile","Altro",5,"BREGLIO/(VIA)",,"16/06/2017","10.23"
"Convivenza Civile","Altro",4,"CATTI/GIORGIO (VIA)",,"18/06/2017",
"Convivenza Civile","Altro",3,"VANDALINO/(VIA)",,"19/06/2017",
"Convivenza Civile","Altro",4,"ASCOLI/GRAZIADIO (VIA)",,"19/06/2017",
"Convivenza Civile","Altro",7,"NIEVO/IPPOLITO (VIA)",,"19/06/2017",
"Convivenza Civile","Altro",2,"AGNELLI/GIOVANNI (CORSO)",,"20/06/2017",
"Convivenza Civile","Altro",3,"MARMOLADA/(PIAZZA)",,"20/06/2017",
"Convivenza Civile","Altro",3,"RACCONIGI/(CORSO)",,"20/06/2017",
"Convivenza Civile","Altro",4,"MASSAUA/(PIAZZA)",,"20/06/2017",
"Convivenza Civile","Altro",5,"MORTARA/(CORSO)",,"20/06/2017",
"Convivenza Civile","Altro",6,"SOFIA/(PIAZZA)",,"20/06/2017",
"Convivenza Civile","Altro",6,"VOLPIANO/(VIA)",,"20/06/2017",
"Convivenza Civile","Altro",6,"BOCCHERINI/LUIGI (VIA)","Area Verde","20/06/2017","10.22"
"Convivenza Civile","Altro",5,"LOMBARDIA/(CORSO)",,"21/06/2017",
"Convivenza Civile","Altro",7,"CUNEO/(VIA)",,"21/06/2017",
"Convivenza Civile","Altro",3,"MALTA/(VIA)",,"21/06/2017","11.41"
"Convivenza Civile","Altro",3,"STELVIO/(VIA)",,"22/06/2017",
"Convivenza Civile","Altro",3,"VIRLE/(VIA)",,"22/06/2017",
"Convivenza Civile","Altro",6,"BOTTICELLI/SANDRO (VIA)",,"22/06/2017",
"Convivenza Civile","Altro",7,"VARANO/ALFONSO (VIA)",,"22/06/2017",
"Convivenza Civile","Altro",9,"NIZZA/(VIA)",,"22/06/2017",
"Convivenza Civile","Altro",1,"PALAZZO DI CITTA'/(VIA)",,"23/06/2017",
"Convivenza Civile","Altro",1,"PALESTRO/(CORSO)",,"23/06/2017",
"Convivenza Civile","Altro",8,"RONCHI AI CUNIOLI ALTI/(STRADA DAI)",,"23/06/2017",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)",,"23/06/2017","12.09"
"Convivenza Civile","Altro",8,"BELFIORE/(VIA)",,"25/06/2017",
"Convivenza Civile","Altro",,,"Area Verde","26/06/2017",
"Convivenza Civile","Altro",1,"VINZAGLIO/(CORSO)",,"27/06/2017",
"Convivenza Civile","Altro",2,"BOSTON/(VIA)",,"27/06/2017",
"Convivenza Civile","Altro",4,"ORNAVASSO/(VIA)",,"27/06/2017",
"Convivenza Civile","Altro",7,"FIRENZE/(LUNGO DORA)",,"28/06/2017",
"Convivenza Civile","Altro",9,"BARBARESCO/(VIA)",,"28/06/2017",
"Convivenza Civile","Altro",3,"PELLICE/(VIA)",,"29/06/2017",
"Convivenza Civile","Altro",3,"RACCONIGI/(CORSO)",,"29/06/2017",
"Convivenza Civile","Altro",2,"FILADELFIA/(VIA)",,"30/06/2017",
"Convivenza Civile","Altro",2,"LANFRANCO/LEOPOLDO(VIA)",,"30/06/2017",
"Convivenza Civile","Altro",5,"BREGLIO/(VIA)",,"30/06/2017",
"Convivenza Civile","Altro",6,"GOTTARDO/(VIA)",,"30/06/2017",
"Convivenza Civile","Altro",8,"MONCALIERI/(CORSO)",,"30/06/2017",
"Convivenza Civile","Comportamenti molesti",7,"REGIO PARCO/(CORSO)",,"16/01/2017","11.08"
"Convivenza Civile","Comportamenti molesti",7,"REGINA MARGHERITA/(CORSO)",,"25/01/2017","10.20"
"Convivenza Civile","Comportamenti molesti",1,"RE UMBERTO/(CORSO)",,"16/02/2017",
"Convivenza Civile","Comportamenti molesti",7,"PRINCIPE ODDONE/(CORSO)",,"27/02/2017",
"Convivenza Civile","Comportamenti molesti",4,"TASSONI/ALESSANDRO (CORSO)",,"28/02/2017","09.18"
"Convivenza Civile","Comportamenti molesti",,,,"01/04/2017",
"Convivenza Civile","Comportamenti molesti",8,"PONTE ISABELLA A S. VITO/(STRADA DEL)",,"03/04/2017",
"Convivenza Civile","Comportamenti molesti",6,"FELETTO/(VIA)",,"18/04/2017",
"Convivenza Civile","Comportamenti molesti",6,"DESANA/(VIA)",,"02/05/2017",
"Convivenza Civile","Comportamenti molesti",7,"MARIA AUSILIATRICE/(VIA)",,"03/05/2017",
"Convivenza Civile","Comportamenti molesti",1,"ARBARELLO/VINCENZO (PIAZZA)",,"05/05/2017",
"Convivenza Civile","Comportamenti molesti",1,"MERCANTINI/LUIGI (VIA)",,"08/05/2017","14.34"
"Convivenza Civile","Comportamenti molesti",4,"VAGNONE/(VIA)",,"10/05/2017",
"Convivenza Civile","Comportamenti molesti",7,"BRESCIA/(CORSO)",,"10/05/2017",
"Convivenza Civile","Comportamenti molesti",6,"GIULIO CESARE/(CORSO)","Area Verde","16/05/2017",
"Convivenza Civile","Comportamenti molesti",10,"SOMALIA/(VIA)","Area Verde","17/05/2017",
"Convivenza Civile","Comportamenti molesti",8,"S. VITO REVIGLIASCO/(STRADA)",,"18/05/2017",
"Convivenza Civile","Comportamenti molesti",6,"BRANDIZZO/(VIA)",,"23/05/2017",
"Convivenza Civile","Comportamenti molesti",3,"OSASCO/(VIA)",,"28/05/2017",
"Convivenza Civile","Comportamenti molesti",1,"MONTE DI PIETA'/(VIA)",,"31/05/2017",
"Convivenza Civile","Comportamenti molesti",3,"SAFFI/AURELIO (VIA)",,"07/06/2017",
"Convivenza Civile","Comportamenti molesti",6,"AOSTA/(VIA)",,"07/06/2017",
"Convivenza Civile","Comportamenti molesti",7,"AOSTA/(VIA)",,"07/06/2017",
"Convivenza Civile","Comportamenti molesti",2,"GRADISCA/(VIA)",,"07/06/2017","10.12"
"Convivenza Civile","Comportamenti molesti",2,"PORDENONE/(VIA)",,"08/06/2017",
"Convivenza Civile","Comportamenti molesti",5,"MARCHESE VISCONTI/(VIA)",,"12/06/2017",
"Convivenza Civile","Comportamenti molesti",5,"CESALPINO/ANDREA (VIA)",,"16/06/2017",
"Convivenza Civile","Comportamenti molesti",9,"GALIMBERTI/TANCREDI (PIAZZA)","Area Verde","19/06/2017",
"Convivenza Civile","Comportamenti molesti",7,"BIELLA/(VIA)",,"20/06/2017",
"Convivenza Civile","Comportamenti molesti",1,"S. FRANCESCO D'ASSISI/(VIA)",,"22/06/2017",
"Convivenza Civile","Comportamenti molesti",2,"SEBASTOPOLI/(CORSO)",,"23/06/2017",
"Convivenza Civile","Comportamenti molesti",6,"CASELLA/ALFREDO (VIA)",,"26/06/2017",
"Convivenza Civile","Comportamenti molesti",7,"COMO/(VIA)",,"26/06/2017",
"Convivenza Civile","Disturbi altri animali",7,"RIMINI/(VIA)",,"09/01/2017",
"Convivenza Civile","Disturbi Cani",2,"SARPI/PAOLO (VIA)",,"04/01/2017","10.07"
"Convivenza Civile","Disturbi Cani",1,"PRINCIPE AMEDEO/(VIA)",,"09/01/2017",
"Convivenza Civile","Disturbi Cani",4,"LOCANA/(VIA)",,"09/01/2017",
"Convivenza Civile","Disturbi Cani",3,"ISSIGLIO/(VIA)",,"16/01/2017","10.44"
"Convivenza Civile","Disturbi Cani",3,"TRAPANI/(CORSO)","Area Verde","18/01/2017","10.25"
"Convivenza Civile","Disturbi Cani",7,"VERCELLI/(CORSO)",,"20/01/2017","11.00"
"Convivenza Civile","Disturbi Cani",7,"ANDREIS/VITTORIO (VIA)",,"23/01/2017","10.05"
"Convivenza Civile","Disturbi Cani",,,,"24/01/2017","10.18"
"Convivenza Civile","Disturbi Cani",6,"SPONTINI/GASPARE (VIA)",,"30/01/2017",
"Convivenza Civile","Disturbi Cani",6,"VISTRORIO/(VIA)",,"30/01/2017","09.36"
"Convivenza Civile","Disturbi Cani",4,"CIBRARIO/LUIGI (VIA)","Area Verde","06/02/2017",
"Convivenza Civile","Disturbi Cani",9,"UNIONE SOVIETICA/(CORSO)",,"11/02/2017",
"Convivenza Civile","Disturbi Cani",5,"SOSPELLO/(VIA)",,"15/02/2017",
"Convivenza Civile","Disturbi Cani",3,"ISONZO/(VIA)",,"24/02/2017",
"Convivenza Civile","Disturbi Cani",5,"CHIESA DELLA SALUTE/(VIA)",,"28/02/2017","11.49"
"Convivenza Civile","Disturbi Cani",7,"ANTONELLI/ALESSANDRO (LUNGO PO)","Area Verde","03/04/2017",
"Convivenza Civile","Disturbi Cani",1,"CARLO FELICE/(PIAZZA)","Area Verde","13/04/2017",
"Convivenza Civile","Disturbi Cani",2,"SALVEMINI/GAETANO (CORSO)",,"14/04/2017",
"Convivenza Civile","Disturbi Cani",3,"FATTORI/GIOVANNI (VIA)","Area Verde","14/04/2017",
"Convivenza Civile","Disturbi Cani",8,"ORMEA/(VIA)",,"14/04/2017",
"Convivenza Civile","Disturbi Cani",1,"CERNAIA/(VIA)","Area Verde","19/04/2017",
"Convivenza Civile","Disturbi Cani",3,"FRANCIA/(CORSO)",,"28/04/2017",
"Convivenza Civile","Disturbi Cani",5,"CINCINNATO/L. QUINZIO (CORSO)",,"05/05/2017","08.23"
"Convivenza Civile","Disturbi Cani",5,"COSSA/PIETRO (VIA)",,"15/05/2017","10.52"
"Convivenza Civile","Disturbi Cani",3,"BIONAZ/(VIA)",,"22/05/2017",
"Convivenza Civile","Disturbi Cani",4,"ROSAI/OTTONE(CORSO)",,"31/05/2017",
"Convivenza Civile","Disturbi Cani",7,"CHIETI/(CORSO)",,"05/06/2017","11.39"
"Convivenza Civile","Disturbi Cani",4,"NETRO/(VIA)",,"11/06/2017",
"Convivenza Civile","Disturbi Cani",7,"PRINCIPE ODDONE/(CORSO)",,"21/06/2017","11.19"
"Convivenza Civile","Disturbi Cani",6,"VILLARETTO/(STRADA DEL)",,"21/06/2017","12.01"
"Convivenza Civile","Disturbi Cani",5,"MASSA/(VIA)",,"23/06/2017",
"Convivenza Civile","Disturbi Cani",9,"PASSO BUOLE/(VIA)",,"28/06/2017",
"Convivenza Civile","Disturbi da locali",7,"NIETZSCHE/FEDERICO (VIA)",,"02/01/2017",
"Convivenza Civile","Disturbi da locali",2,"GORIZIA/(VIA)",,"09/01/2017",
"Convivenza Civile","Disturbi da locali",1,"POMBA/GIUSEPPE (VIA)",,"10/01/2017",
"Convivenza Civile","Disturbi da locali",4,"AQUILA/(VIA)",,"11/01/2017",
"Convivenza Civile","Disturbi da locali",6,"VIGEVANO/(CORSO)",,"13/01/2017",
"Convivenza Civile","Disturbi da locali",7,"CIGNA/FRANCESCO (VIA)",,"20/01/2017","13.39"
"Convivenza Civile","Disturbi da locali",1,"PERRONE/ETTORE (VIA)",,"03/02/2017",
"Convivenza Civile","Disturbi da locali",1,"LOVERA DI MARIA/ANNIBALE (VIA)",,"06/02/2017",
"Convivenza Civile","Disturbi da locali",1,"S. CHIARA/(VIA)",,"06/02/2017",
"Convivenza Civile","Disturbi da locali",2,"AGNELLI/GIOVANNI (CORSO)",,"06/02/2017",
"Convivenza Civile","Disturbi da locali",4,"CARRERA/VALENTINO (VIA)",,"10/02/2017",
"Convivenza Civile","Disturbi da locali",8,"NIZZA/(VIA)",,"11/02/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"14/02/2017",
"Convivenza Civile","Disturbi da locali",9,"DANEO/EDOARDO (VIA)",,"15/02/2017",
"Convivenza Civile","Disturbi da locali",6,"PAGANINI/NICOLO' (VIA)",,"20/02/2017","15.47"
"Convivenza Civile","Disturbi da locali",7,"S. GIULIA/(VIA)",,"21/02/2017",
"Convivenza Civile","Disturbi da locali",6,"DESANA/(VIA)",,"27/02/2017","11.00"
"Convivenza Civile","Disturbi da locali",3,"TRAPANI/(CORSO)",,"14/03/2017",
"Convivenza Civile","Disturbi da locali",6,"STRADELLA/(VIA)",,"20/03/2017",
"Convivenza Civile","Disturbi da locali",6,"STRADELLA/(VIA)",,"20/03/2017",
"Convivenza Civile","Disturbi da locali",1,"MAGENTA/(VIA)",,"20/03/2017","13.21"
"Convivenza Civile","Disturbi da locali",7,"ARTISTI/(VIA)",,"21/03/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"21/03/2017","14.56"
"Convivenza Civile","Disturbi da locali",8,"VIRGILIO/(VIALE)",,"23/03/2017",
"Convivenza Civile","Disturbi da locali",1,"DES AMBROIS/LUIGI (VIA)",,"27/03/2017",
"Convivenza Civile","Disturbi da locali",2,"BASSANO/(VIA)",,"27/03/2017",
"Convivenza Civile","Disturbi da locali",8,"BELFIORE/(VIA)",,"28/03/2017",
"Convivenza Civile","Disturbi da locali",1,"PRINCIPE ODDONE/(CORSO)",,"28/03/2017","07.32"
"Convivenza Civile","Disturbi da locali",1,"MARIA VITTORIA/(VIA)",,"31/03/2017","10.09"
"Convivenza Civile","Disturbi da locali",1,"PO/(VIA)",,"03/04/2017",
"Convivenza Civile","Disturbi da locali",2,"ORBASSANO/(CORSO)",,"03/04/2017",
"Convivenza Civile","Disturbi da locali",6,"MOTTALCIATA/(VIA)",,"03/04/2017",
"Convivenza Civile","Disturbi da locali",1,"BELLEZIA/GIAN FRANCESCO (VIA)",,"10/04/2017",
"Convivenza Civile","Disturbi da locali",1,"STATUTO/(PIAZZA)",,"10/04/2017",
"Convivenza Civile","Disturbi da locali",4,"DRONERO/(VIA)",,"11/04/2017",
"Convivenza Civile","Disturbi da locali",1,"GIOBERTI/VINCENZO (VIA)",,"19/04/2017",
"Convivenza Civile","Disturbi da locali",2,"TAZZOLI/ENRICO (CORSO)",,"19/04/2017","11.40"
"Convivenza Civile","Disturbi da locali",8,"MONCALIERI/(CORSO)",,"21/04/2017","10.37"
"Convivenza Civile","Disturbi da locali",7,"BUNIVA/MICHELE (VIA)",,"21/04/2017","11.10"
"Convivenza Civile","Disturbi da locali",6,"BARBANIA/(VIA)",,"24/04/2017","11.00"
"Convivenza Civile","Disturbi da locali",8,"BIDONE/GIORGIO (VIA)",,"26/04/2017",
"Convivenza Civile","Disturbi da locali",3,"CUMIANA/(VIA)",,"27/04/2017",
"Convivenza Civile","Disturbi da locali",7,"REGGIO/(VIA)",,"28/04/2017",
"Convivenza Civile","Disturbi da locali",1,"VITTORIO EMANUELE II/(CORSO)",,"02/05/2017",
"Convivenza Civile","Disturbi da locali",2,"BUENOS AIRES/(VIA)",,"02/05/2017","11.27"
"Convivenza Civile","Disturbi da locali",1,"S. FRANCESCO DA PAOLA/(VIA)",,"04/05/2017",
"Convivenza Civile","Disturbi da locali",1,"S. FRANCESCO DA PAOLA/(VIA)",,"04/05/2017",
"Convivenza Civile","Disturbi da locali",4,"APPIO CLAUDIO/(CORSO)",,"05/05/2017",
"Convivenza Civile","Disturbi da locali",3,"MONTE ALBERGIAN/(VIA)",,"05/05/2017","11.11"
"Convivenza Civile","Disturbi da locali",7,"S. GIULIA/(VIA)",,"09/05/2017",
"Convivenza Civile","Disturbi da locali",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)",,"17/05/2017",
"Convivenza Civile","Disturbi da locali",1,"CABOTO/SEBASTIANO (VIA)",,"18/05/2017",
"Convivenza Civile","Disturbi da locali",4,"SOBRERO/ASCANIO (VIA)",,"18/05/2017",
"Convivenza Civile","Disturbi da locali",1,"ORFANE/(VIA DELLE)",,"22/05/2017",
"Convivenza Civile","Disturbi da locali",5,"GROSSETO/(CORSO)",,"22/05/2017",
"Convivenza Civile","Disturbi da locali",7,"GIAVENO/(VIA)",,"22/05/2017","09.27"
"Convivenza Civile","Disturbi da locali",3,"FATTORI/GIOVANNI (VIA)",,"23/05/2017","12.10"
"Convivenza Civile","Disturbi da locali",1,"CABOTO/SEBASTIANO (VIA)",,"24/05/2017",
"Convivenza Civile","Disturbi da locali",1,"PO/(VIA)",,"29/05/2017",
"Convivenza Civile","Disturbi da locali",2,"BASILICATA/(PIAZZA)",,"29/05/2017",
"Convivenza Civile","Disturbi da locali",2,"ELBA/(VIA)",,"31/05/2017","11.59"
"Convivenza Civile","Disturbi da locali",5,"CARDINALE MASSAIA/GUGLIELMO (VIA)",,"31/05/2017","08.00"
"Convivenza Civile","Disturbi da locali",1,"DES AMBROIS/LUIGI (VIA)",,"01/06/2017",
"Convivenza Civile","Disturbi da locali",3,"MONGINEVRO/(VIA)",,"02/06/2017",
"Convivenza Civile","Disturbi da locali",5,"RIDOTTO/(VIA DEL)",,"02/06/2017",
"Convivenza Civile","Disturbi da locali",1,"BONELLI/FRANCO (VIA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"EMANUELE FILIBERTO/(PIAZZA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"S. DOMENICO/(VIA)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",7,"CASALE/(CORSO)",,"05/06/2017",
"Convivenza Civile","Disturbi da locali",1,"S. DALMAZZO/(VIA)",,"06/06/2017","09.21"
"Convivenza Civile","Disturbi da locali",5,"STRADELLA/(VIA)",,"08/06/2017",
"Convivenza Civile","Disturbi da locali",7,"NIETZSCHE/FEDERICO (VIA)",,"08/06/2017","07.36"
"Convivenza Civile","Disturbi da locali",1,"MAGENTA/(VIA)",,"08/06/2017","12.00"
"Convivenza Civile","Disturbi da locali",7,"GUASTALLA/(VIA)",,"11/06/2017",
"Convivenza Civile","Disturbi da locali",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)",,"12/06/2017",
"Convivenza Civile","Disturbi da locali",8,"MONCALIERI/(CORSO)",,"13/06/2017",
"Convivenza Civile","Disturbi da locali",7,"BALBO/CESARE (VIA)",,"14/06/2017",
"Convivenza Civile","Disturbi da locali",,,,"15/06/2017",
"Convivenza Civile","Disturbi da locali",1,"SOLFERINO/(PIAZZA)",,"16/06/2017","11.46"
"Convivenza Civile","Disturbi da locali",2,"AGNELLI/GIOVANNI (CORSO)",,"19/06/2017",
"Convivenza Civile","Disturbi da locali",6,"SOANA/(VIA)",,"19/06/2017",
"Convivenza Civile","Disturbi da locali",9,"UNIONE SOVIETICA/(CORSO)",,"20/06/2017",
"Convivenza Civile","Disturbi da locali",4,"CREVACUORE/(VIA)",,"21/06/2017","09.29"
"Convivenza Civile","Disturbi da locali",2,"S. MARINO/(VIA)",,"26/06/2017",
"Convivenza Civile","Disturbi da locali",6,"PAGANINI/NICOLO' (VIA)",,"27/06/2017",
"Convivenza Civile","Disturbi da locali",2,"ROSSELLI/CARLO E NELLO (CORSO)",,"30/06/2017",
"Convivenza Civile","Disturbi da locali",5,"LANZO/(VIA)",,"30/06/2017",
"Convivenza Civile","Rumori molesti",9,"NIZZA/(VIA)",,"05/01/2017","11.49"
"Convivenza Civile","Rumori molesti",2,"BASILICATA/(PIAZZA)",,"09/01/2017",
"Convivenza Civile","Rumori molesti",2,"CAPRERA/(VIA)",,"09/01/2017",
