Date;Hour;C1;C2
20-07-2016;06:30;0,01;20,5
20-07-2016;07:00;0,01;20,9
20-07-2016;07:30;0,00;21,9
20-07-2016;08:00;0,00;24,5
20-07-2016;08:30;-0,01;26,9
20-07-2016;09:00;-0,02;28,0
20-07-2016;09:30;-0,01;27,8
20-07-2016;10:00;-0,02;28,5
20-07-2016;10:30;-0,02;29,2
20-07-2016;11:00;-0,02;30,2
20-07-2016;11:30;-0,02;32,1
20-07-2016;12:00;-0,02;33,1
20-07-2016;12:30;-0,03;34,1
20-07-2016;13:00;-0,02;34,2
20-07-2016;13:30;-0,03;35,0
20-07-2016;14:00;-0,02;34,8
20-07-2016;14:30;-0,03;35,1
20-07-2016;15:00;-0,02;34,8
20-07-2016;15:30;-0,02;35,7
20-07-2016;16:00;-0,02;35,6
20-07-2016;16:30;-0,03;35,5
20-07-2016;17:00;-0,03;35,5
20-07-2016;17:30;-0,04;36,2
20-07-2016;18:00;-0,02;35,8
20-07-2016;18:30;-0,03;35,5
20-07-2016;19:00;-0,03;35,0
20-07-2016;19:30;-0,02;33,8
20-07-2016;20:00;-0,01;33,0
20-07-2016;20:30;-0,01;31,0
20-07-2016;21:00;0,00;29,9
20-07-2016;21:30;0,00;27,9
20-07-2016;22:00;0,01;27,0
20-07-2016;22:30;0,01;27,0
20-07-2016;23:00;0,00;26,7
20-07-2016;23:30;0,00;26,2
21-07-2016;00:00;;
21-07-2016;00:30;0,01;25,7
21-07-2016;01:00;0,01;24,9
21-07-2016;01:30;0,01;24,8
21-07-2016;02:00;0,00;24,5
21-07-2016;02:30;0,01;24,1
21-07-2016;03:00;0,01;24,6
21-07-2016;03:30;0,01;24,6
21-07-2016;04:00;0,01;24,4
21-07-2016;04:30;0,01;23,9
21-07-2016;05:00;0,01;23,9
21-07-2016;05:30;0,01;23,8
21-07-2016;06:00;0,01;23,7
21-07-2016;06:30;0,00;24,1
21-07-2016;07:00;0,00;23,6
21-07-2016;07:30;0,00;24,1
21-07-2016;08:00;0,00;25,1
21-07-2016;08:30;-0,01;25,8
21-07-2016;09:00;-0,01;26,3
21-07-2016;09:30;-0,01;26,3
21-07-2016;10:00;-0,01;28,4
21-07-2016;10:30;-0,01;27,6
21-07-2016;11:00;-0,01;29,9
21-07-2016;11:30;-0,02;31,7
21-07-2016;12:00;-0,03;32,8
21-07-2016;12:30;-0,02;33,4
21-07-2016;13:00;-0,01;32,2
21-07-2016;13:30;-0,03;33,4
21-07-2016;14:00;-0,02;32,6
21-07-2016;14:30;-0,02;32,4
21-07-2016;15:00;-0,01;31,3
21-07-2016;15:30;-0,01;30,0
21-07-2016;16:00;-0,01;30,3
21-07-2016;16:30;-0,01;29,7
21-07-2016;17:00;-0,01;30,2
21-07-2016;17:30;-0,01;31,0
21-07-2016;18:00;-0,02;32,5
21-07-2016;18:30;-0,03;32,6
21-07-2016;19:00;-0,01;31,1
21-07-2016;19:30;-0,01;30,2
21-07-2016;20:00;0,00;28,5
21-07-2016;20:30;0,00;27,8
21-07-2016;21:00;0,01;26,8
21-07-2016;21:30;0,00;26,8
21-07-2016;22:00;0,00;26,2
21-07-2016;22:30;0,00;26,7
21-07-2016;23:00;0,00;26,2
21-07-2016;23:30;0,00;25,5
22-07-2016;00:00;;
22-07-2016;00:30;0,00;23,7
22-07-2016;01:00;0,01;23,1
22-07-2016;01:30;0,01;23,1
22-07-2016;02:00;0,01;22,7
22-07-2016;02:30;0,01;22,1
22-07-2016;03:00;0,01;21,7
22-07-2016;03:30;0,01;21,8
22-07-2016;04:00;0,01;21,9
22-07-2016;04:30;0,01;21,9
22-07-2016;05:00;0,01;21,5
22-07-2016;05:30;0,01;21,4
22-07-2016;06:00;0,00;22,1
22-07-2016;06:30;0,00;22,1
22-07-2016;07:00;0,01;23,0
22-07-2016;07:30;0,00;23,0
22-07-2016;08:00;0,00;19,2
22-07-2016;08:30;-0,02;18,9
22-07-2016;09:00;0,00;18,5
22-07-2016;09:30;0,01;19,1
22-07-2016;10:00;0,01;20,9
22-07-2016;10:30;0,00;23,2
22-07-2016;11:00;0,00;23,4
22-07-2016;11:30;0,00;24,4
22-07-2016;12:00;0,00;24,2
22-07-2016;12:30;-0,01;27,1
22-07-2016;13:00;0,00;23,3
22-07-2016;13:30;0,02;22,0
22-07-2016;14:00;0,01;22,1
22-07-2016;14:30;0,01;24,1
22-07-2016;15:00;-0,01;26,4
22-07-2016;15:30;0,00;25,5
22-07-2016;16:00;0,00;25,6
22-07-2016;16:30;0,00;26,2
22-07-2016;17:00;0,00;26,5
22-07-2016;17:30;0,00;26,8
22-07-2016;18:00;0,00;26,2
22-07-2016;18:30;0,00;25,6
22-07-2016;19:00;0,00;25,8
22-07-2016;19:30;0,01;24,9
22-07-2016;20:00;0,01;24,4
22-07-2016;20:30;0,01;23,8
22-07-2016;21:00;0,01;22,8
22-07-2016;21:30;0,01;22,4
22-07-2016;22:00;0,01;21,9
22-07-2016;22:30;0,02;21,4
22-07-2016;23:00;0,01;21,2
22-07-2016;23:30;0,02;21,4
23-07-2016;00:00;;
23-07-2016;00:30;0,02;21,2
23-07-2016;01:00;0,02;21,3
23-07-2016;01:30;0,02;20,9
23-07-2016;02:00;0,02;20,8
23-07-2016;02:30;0,01;21,0
23-07-2016;03:00;0,02;20,7
23-07-2016;03:30;0,02;20,8
23-07-2016;04:00;0,02;20,7
23-07-2016;04:30;0,01;20,8
23-07-2016;05:00;0,01;20,6
23-07-2016;05:30;0,02;20,5
23-07-2016;06:00;0,01;20,5
23-07-2016;06:30;0,02;20,7
23-07-2016;07:00;0,02;21,0
23-07-2016;07:30;0,02;21,4
23-07-2016;08:00;0,01;21,9
23-07-2016;08:30;0,01;21,7
23-07-2016;09:00;0,01;21,7
23-07-2016;09:30;0,01;22,4
23-07-2016;10:00;0,01;23,1
23-07-2016;10:30;0,00;24,2
23-07-2016;11:00;0,00;24,3
23-07-2016;11:30;-0,01;25,7
23-07-2016;12:00;0,00;25,3
23-07-2016;12:30;-0,01;27,8
23-07-2016;13:00;0,00;27,4
23-07-2016;13:30;-0,01;27,4
23-07-2016;14:00;-0,01;28,6
23-07-2016;14:30;0,00;26,7
23-07-2016;15:00;0,01;23,5
23-07-2016;15:30;0,01;21,0
23-07-2016;16:00;0,02;21,7
23-07-2016;16:30;0,01;22,6
23-07-2016;17:00;0,01;21,2
23-07-2016;17:30;-0,01;24,8
23-07-2016;18:00;0,01;23,6
23-07-2016;18:30;0,01;22,5
23-07-2016;19:00;0,01;22,0
23-07-2016;19:30;0,01;21,6
23-07-2016;20:00;0,01;21,0
23-07-2016;20:30;0,01;20,9
23-07-2016;21:00;0,01;21,2
23-07-2016;21:30;0,01;20,9
23-07-2016;22:00;0,01;21,1
23-07-2016;22:30;0,01;21,5
23-07-2016;23:00;0,01;21,4
23-07-2016;23:30;0,01;20,8
24-07-2016;00:00;;
24-07-2016;00:30;0,01;20,3
24-07-2016;01:00;0,01;19,8
24-07-2016;01:30;0,01;19,7
24-07-2016;02:00;0,02;19,7
24-07-2016;02:30;0,02;19,6
24-07-2016;03:00;0,01;19,4
24-07-2016;03:30;0,01;18,6
24-07-2016;04:00;0,02;18,4
24-07-2016;04:30;0,02;18,1
24-07-2016;05:00;0,02;18,1
24-07-2016;05:30;0,02;17,6
24-07-2016;06:00;0,01;17,4
24-07-2016;06:30;0,02;17,2
24-07-2016;07:00;0,01;17,9
24-07-2016;07:30;0,01;18,4
24-07-2016;08:00;0,01;19,6
24-07-2016;08:30;0,01;19,9
24-07-2016;09:00;0,00;21,8
24-07-2016;09:30;0,01;22,0
24-07-2016;10:00;-0,01;24,5
24-07-2016;10:30;-0,01;25,5
24-07-2016;11:00;-0,01;26,4
24-07-2016;11:30;-0,01;26,9
24-07-2016;12:00;-0,01;28,0
24-07-2016;12:30;-0,01;28,6
24-07-2016;13:00;-0,01;29,1
24-07-2016;13:30;-0,01;29,7
24-07-2016;14:00;-0,01;29,7
24-07-2016;14:30;-0,03;31,6
24-07-2016;15:00;-0,03;32,1
24-07-2016;15:30;-0,03;32,6
24-07-2016;16:00;-0,02;31,6
24-07-2016;16:30;-0,01;32,0
24-07-2016;17:00;-0,01;31,0
24-07-2016;17:30;0,00;31,1
24-07-2016;18:00;-0,01;31,3
24-07-2016;18:30;-0,02;32,0
24-07-2016;19:00;-0,01;29,4
24-07-2016;19:30;-0,01;29,8
24-07-2016;20:00;0,00;28,7
24-07-2016;20:30;0,00;27,9
24-07-2016;21:00;0,01;27,0
24-07-2016;21:30;0,01;26,1
24-07-2016;22:00;0,01;25,7
24-07-2016;22:30;0,00;24,6
24-07-2016;23:00;0,01;23,0
24-07-2016;23:30;0,02;22,0
25-07-2016;00:00;;
25-07-2016;00:30;0,02;20,8
25-07-2016;01:00;0,02;20,5
25-07-2016;01:30;0,02;20,1
25-07-2016;02:00;0,02;19,8
25-07-2016;02:30;0,02;19,4
25-07-2016;03:00;0,02;19,3
25-07-2016;03:30;0,02;19,0
25-07-2016;04:00;0,02;18,8
25-07-2016;04:30;0,01;19,1
25-07-2016;05:00;0,01;18,8
25-07-2016;05:30;0,01;18,5
25-07-2016;06:00;0,02;18,2
25-07-2016;06:30;0,02;18,1
25-07-2016;07:00;0,02;19,2
25-07-2016;07:30;0,02;20,1
25-07-2016;08:00;0,00;22,2
25-07-2016;08:30;-0,01;24,7
25-07-2016;09:00;-0,01;26,2
25-07-2016;09:30;-0,01;27,4
25-07-2016;10:00;-0,01;28,0
25-07-2016;10:30;-0,01;28,7
25-07-2016;11:00;-0,01;29,1
25-07-2016;11:30;-0,02;30,1
25-07-2016;12:00;-0,02;30,5
25-07-2016;12:30;-0,02;31,6
25-07-2016;13:00;-0,02;32,8
25-07-2016;13:30;-0,02;32,8
25-07-2016;14:00;-0,02;33,7
25-07-2016;14:30;-0,03;34,6
25-07-2016;15:00;-0,02;34,2
25-07-2016;15:30;-0,01;34,4
25-07-2016;16:00;0,01;34,9
25-07-2016;16:30;0,01;34,5
25-07-2016;17:00;0,01;34,1
25-07-2016;17:30;0,00;34,6
25-07-2016;18:00;-0,02;33,9
25-07-2016;18:30;0,01;33,5
25-07-2016;19:00;-0,01;32,5
25-07-2016;19:30;-0,01;31,3
25-07-2016;20:00;0,00;30,3
25-07-2016;20:30;0,00;28,7
25-07-2016;21:00;0,00;26,6
25-07-2016;21:30;0,01;25,8
25-07-2016;22:00;0,01;25,3
25-07-2016;22:30;0,01;24,5
25-07-2016;23:00;0,02;23,5
25-07-2016;23:30;0,01;22,9
26-07-2016;00:00;;
26-07-2016;00:30;0,02;22,0
26-07-2016;01:00;0,02;21,9
26-07-2016;01:30;0,02;21,4
26-07-2016;02:00;0,02;21,6
26-07-2016;02:30;0,02;21,4
26-07-2016;03:00;0,02;21,6
26-07-2016;03:30;0,01;22,6
26-07-2016;04:00;0,01;22,6
26-07-2016;04:30;0,01;22,6
26-07-2016;05:00;0,01;22,5
26-07-2016;05:30;0,02;21,7
26-07-2016;06:00;0,02;21,0
26-07-2016;06:30;0,02;20,6
26-07-2016;07:00;0,02;22,5
26-07-2016;07:30;0,01;23,3
26-07-2016;08:00;0,01;24,6
26-07-2016;08:30;0,00;25,5
26-07-2016;09:00;0,00;25,9
26-07-2016;09:30;-0,01;27,0
26-07-2016;10:00;0,00;27,6
26-07-2016;10:30;0,00;28,3
26-07-2016;11:00;-0,01;29,4
26-07-2016;11:30;-0,01;29,6
26-07-2016;12:00;-0,01;31,2
26-07-2016;12:30;-0,01;31,3
26-07-2016;13:00;-0,01;32,4
26-07-2016;13:30;-0,02;32,3
26-07-2016;14:00;-0,02;33,1
26-07-2016;14:30;-0,02;33,5
26-07-2016;15:00;-0,01;33,2
26-07-2016;15:30;-0,02;34,6
26-07-2016;16:00;0,00;31,2
26-07-2016;16:30;-0,04;27,9
26-07-2016;17:00;-0,01;24,9
26-07-2016;17:30;0,01;26,0
26-07-2016;18:00;-0,01;29,0
26-07-2016;18:30;0,00;26,9
26-07-2016;19:00;0,00;26,3
26-07-2016;19:30;0,00;25,5
26-07-2016;20:00;0,00;26,0
26-07-2016;20:30;0,01;26,1
26-07-2016;21:00;0,01;25,1
26-07-2016;21:30;0,00;25,1
26-07-2016;22:00;0,00;24,1
26-07-2016;22:30;0,00;23,1
26-07-2016;23:00;0,01;23,1
26-07-2016;23:30;0,01;23,2
27-07-2016;00:00;;
27-07-2016;00:30;0,00;22,3
27-07-2016;01:00;0,01;22,4
27-07-2016;01:30;0,01;23,5
27-07-2016;02:00;0,00;23,4
27-07-2016;02:30;0,00;23,2
27-07-2016;03:00;0,01;22,8
27-07-2016;03:30;0,01;21,3
27-07-2016;04:00;0,01;21,0
27-07-2016;04:30;0,01;20,7
27-07-2016;05:00;0,01;21,0
27-07-2016;05:30;0,01;20,7
27-07-2016;06:00;0,01;20,3
27-07-2016;06:30;0,01;20,3
27-07-2016;07:00;0,02;20,7
27-07-2016;07:30;0,01;21,8
27-07-2016;08:00;0,01;23,7
27-07-2016;08:30;0,00;26,2
27-07-2016;09:00;-0,01;27,1
27-07-2016;09:30;-0,01;26,6
27-07-2016;10:00;0,00;27,4
27-07-2016;10:30;-0,01;28,4
27-07-2016;11:00;-0,01;29,0
27-07-2016;11:30;-0,02;29,2
27-07-2016;12:00;-0,01;29,8
27-07-2016;12:30;-0,01;30,7
27-07-2016;13:00;-0,02;31,5
27-07-2016;13:30;-0,01;31,4
27-07-2016;14:00;-0,02;30,9
27-07-2016;14:30;-0,02;31,9
27-07-2016;15:00;-0,02;31,8
27-07-2016;15:30;-0,02;31,3
27-07-2016;16:00;-0,02;31,5
27-07-2016;16:30;-0,02;32,5
27-07-2016;17:00;-0,01;33,2
27-07-2016;17:30;-0,01;30,2
27-07-2016;18:00;0,00;28,5
27-07-2016;18:30;0,01;28,1
27-07-2016;19:00;0,00;26,7
27-07-2016;19:30;0,01;24,8
27-07-2016;20:00;0,00;24,8
27-07-2016;20:30;0,00;23,2
27-07-2016;21:00;-0,01;19,4
27-07-2016;21:30;-0,02;19,0
27-07-2016;22:00;0,00;18,5
27-07-2016;22:30;0,00;19,1
27-07-2016;23:00;0,00;19,1
27-07-2016;23:30;0,00;19,0
28-07-2016;00:00;;
28-07-2016;00:30;0,01;18,4
28-07-2016;01:00;0,00;18,4
28-07-2016;01:30;0,01;18,4
28-07-2016;02:00;0,01;18,4
28-07-2016;02:30;0,00;18,5
28-07-2016;03:00;0,00;18,1
28-07-2016;03:30;0,01;17,8
28-07-2016;04:00;0,00;18,0
28-07-2016;04:30;0,00;17,8
28-07-2016;05:00;0,01;17,7
28-07-2016;05:30;0,01;17,5
28-07-2016;06:00;0,01;17,5
28-07-2016;06:30;0,01;17,3
28-07-2016;07:00;0,01;17,7
28-07-2016;07:30;0,01;18,2
28-07-2016;08:00;0,01;19,1
28-07-2016;08:30;0,01;20,8
28-07-2016;09:00;0,00;23,1
28-07-2016;09:30;0,00;23,4
28-07-2016;10:00;-0,01;25,1
28-07-2016;10:30;0,00;25,7
28-07-2016;11:00;0,00;26,2
28-07-2016;11:30;-0,01;27,1
28-07-2016;12:00;-0,01;28,4
28-07-2016;12:30;-0,01;28,8
28-07-2016;13:00;-0,02;29,5
28-07-2016;13:30;-0,02;29,5
28-07-2016;14:00;-0,01;29,6
28-07-2016;14:30;-0,01;30,3
28-07-2016;15:00;-0,02;31,2
28-07-2016;15:30;-0,01;31,6
28-07-2016;16:00;-0,02;31,4
28-07-2016;16:30;-0,02;32,0
28-07-2016;17:00;-0,02;31,9
28-07-2016;17:30;-0,01;31,9
28-07-2016;18:00;-0,02;31,8
28-07-2016;18:30;-0,02;31,0
28-07-2016;19:00;-0,01;31,1
28-07-2016;19:30;-0,01;30,5
28-07-2016;20:00;0,00;28,4
28-07-2016;20:30;0,00;27,1
28-07-2016;21:00;0,01;25,8
28-07-2016;21:30;0,01;24,4
28-07-2016;22:00;0,01;23,5
28-07-2016;22:30;0,01;23,0
28-07-2016;23:00;0,01;22,9
28-07-2016;23:30;0,01;22,4
29-07-2016;00:00;;
29-07-2016;00:30;0,01;22,5
29-07-2016;01:00;0,01;22,5
29-07-2016;01:30;0,01;22,2
29-07-2016;02:00;0,01;21,4
29-07-2016;02:30;0,01;21,2
29-07-2016;03:00;0,01;20,7
29-07-2016;03:30;0,01;20,8
29-07-2016;04:00;0,01;21,3
29-07-2016;04:30;0,01;20,8
29-07-2016;05:00;0,01;20,3
29-07-2016;05:30;0,01;19,8
29-07-2016;06:00;0,01;19,8
29-07-2016;06:30;0,01;19,8
29-07-2016;07:00;0,01;20,2
29-07-2016;07:30;0,01;21,1
29-07-2016;08:00;0,00;22,3
29-07-2016;08:30;0,00;22,9
29-07-2016;09:00;0,00;25,2
29-07-2016;09:30;-0,01;26,3
29-07-2016;10:00;-0,01;26,5
29-07-2016;10:30;-0,01;26,7
29-07-2016;11:00;-0,01;27,3
29-07-2016;11:30;-0,01;27,9
29-07-2016;12:00;-0,01;28,6
29-07-2016;12:30;0,00;29,8
29-07-2016;13:00;-0,02;30,9
29-07-2016;13:30;-0,02;31,4
29-07-2016;14:00;-0,02;31,0
29-07-2016;14:30;-0,02;30,9
29-07-2016;15:00;-0,01;29,4
29-07-2016;15:30;-0,01;30,3
29-07-2016;16:00;-0,01;30,2
29-07-2016;16:30;-0,03;32,1
29-07-2016;17:00;-0,01;30,6
29-07-2016;17:30;-0,01;31,3
29-07-2016;18:00;-0,02;32,1
29-07-2016;18:30;-0,02;32,3
29-07-2016;19:00;-0,02;31,5
29-07-2016;19:30;-0,01;29,5
29-07-2016;20:00;-0,01;28,4
29-07-2016;20:30;0,00;27,3
29-07-2016;21:00;0,00;26,1
29-07-2016;21:30;0,01;25,7
29-07-2016;22:00;0,00;25,2
29-07-2016;22:30;0,00;24,4
29-07-2016;23:00;0,01;23,8
29-07-2016;23:30;0,00;23,4
30-07-2016;00:00;;
30-07-2016;00:30;0,01;22,9
30-07-2016;01:00;0,01;22,6
30-07-2016;01:30;0,01;22,2
30-07-2016;02:00;0,01;22,0
30-07-2016;02:30;0,01;22,0
30-07-2016;03:00;0,01;21,8
30-07-2016;03:30;0,01;21,5
30-07-2016;04:00;0,01;21,2
30-07-2016;04:30;0,01;21,2
30-07-2016;05:00;0,01;21,0
30-07-2016;05:30;0,01;21,2
30-07-2016;06:00;0,00;21,3
30-07-2016;06:30;0,00;21,1
30-07-2016;07:00;0,00;21,5
30-07-2016;07:30;0,00;22,5
30-07-2016;08:00;0,00;24,0
30-07-2016;08:30;-0,01;24,4
30-07-2016;09:00;0,00;26,1
30-07-2016;09:30;-0,01;27,3
30-07-2016;10:00;-0,01;27,7
30-07-2016;10:30;-0,01;27,8
30-07-2016;11:00;-0,02;29,1
30-07-2016;11:30;-0,02;29,9
30-07-2016;12:00;-0,01;30,8
30-07-2016;12:30;-0,02;31,8
30-07-2016;13:00;-0,01;31,8
30-07-2016;13:30;-0,01;31,6
30-07-2016;14:00;-0,01;30,1
30-07-2016;14:30;-0,01;30,5
30-07-2016;15:00;-0,02;32,8
30-07-2016;15:30;-0,02;31,1
30-07-2016;16:00;-0,01;29,9
30-07-2016;16:30;-0,01;30,8
30-07-2016;17:00;-0,02;31,3
30-07-2016;17:30;-0,01;30,4
30-07-2016;18:00;-0,01;30,7
30-07-2016;18:30;-0,02;31,1
30-07-2016;19:00;-0,02;30,8
30-07-2016;19:30;-0,01;30,0
30-07-2016;20:00;-0,01;28,8
30-07-2016;20:30;-0,01;27,4
30-07-2016;21:00;0,00;26,3
30-07-2016;21:30;0,00;25,5
30-07-2016;22:00;0,00;24,7
30-07-2016;22:30;0,00;24,4
30-07-2016;23:00;0,01;23,9
30-07-2016;23:30;0,00;23,6
31-07-2016;00:00;;
31-07-2016;00:30;0,00;23,7
31-07-2016;01:00;0,00;24,1
31-07-2016;01:30;0,01;23,5
31-07-2016;02:00;0,01;23,6
31-07-2016;02:30;0,01;23,7
31-07-2016;03:00;0,01;23,6
31-07-2016;03:30;0,01;23,7
31-07-2016;04:00;0,00;23,5
31-07-2016;04:30;0,01;22,6
31-07-2016;05:00;0,00;22,2
31-07-2016;05:30;0,01;21,8
31-07-2016;06:00;0,01;21,1
31-07-2016;06:30;0,01;20,9
31-07-2016;07:00;0,01;21,6
31-07-2016;07:30;0,00;22,0
31-07-2016;08:00;0,00;22,5
31-07-2016;08:30;0,00;22,7
31-07-2016;09:00;0,00;22,7
31-07-2016;09:30;0,00;24,2
31-07-2016;10:00;0,00;24,9
31-07-2016;10:30;-0,01;25,3
31-07-2016;11:00;-0,01;26,0
31-07-2016;11:30;-0,02;26,5
31-07-2016;12:00;-0,01;27,6
31-07-2016;12:30;-0,01;28,6
31-07-2016;13:00;-0,02;28,8
31-07-2016;13:30;-0,02;29,8
31-07-2016;14:00;-0,02;30,1
31-07-2016;14:30;-0,02;31,0
31-07-2016;15:00;-0,01;29,4
31-07-2016;15:30;-0,01;31,9
31-07-2016;16:00;-0,01;28,9
31-07-2016;16:30;-0,01;28,1
31-07-2016;17:00;-0,01;28,5
31-07-2016;17:30;0,00;29,2
31-07-2016;18:00;0,00;27,5
31-07-2016;18:30;0,00;26,6
31-07-2016;19:00;0,01;25,4
31-07-2016;19:30;0,01;22,4
31-07-2016;20:00;0,01;20,4
31-07-2016;20:30;0,01;20,1
31-07-2016;21:00;0,01;20,2
31-07-2016;21:30;0,01;20,6
31-07-2016;22:00;0,00;20,4
31-07-2016;22:30;0,00;20,3
31-07-2016;23:00;0,00;20,2
31-07-2016;23:30;0,01;19,9
01-08-2016;00:00;;
01-08-2016;00:30;0,01;19,5
01-08-2016;01:00;0,01;18,9
01-08-2016;01:30;0,01;18,9
01-08-2016;02:00;0,01;19,3
01-08-2016;02:30;0,01;19,7
01-08-2016;03:00;0,01;19,7
01-08-2016;03:30;0,01;19,8
01-08-2016;04:00;0,00;19,7
01-08-2016;04:30;0,00;19,4
01-08-2016;05:00;0,01;19,4
01-08-2016;05:30;0,01;19,3
01-08-2016;06:00;0,01;19,5
01-08-2016;06:30;0,00;19,4
01-08-2016;07:00;0,01;18,9
01-08-2016;07:30;0,02;19,6
01-08-2016;08:00;0,01;20,4
01-08-2016;08:30;0,00;21,6
01-08-2016;09:00;0,00;23,8
01-08-2016;09:30;-0,02;25,3
01-08-2016;10:00;0,00;26,2
01-08-2016;10:30;-0,02;27,0
01-08-2016;11:00;-0,02;27,5
01-08-2016;11:30;-0,02;28,8
01-08-2016;12:00;-0,02;29,3
01-08-2016;12:30;-0,02;29,1
01-08-2016;13:00;-0,03;29,8
01-08-2016;13:30;-0,03;31,4
01-08-2016;14:00;-0,02;28,7
01-08-2016;14:30;-0,02;27,4
01-08-2016;15:00;-0,01;28,7
01-08-2016;15:30;-0,04;31,6
01-08-2016;16:00;-0,03;32,1
01-08-2016;16:30;-0,01;28,8
01-08-2016;17:00;-0,01;31,5
01-08-2016;17:30;-0,02;30,6
01-08-2016;18:00;-0,02;30,8
01-08-2016;18:30;-0,02;30,8
01-08-2016;19:00;-0,02;29,8
01-08-2016;19:30;-0,01;28,3
01-08-2016;20:00;-0,01;27,3
01-08-2016;20:30;-0,01;25,6
01-08-2016;21:00;0,01;24,8
01-08-2016;21:30;0,01;23,8
01-08-2016;22:00;0,01;22,8
01-08-2016;22:30;0,01;23,0
01-08-2016;23:00;0,00;23,9
01-08-2016;23:30;0,01;23,4
02-08-2016;00:00;;
02-08-2016;00:30;0,01;22,4
02-08-2016;01:00;0,01;22,3
02-08-2016;01:30;0,01;22,0
02-08-2016;02:00;0,00;22,0
02-08-2016;02:30;0,00;22,1
02-08-2016;03:00;0,00;22,0
02-08-2016;03:30;0,00;21,5
02-08-2016;04:00;0,01;21,2
02-08-2016;04:30;0,00;21,1
02-08-2016;05:00;0,00;21,4
02-08-2016;05:30;0,00;21,4
02-08-2016;06:00;0,00;21,2
02-08-2016;06:30;0,01;21,2
02-08-2016;07:00;0,00;21,4
02-08-2016;07:30;0,00;21,9
02-08-2016;08:00;0,00;22,0
02-08-2016;08:30;-0,01;22,5
02-08-2016;09:00;-0,01;23,3
02-08-2016;09:30;-0,02;24,4
02-08-2016;10:00;-0,01;23,7
02-08-2016;10:30;-0,01;24,5
02-08-2016;11:00;-0,01;25,6
02-08-2016;11:30;-0,01;26,6
02-08-2016;12:00;-0,01;27,2
02-08-2016;12:30;-0,01;27,9
02-08-2016;13:00;-0,02;28,5
02-08-2016;13:30;-0,01;28,7
02-08-2016;14:00;-0,02;29,1
02-08-2016;14:30;-0,01;29,5
02-08-2016;15:00;-0,02;29,4
02-08-2016;15:30;-0,02;29,3
02-08-2016;16:00;-0,03;30,1
02-08-2016;16:30;-0,01;28,5
02-08-2016;17:00;-0,01;28,1
02-08-2016;17:30;-0,01;27,5
02-08-2016;18:00;-0,01;27,4
02-08-2016;18:30;-0,01;27,3
02-08-2016;19:00;0,00;27,0
02-08-2016;19:30;0,00;26,5
02-08-2016;20:00;0,00;25,9
02-08-2016;20:30;0,01;25,2
02-08-2016;21:00;-0,01;24,5
02-08-2016;21:30;-0,01;23,6
02-08-2016;22:00;-0,01;23,2
02-08-2016;22:30;0,00;22,6
02-08-2016;23:00;0,00;22,2
02-08-2016;23:30;0,00;21,8
03-08-2016;00:00;;
03-08-2016;00:30;0,01;21,2
03-08-2016;01:00;0,01;21,0
03-08-2016;01:30;0,00;20,9
03-08-2016;02:00;0,00;20,4
03-08-2016;02:30;0,00;20,2
03-08-2016;03:00;0,00;20,1
03-08-2016;03:30;0,00;19,9
03-08-2016;04:00;0,00;19,9
03-08-2016;04:30;0,01;19,9
03-08-2016;05:00;0,01;19,7
03-08-2016;05:30;0,01;19,3
03-08-2016;06:00;0,01;19,4
03-08-2016;06:30;0,00;19,4
03-08-2016;07:00;0,04;19,9
03-08-2016;07:30;-0,01;20,5
03-08-2016;08:00;0,00;22,5
03-08-2016;08:30;-0,03;24,0
03-08-2016;09:00;-0,05;23,6
03-08-2016;09:30;-0,02;24,8
03-08-2016;10:00;-0,01;26,0
03-08-2016;10:30;-0,01;26,9
03-08-2016;11:00;-0,02;27,7
03-08-2016;11:30;-0,01;28,5
03-08-2016;12:00;-0,02;29,0
03-08-2016;12:30;0,00;29,7
03-08-2016;13:00;-0,02;31,1
03-08-2016;13:30;-0,02;30,8
03-08-2016;14:00;-0,03;30,8
03-08-2016;14:30;0,00;29,4
03-08-2016;15:00;-0,01;32,0
03-08-2016;15:30;-0,03;30,7
03-08-2016;16:00;-0,03;31,6
03-08-2016;16:30;0,00;30,9
03-08-2016;17:00;-0,02;32,9
03-08-2016;17:30;0,02;30,9
03-08-2016;18:00;0,01;30,1
03-08-2016;18:30;0,01;29,2
03-08-2016;19:00;0,00;31,2
03-08-2016;19:30;0,00;30,1
03-08-2016;20:00;0,00;28,5
03-08-2016;20:30;0,01;27,3
03-08-2016;21:00;0,01;26,8
03-08-2016;21:30;0,00;26,3
03-08-2016;22:00;0,01;25,2
03-08-2016;22:30;0,01;24,8
03-08-2016;23:00;0,01;24,2
03-08-2016;23:30;0,02;24,1
04-08-2016;00:00;;
04-08-2016;00:30;0,01;24,2
04-08-2016;01:00;0,01;23,7
04-08-2016;01:30;0,01;23,3
04-08-2016;02:00;0,01;23,0
04-08-2016;02:30;0,01;22,9
04-08-2016;03:00;0,01;22,4
04-08-2016;03:30;0,01;22,4
04-08-2016;04:00;0,00;22,7
04-08-2016;04:30;0,01;21,9
04-08-2016;05:00;0,01;21,7
04-08-2016;05:30;0,01;22,4
04-08-2016;06:00;0,01;22,2
04-08-2016;06:30;0,01;21,9
04-08-2016;07:00;0,00;22,0
04-08-2016;07:30;0,00;22,2
04-08-2016;08:00;0,00;23,9
04-08-2016;08:30;-0,01;24,8
04-08-2016;09:00;0,00;24,9
