id,origin_latitude,origin_longitude,destination_latitude,destination_longitude,demand_weight,Origin,Destination
327,38.83091,-9.16845,41.13363,-8.61742,1e-06,LOURES,VILA NOVA DE GAIA
328,38.83091,-9.16845,41.2077,-8.6674,0.0,LOURES,MATOSINHOS
329,38.83091,-9.16845,41.2333,-8.6167,0.0,LOURES,MAIA
330,38.83091,-9.16845,41.15,-8.5333,0.0,LOURES,GONDOMAR
331,38.83091,-9.16845,41.13363,-8.61742,0.0,LOURES,VILA NOVA DE GAIA
332,38.83091,-9.16845,41.2333,-8.6167,0.0,LOURES,MAIA
333,38.83091,-9.16845,41.1495,-8.6108,0.0,LOURES,PORTO
334,38.83091,-9.16845,41.2333,-8.6167,0.0,LOURES,MAIA
335,38.83091,-9.16845,41.2333,-8.6167,0.0,LOURES,MAIA
336,38.93793,-9.32756,38.7452,-9.1604,0.165056,MAFRA,LISBOA
337,38.93793,-9.32756,38.7452,-9.1604,0.089209,MAFRA,LISBOA
338,38.93793,-9.32756,38.7452,-9.1604,0.078502,MAFRA,LISBOA
339,38.93793,-9.32756,38.7452,-9.1604,0.066473,MAFRA,LISBOA
340,38.93793,-9.32756,38.7452,-9.1604,0.064407,MAFRA,LISBOA
341,38.93793,-9.32756,38.7452,-9.1604,0.061527,MAFRA,LISBOA
342,38.93793,-9.32756,38.7452,-9.1604,0.051181,MAFRA,LISBOA
343,38.93793,-9.32756,38.7452,-9.1604,0.050233,MAFRA,LISBOA
344,38.93793,-9.32756,38.7452,-9.1604,0.046586,MAFRA,LISBOA
345,38.93793,-9.32756,38.7452,-9.1604,0.041734,MAFRA,LISBOA
346,38.93793,-9.32756,38.7452,-9.1604,0.035672,MAFRA,LISBOA
347,38.93793,-9.32756,38.7452,-9.1604,0.033026,MAFRA,LISBOA
348,38.93793,-9.32756,38.7452,-9.1604,0.032456,MAFRA,LISBOA
349,38.93793,-9.32756,38.7452,-9.1604,0.030402999999999996,MAFRA,LISBOA
350,38.93793,-9.32756,38.7452,-9.1604,0.02828,MAFRA,LISBOA
351,38.93793,-9.32756,38.7452,-9.1604,0.024569999999999998,MAFRA,LISBOA
352,38.93793,-9.32756,38.7452,-9.1604,0.020064,MAFRA,LISBOA
353,38.93793,-9.32756,38.7452,-9.1604,0.020031999999999998,MAFRA,LISBOA
354,38.93793,-9.32756,38.7452,-9.1604,0.015463,MAFRA,LISBOA
355,38.93793,-9.32756,38.7452,-9.1604,0.013647,MAFRA,LISBOA
356,38.93793,-9.32756,38.7452,-9.1604,0.008925,MAFRA,LISBOA
357,38.93793,-9.32756,38.7452,-9.1604,0.0045969999999999995,MAFRA,LISBOA
358,38.93793,-9.32756,38.7452,-9.1604,0.004268,MAFRA,LISBOA
359,38.93793,-9.32756,38.75,-9.2333,0.003307,MAFRA,AMADORA
360,38.93793,-9.32756,38.75,-9.2333,0.003077,MAFRA,AMADORA
361,38.93793,-9.32756,38.71371,-9.26832,0.002091,MAFRA,OEIRAS
362,38.93793,-9.32756,38.71371,-9.26832,0.001338,MAFRA,OEIRAS
363,38.93793,-9.32756,38.83091,-9.16845,0.0007440000000000001,MAFRA,LOURES
364,38.93793,-9.32756,38.75,-9.2333,0.000484,MAFRA,AMADORA
365,38.93793,-9.32756,38.79269,-9.1838,0.00047599999999999997,MAFRA,ODIVELAS
366,38.93793,-9.32756,38.83091,-9.16845,0.00036,MAFRA,LOURES
367,38.93793,-9.32756,38.6803,-9.1583,0.000285,MAFRA,ALMADA
368,38.93793,-9.32756,38.75,-9.2333,0.00024700000000000004,MAFRA,AMADORA
369,38.93793,-9.32756,38.75,-9.2333,0.000205,MAFRA,AMADORA
370,38.93793,-9.32756,38.7452,-9.1604,0.000194,MAFRA,LISBOA
371,38.93793,-9.32756,38.79269,-9.1838,0.00011200000000000001,MAFRA,ODIVELAS
372,38.93793,-9.32756,41.13363,-8.61742,7.8e-05,MAFRA,VILA NOVA DE GAIA
373,38.93793,-9.32756,41.2077,-8.6674,7.7e-05,MAFRA,MATOSINHOS
374,38.93793,-9.32756,38.6803,-9.1583,6.9e-05,MAFRA,ALMADA
375,38.93793,-9.32756,38.6803,-9.1583,6.9e-05,MAFRA,ALMADA
376,38.93793,-9.32756,41.1495,-8.6108,6.7e-05,MAFRA,PORTO
377,38.93793,-9.32756,41.1495,-8.6108,5.9e-05,MAFRA,PORTO
378,38.93793,-9.32756,38.79269,-9.1838,4.7e-05,MAFRA,ODIVELAS
379,38.93793,-9.32756,38.79269,-9.1838,4.1e-05,MAFRA,ODIVELAS
380,38.93793,-9.32756,38.83091,-9.16845,3.5e-05,MAFRA,LOURES
381,38.93793,-9.32756,38.83091,-9.16845,3.5e-05,MAFRA,LOURES
382,38.93793,-9.32756,38.6803,-9.1583,2.5e-05,MAFRA,ALMADA
383,38.93793,-9.32756,41.1495,-8.6108,2.1e-05,MAFRA,PORTO
384,38.93793,-9.32756,41.2077,-8.6674,2e-05,MAFRA,MATOSINHOS
385,38.93793,-9.32756,38.80097,-9.37826,1.9e-05,MAFRA,SINTRA
386,38.93793,-9.32756,38.75,-9.2333,1.9e-05,MAFRA,AMADORA
387,38.93793,-9.32756,41.1495,-8.6108,1.4000000000000001e-05,MAFRA,PORTO
388,38.93793,-9.32756,41.2077,-8.6674,1.3000000000000001e-05,MAFRA,MATOSINHOS
389,38.93793,-9.32756,38.61667,-9.11667,1e-05,MAFRA,SEIXAL
390,38.93793,-9.32756,38.83091,-9.16845,1e-05,MAFRA,LOURES
391,38.93793,-9.32756,41.1495,-8.6108,8e-06,MAFRA,PORTO
392,38.93793,-9.32756,38.71371,-9.26832,7e-06,MAFRA,OEIRAS
393,38.93793,-9.32756,41.13363,-8.61742,6e-06,MAFRA,VILA NOVA DE GAIA
394,38.93793,-9.32756,41.2077,-8.6674,5e-06,MAFRA,MATOSINHOS
395,38.93793,-9.32756,38.83091,-9.16845,5e-06,MAFRA,LOURES
396,38.93793,-9.32756,41.15,-8.5333,5e-06,MAFRA,GONDOMAR
397,38.93793,-9.32756,41.2333,-8.6167,2e-06,MAFRA,MAIA
398,38.93793,-9.32756,41.1495,-8.6108,2e-06,MAFRA,PORTO
399,38.93793,-9.32756,41.1495,-8.6108,1e-06,MAFRA,PORTO
400,38.93793,-9.32756,41.15,-8.5333,1e-06,MAFRA,GONDOMAR
401,38.93793,-9.32756,41.1833,-8.5,1e-06,MAFRA,VALONGO
402,38.93793,-9.32756,41.2333,-8.6167,0.0,MAFRA,MAIA
403,38.93793,-9.32756,41.35,-8.75,0.0,MAFRA,VILA DO CONDE
404,38.93793,-9.32756,41.1833,-8.5,0.0,MAFRA,VALONGO
405,38.93793,-9.32756,41.2333,-8.6167,0.0,MAFRA,MAIA
406,38.93793,-9.32756,41.15,-8.5333,0.0,MAFRA,GONDOMAR
407,38.93793,-9.32756,41.34257,-8.47746,0.0,MAFRA,SANTO TIRSO
408,38.93793,-9.32756,41.2333,-8.6167,0.0,MAFRA,MAIA
409,38.93793,-9.32756,41.2333,-8.6167,0.0,MAFRA,MAIA
410,38.93793,-9.32756,41.15,-8.5333,0.0,MAFRA,GONDOMAR
411,38.79269,-9.1838,38.7452,-9.1604,0.17015999999999998,ODIVELAS,LISBOA
412,38.79269,-9.1838,38.7452,-9.1604,0.104564,ODIVELAS,LISBOA
413,38.79269,-9.1838,38.7452,-9.1604,0.09084500000000001,ODIVELAS,LISBOA
414,38.79269,-9.1838,38.7452,-9.1604,0.07911900000000001,ODIVELAS,LISBOA
415,38.79269,-9.1838,38.7452,-9.1604,0.074461,ODIVELAS,LISBOA
416,38.79269,-9.1838,38.7452,-9.1604,0.067301,ODIVELAS,LISBOA
417,38.79269,-9.1838,38.7452,-9.1604,0.060498,ODIVELAS,LISBOA
418,38.79269,-9.1838,38.7452,-9.1604,0.058477999999999995,ODIVELAS,LISBOA
419,38.79269,-9.1838,38.7452,-9.1604,0.041929,ODIVELAS,LISBOA
420,38.79269,-9.1838,38.7452,-9.1604,0.041113,ODIVELAS,LISBOA
421,38.79269,-9.1838,38.7452,-9.1604,0.024883000000000002,ODIVELAS,LISBOA
422,38.79269,-9.1838,38.7452,-9.1604,0.023105,ODIVELAS,LISBOA
423,38.79269,-9.1838,38.7452,-9.1604,0.01888,ODIVELAS,LISBOA
424,38.79269,-9.1838,38.7452,-9.1604,0.017579,ODIVELAS,LISBOA
425,38.79269,-9.1838,38.7452,-9.1604,0.015584,ODIVELAS,LISBOA
426,38.79269,-9.1838,38.79269,-9.1838,0.015441999999999999,ODIVELAS,ODIVELAS
427,38.79269,-9.1838,38.7452,-9.1604,0.014138999999999999,ODIVELAS,LISBOA
428,38.79269,-9.1838,38.7452,-9.1604,0.01375,ODIVELAS,LISBOA
429,38.79269,-9.1838,38.7452,-9.1604,0.011662,ODIVELAS,LISBOA
430,38.79269,-9.1838,38.7452,-9.1604,0.010973,ODIVELAS,LISBOA
431,38.79269,-9.1838,38.7452,-9.1604,0.010668,ODIVELAS,LISBOA
432,38.79269,-9.1838,38.71371,-9.26832,0.0074129999999999995,ODIVELAS,OEIRAS
433,38.79269,-9.1838,38.7452,-9.1604,0.007369,ODIVELAS,LISBOA
434,38.79269,-9.1838,38.7452,-9.1604,0.007083,ODIVELAS,LISBOA
435,38.79269,-9.1838,38.79269,-9.1838,0.0058649999999999996,ODIVELAS,ODIVELAS
436,38.79269,-9.1838,38.7452,-9.1604,0.001428,ODIVELAS,LISBOA
437,38.79269,-9.1838,38.75,-9.2333,0.001192,ODIVELAS,AMADORA
438,38.79269,-9.1838,38.7452,-9.1604,0.001131,ODIVELAS,LISBOA
439,38.79269,-9.1838,38.79269,-9.1838,0.000638,ODIVELAS,ODIVELAS
440,38.79269,-9.1838,38.83091,-9.16845,0.00059,ODIVELAS,LOURES
441,38.79269,-9.1838,38.75,-9.2333,0.000469,ODIVELAS,AMADORA
442,38.79269,-9.1838,38.75,-9.2333,0.000354,ODIVELAS,AMADORA
443,38.79269,-9.1838,38.83091,-9.16845,0.00033999999999999997,ODIVELAS,LOURES
444,38.79269,-9.1838,38.75,-9.2333,0.00024300000000000002,ODIVELAS,AMADORA
445,38.79269,-9.1838,38.79269,-9.1838,0.00023199999999999997,ODIVELAS,ODIVELAS
446,38.79269,-9.1838,38.83091,-9.16845,0.000121,ODIVELAS,LOURES
447,38.79269,-9.1838,38.83091,-9.16845,0.000121,ODIVELAS,LOURES
448,38.79269,-9.1838,38.71371,-9.26832,6.6e-05,ODIVELAS,OEIRAS
449,38.79269,-9.1838,38.6803,-9.1583,5.7999999999999994e-05,ODIVELAS,ALMADA
450,38.79269,-9.1838,38.75,-9.2333,4.6e-05,ODIVELAS,AMADORA
451,38.79269,-9.1838,38.6803,-9.1583,1.6e-05,ODIVELAS,ALMADA
452,38.79269,-9.1838,38.6803,-9.1583,1.6e-05,ODIVELAS,ALMADA
453,38.79269,-9.1838,38.83091,-9.16845,1.4999999999999999e-05,ODIVELAS,LOURES
454,38.79269,-9.1838,41.1495,-8.6108,1.3000000000000001e-05,ODIVELAS,PORTO
455,38.79269,-9.1838,41.2077,-8.6674,1e-05,ODIVELAS,MATOSINHOS
456,38.79269,-9.1838,38.6803,-9.1583,7e-06,ODIVELAS,ALMADA
457,38.79269,-9.1838,41.1495,-8.6108,6e-06,ODIVELAS,PORTO
458,38.79269,-9.1838,41.1833,-8.5,4e-06,ODIVELAS,VALONGO
459,38.79269,-9.1838,38.75,-9.2333,3e-06,ODIVELAS,AMADORA
460,38.79269,-9.1838,38.80097,-9.37826,3e-06,ODIVELAS,SINTRA
461,38.79269,-9.1838,38.61667,-9.11667,2e-06,ODIVELAS,SEIXAL
462,38.79269,-9.1838,41.1495,-8.6108,2e-06,ODIVELAS,PORTO
463,38.79269,-9.1838,38.83091,-9.16845,2e-06,ODIVELAS,LOURES
464,38.79269,-9.1838,38.71371,-9.26832,1e-06,ODIVELAS,OEIRAS
465,38.79269,-9.1838,41.2333,-8.6167,1e-06,ODIVELAS,MAIA
466,38.79269,-9.1838,41.1833,-8.5,0.0,ODIVELAS,VALONGO
467,38.79269,-9.1838,41.13363,-8.61742,0.0,ODIVELAS,VILA NOVA DE GAIA
468,38.79269,-9.1838,41.13363,-8.61742,0.0,ODIVELAS,VILA NOVA DE GAIA
469,38.79269,-9.1838,41.1495,-8.6108,0.0,ODIVELAS,PORTO
470,38.79269,-9.1838,41.15,-8.5333,0.0,ODIVELAS,GONDOMAR
471,38.79269,-9.1838,41.1495,-8.6108,0.0,ODIVELAS,PORTO
472,38.79269,-9.1838,41.34257,-8.47746,0.0,ODIVELAS,SANTO TIRSO
473,38.79269,-9.1838,41.1833,-8.5,0.0,ODIVELAS,VALONGO
474,38.79269,-9.1838,41.2077,-8.6674,0.0,ODIVELAS,MATOSINHOS
475,38.79269,-9.1838,41.2333,-8.6167,0.0,ODIVELAS,MAIA
476,38.79269,-9.1838,41.2077,-8.6674,0.0,ODIVELAS,MATOSINHOS
477,38.79269,-9.1838,41.15,-8.5333,0.0,ODIVELAS,GONDOMAR
478,38.79269,-9.1838,41.1495,-8.6108,0.0,ODIVELAS,PORTO
479,38.79269,-9.1838,41.15,-8.5333,0.0,ODIVELAS,GONDOMAR
480,38.79269,-9.1838,41.2333,-8.6167,0.0,ODIVELAS,MAIA
481,38.79269,-9.1838,41.1833,-8.5,0.0,ODIVELAS,VALONGO
482,38.79269,-9.1838,41.34257,-8.47746,0.0,ODIVELAS,SANTO TIRSO
483,38.79269,-9.1838,41.2,-8.3333,0.0,ODIVELAS,PAREDES
484,38.79269,-9.1838,41.2,-8.3333,0.0,ODIVELAS,PAREDES
485,38.79269,-9.1838,41.2,-8.3333,0.0,ODIVELAS,PAREDES
486,38.79269,-9.1838,41.2,-8.3333,0.0,ODIVELAS,PAREDES
487,38.71371,-9.26832,38.7452,-9.1604,0.246656,OEIRAS,LISBOA
488,38.71371,-9.26832,38.71371,-9.26832,0.12377300000000001,OEIRAS,OEIRAS
489,38.71371,-9.26832,38.7452,-9.1604,0.073892,OEIRAS,LISBOA
490,38.71371,-9.26832,38.7452,-9.1604,0.063808,OEIRAS,LISBOA
491,38.71371,-9.26832,38.7452,-9.1604,0.050383,OEIRAS,LISBOA
492,38.71371,-9.26832,38.7452,-9.1604,0.046869,OEIRAS,LISBOA
493,38.71371,-9.26832,38.7452,-9.1604,0.046313,OEIRAS,LISBOA
494,38.71371,-9.26832,38.7452,-9.1604,0.043705,OEIRAS,LISBOA
495,38.71371,-9.26832,38.7452,-9.1604,0.03463,OEIRAS,LISBOA
496,38.71371,-9.26832,38.7452,-9.1604,0.03397,OEIRAS,LISBOA
497,38.71371,-9.26832,38.7452,-9.1604,0.033581,OEIRAS,LISBOA
498,38.71371,-9.26832,38.7452,-9.1604,0.032917,OEIRAS,LISBOA
499,38.71371,-9.26832,38.7452,-9.1604,0.030883999999999998,OEIRAS,LISBOA
500,38.71371,-9.26832,38.7452,-9.1604,0.024332,OEIRAS,LISBOA
501,38.71371,-9.26832,38.7452,-9.1604,0.023181999999999998,OEIRAS,LISBOA
502,38.71371,-9.26832,38.7452,-9.1604,0.019036,OEIRAS,LISBOA
503,38.71371,-9.26832,38.7452,-9.1604,0.014639,OEIRAS,LISBOA
504,38.71371,-9.26832,38.7452,-9.1604,0.012740000000000001,OEIRAS,LISBOA
505,38.71371,-9.26832,38.7452,-9.1604,0.009609,OEIRAS,LISBOA
506,38.71371,-9.26832,38.7452,-9.1604,0.007229000000000001,OEIRAS,LISBOA
507,38.71371,-9.26832,38.75,-9.2333,0.006673999999999999,OEIRAS,AMADORA
508,38.71371,-9.26832,38.7452,-9.1604,0.00647,OEIRAS,LISBOA
509,38.71371,-9.26832,38.7452,-9.1604,0.004713,OEIRAS,LISBOA
510,38.71371,-9.26832,38.7452,-9.1604,0.002896,OEIRAS,LISBOA
511,38.71371,-9.26832,38.83091,-9.16845,0.001341,OEIRAS,LOURES
512,38.71371,-9.26832,38.7452,-9.1604,0.001335,OEIRAS,LISBOA
513,38.71371,-9.26832,38.71371,-9.26832,0.001333,OEIRAS,OEIRAS
514,38.71371,-9.26832,38.75,-9.2333,0.000684,OEIRAS,AMADORA
515,38.71371,-9.26832,38.7452,-9.1604,0.000504,OEIRAS,LISBOA
516,38.71371,-9.26832,38.75,-9.2333,0.00039,OEIRAS,AMADORA
517,38.71371,-9.26832,41.1495,-8.6108,0.000386,OEIRAS,PORTO
518,38.71371,-9.26832,41.1495,-8.6108,0.000285,OEIRAS,PORTO
519,38.71371,-9.26832,38.83091,-9.16845,0.00023700000000000001,OEIRAS,LOURES
520,38.71371,-9.26832,38.75,-9.2333,0.000166,OEIRAS,AMADORA
521,38.71371,-9.26832,38.6803,-9.1583,4.7e-05,OEIRAS,ALMADA
522,38.71371,-9.26832,38.71371,-9.26832,4.3e-05,OEIRAS,OEIRAS
523,38.71371,-9.26832,41.1495,-8.6108,3.5e-05,OEIRAS,PORTO
524,38.71371,-9.26832,38.6803,-9.1583,3.4e-05,OEIRAS,ALMADA
525,38.71371,-9.26832,38.6803,-9.1583,3.4e-05,OEIRAS,ALMADA
526,38.71371,-9.26832,41.1495,-8.6108,3.1e-05,OEIRAS,PORTO
527,38.71371,-9.26832,38.75,-9.2333,2.9999999999999997e-05,OEIRAS,AMADORA
528,38.71371,-9.26832,38.79269,-9.1838,2.8000000000000003e-05,OEIRAS,ODIVELAS
529,38.71371,-9.26832,41.1495,-8.6108,2.5e-05,OEIRAS,PORTO
530,38.71371,-9.26832,38.79269,-9.1838,1.9e-05,OEIRAS,ODIVELAS
531,38.71371,-9.26832,38.6803,-9.1583,1.7e-05,OEIRAS,ALMADA
532,38.71371,-9.26832,41.13363,-8.61742,1.4000000000000001e-05,OEIRAS,VILA NOVA DE GAIA
533,38.71371,-9.26832,41.2077,-8.6674,1.4000000000000001e-05,OEIRAS,MATOSINHOS
534,38.71371,-9.26832,41.2077,-8.6674,1.1e-05,OEIRAS,MATOSINHOS
535,38.71371,-9.26832,41.1833,-8.5,8e-06,OEIRAS,VALONGO
536,38.71371,-9.26832,41.1495,-8.6108,7e-06,OEIRAS,PORTO
537,38.71371,-9.26832,38.83091,-9.16845,6e-06,OEIRAS,LOURES
538,38.71371,-9.26832,38.79269,-9.1838,5e-06,OEIRAS,ODIVELAS
539,38.71371,-9.26832,41.1495,-8.6108,5e-06,OEIRAS,PORTO
540,38.71371,-9.26832,41.2333,-8.6167,4e-06,OEIRAS,MAIA
541,38.71371,-9.26832,41.2077,-8.6674,3e-06,OEIRAS,MATOSINHOS
542,38.71371,-9.26832,38.61667,-9.11667,2e-06,OEIRAS,SEIXAL
543,38.71371,-9.26832,41.2333,-8.6167,2e-06,OEIRAS,MAIA
544,38.71371,-9.26832,38.79269,-9.1838,2e-06,OEIRAS,ODIVELAS
545,38.71371,-9.26832,41.2333,-8.6167,2e-06,OEIRAS,MAIA
546,38.71371,-9.26832,41.1833,-8.5,1e-06,OEIRAS,VALONGO
547,38.71371,-9.26832,41.13363,-8.61742,1e-06,OEIRAS,VILA NOVA DE GAIA
548,38.71371,-9.26832,41.13363,-8.61742,1e-06,OEIRAS,VILA NOVA DE GAIA
549,38.71371,-9.26832,41.2333,-8.6167,1e-06,OEIRAS,MAIA
550,38.71371,-9.26832,38.75,-9.2333,1e-06,OEIRAS,AMADORA
551,38.71371,-9.26832,38.80097,-9.37826,1e-06,OEIRAS,SINTRA
552,38.71371,-9.26832,38.83091,-9.16845,1e-06,OEIRAS,LOURES
553,38.71371,-9.26832,38.83091,-9.16845,1e-06,OEIRAS,LOURES
554,38.71371,-9.26832,38.83091,-9.16845,0.0,OEIRAS,LOURES
555,38.71371,-9.26832,41.15,-8.5333,0.0,OEIRAS,GONDOMAR
556,38.71371,-9.26832,41.2077,-8.6674,0.0,OEIRAS,MATOSINHOS
557,38.71371,-9.26832,41.2333,-8.6167,0.0,OEIRAS,MAIA
558,38.71371,-9.26832,41.15,-8.5333,0.0,OEIRAS,GONDOMAR
559,38.71371,-9.26832,41.1833,-8.5,0.0,OEIRAS,VALONGO
560,38.71371,-9.26832,41.34257,-8.47746,0.0,OEIRAS,SANTO TIRSO
561,38.71371,-9.26832,41.15,-8.5333,0.0,OEIRAS,GONDOMAR
562,38.71371,-9.26832,41.13363,-8.61742,0.0,OEIRAS,VILA NOVA DE GAIA
563,38.71371,-9.26832,41.2333,-8.6167,0.0,OEIRAS,MAIA
564,38.71371,-9.26832,41.15,-8.5333,0.0,OEIRAS,GONDOMAR
565,38.71371,-9.26832,41.13363,-8.61742,0.0,OEIRAS,VILA NOVA DE GAIA
566,38.71371,-9.26832,41.2333,-8.6167,0.0,OEIRAS,MAIA
567,38.71371,-9.26832,41.2,-8.3333,0.0,OEIRAS,PAREDES
568,38.71371,-9.26832,41.34257,-8.47746,0.0,OEIRAS,SANTO TIRSO
569,38.71371,-9.26832,41.1833,-8.5,0.0,OEIRAS,VALONGO
570,38.71371,-9.26832,41.2,-8.3333,0.0,OEIRAS,PAREDES
571,38.71371,-9.26832,41.2,-8.3333,0.0,OEIRAS,PAREDES
572,38.71371,-9.26832,41.2,-8.3333,0.0,OEIRAS,PAREDES
573,38.80097,-9.37826,38.7452,-9.1604,0.085503,SINTRA,LISBOA
574,38.80097,-9.37826,38.7452,-9.1604,0.085409,SINTRA,LISBOA
575,38.80097,-9.37826,38.7452,-9.1604,0.077038,SINTRA,LISBOA
576,38.80097,-9.37826,38.7452,-9.1604,0.07650900000000001,SINTRA,LISBOA
577,38.80097,-9.37826,38.7452,-9.1604,0.072259,SINTRA,LISBOA
578,38.80097,-9.37826,38.7452,-9.1604,0.06389,SINTRA,LISBOA
579,38.80097,-9.37826,38.7452,-9.1604,0.062815,SINTRA,LISBOA
580,38.80097,-9.37826,38.7452,-9.1604,0.059911,SINTRA,LISBOA
581,38.80097,-9.37826,38.7452,-9.1604,0.059044000000000006,SINTRA,LISBOA
582,38.80097,-9.37826,38.7452,-9.1604,0.04802,SINTRA,LISBOA
583,38.80097,-9.37826,38.7452,-9.1604,0.043454,SINTRA,LISBOA
584,38.80097,-9.37826,38.7452,-9.1604,0.034459,SINTRA,LISBOA
585,38.80097,-9.37826,38.7452,-9.1604,0.032394,SINTRA,LISBOA
586,38.80097,-9.37826,38.7452,-9.1604,0.027492000000000003,SINTRA,LISBOA
587,38.80097,-9.37826,38.7452,-9.1604,0.026227999999999998,SINTRA,LISBOA
588,38.80097,-9.37826,38.7452,-9.1604,0.026174,SINTRA,LISBOA
589,38.80097,-9.37826,38.7452,-9.1604,0.020378999999999998,SINTRA,LISBOA
590,38.80097,-9.37826,38.7452,-9.1604,0.017442,SINTRA,LISBOA
591,38.80097,-9.37826,38.7452,-9.1604,0.016054,SINTRA,LISBOA
592,38.80097,-9.37826,38.71371,-9.26832,0.012739,SINTRA,OEIRAS
593,38.80097,-9.37826,38.7452,-9.1604,0.011798000000000001,SINTRA,LISBOA
594,38.80097,-9.37826,38.7452,-9.1604,0.011537,SINTRA,LISBOA
595,38.80097,-9.37826,38.7452,-9.1604,0.010976999999999999,SINTRA,LISBOA
596,38.80097,-9.37826,38.75,-9.2333,0.00439,SINTRA,AMADORA
597,38.80097,-9.37826,38.7452,-9.1604,0.0035479999999999995,SINTRA,LISBOA
598,38.80097,-9.37826,38.75,-9.2333,0.003242,SINTRA,AMADORA
599,38.80097,-9.37826,38.83091,-9.16845,0.001727,SINTRA,LOURES
600,38.80097,-9.37826,38.7452,-9.1604,0.0013369999999999999,SINTRA,LISBOA
601,38.80097,-9.37826,38.71371,-9.26832,0.001214,SINTRA,OEIRAS
602,38.80097,-9.37826,38.79269,-9.1838,0.0006450000000000001,SINTRA,ODIVELAS
603,38.80097,-9.37826,38.75,-9.2333,0.000543,SINTRA,AMADORA
604,38.80097,-9.37826,38.83091,-9.16845,0.000515,SINTRA,LOURES
605,38.80097,-9.37826,38.6803,-9.1583,0.000174,SINTRA,ALMADA
606,38.80097,-9.37826,38.75,-9.2333,0.000173,SINTRA,AMADORA
607,38.80097,-9.37826,41.1495,-8.6108,0.000151,SINTRA,PORTO
608,38.80097,-9.37826,41.2077,-8.6674,0.000117,SINTRA,MATOSINHOS
609,38.80097,-9.37826,38.75,-9.2333,0.0001,SINTRA,AMADORA
610,38.80097,-9.37826,41.1495,-8.6108,9.499999999999999e-05,SINTRA,PORTO
611,38.80097,-9.37826,38.79269,-9.1838,9.4e-05,SINTRA,ODIVELAS
612,38.80097,-9.37826,38.6803,-9.1583,7.5e-05,SINTRA,ALMADA
613,38.80097,-9.37826,38.6803,-9.1583,7.5e-05,SINTRA,ALMADA
614,38.80097,-9.37826,41.2077,-8.6674,3.3e-05,SINTRA,MATOSINHOS
615,38.80097,-9.37826,38.6803,-9.1583,2.2e-05,SINTRA,ALMADA
616,38.80097,-9.37826,41.2077,-8.6674,2.1e-05,SINTRA,MATOSINHOS
617,38.80097,-9.37826,41.1495,-8.6108,2e-05,SINTRA,PORTO
618,38.80097,-9.37826,38.71371,-9.26832,1.7e-05,SINTRA,OEIRAS
619,38.80097,-9.37826,38.61667,-9.11667,1.6e-05,SINTRA,SEIXAL
620,38.80097,-9.37826,38.79269,-9.1838,1.3000000000000001e-05,SINTRA,ODIVELAS
621,38.80097,-9.37826,38.83091,-9.16845,1.1e-05,SINTRA,LOURES
622,38.80097,-9.37826,38.79269,-9.1838,1.1e-05,SINTRA,ODIVELAS
623,38.80097,-9.37826,41.1833,-8.5,1e-05,SINTRA,VALONGO
624,38.80097,-9.37826,41.1495,-8.6108,1e-05,SINTRA,PORTO
625,38.80097,-9.37826,38.80097,-9.37826,9e-06,SINTRA,SINTRA
626,38.80097,-9.37826,38.75,-9.2333,9e-06,SINTRA,AMADORA
627,38.80097,-9.37826,41.13363,-8.61742,8e-06,SINTRA,VILA NOVA DE GAIA
628,38.80097,-9.37826,41.13363,-8.61742,8e-06,SINTRA,VILA NOVA DE GAIA
629,38.80097,-9.37826,41.2077,-8.6674,8e-06,SINTRA,MATOSINHOS
630,38.80097,-9.37826,38.83091,-9.16845,7e-06,SINTRA,LOURES
631,38.80097,-9.37826,41.1495,-8.6108,5e-06,SINTRA,PORTO
632,38.80097,-9.37826,38.83091,-9.16845,4e-06,SINTRA,LOURES
633,38.80097,-9.37826,38.83091,-9.16845,4e-06,SINTRA,LOURES
634,38.80097,-9.37826,41.1495,-8.6108,2e-06,SINTRA,PORTO
635,38.80097,-9.37826,41.1833,-8.5,2e-06,SINTRA,VALONGO
636,38.80097,-9.37826,41.15,-8.5333,1e-06,SINTRA,GONDOMAR
637,38.80097,-9.37826,41.15,-8.5333,1e-06,SINTRA,GONDOMAR
638,38.80097,-9.37826,41.1495,-8.6108,1e-06,SINTRA,PORTO
639,38.80097,-9.37826,41.1833,-8.5,0.0,SINTRA,VALONGO
640,38.80097,-9.37826,41.2333,-8.6167,0.0,SINTRA,MAIA
641,38.80097,-9.37826,41.2333,-8.6167,0.0,SINTRA,MAIA
642,38.80097,-9.37826,41.1833,-8.5,0.0,SINTRA,VALONGO
643,38.80097,-9.37826,41.2,-8.3333,0.0,SINTRA,PAREDES
644,38.80097,-9.37826,41.2,-8.3333,0.0,SINTRA,PAREDES
645,38.80097,-9.37826,41.34257,-8.47746,0.0,SINTRA,SANTO TIRSO
646,38.80097,-9.37826,41.2,-8.3333,0.0,SINTRA,PAREDES
647,38.80097,-9.37826,41.34257,-8.47746,0.0,SINTRA,SANTO TIRSO
648,38.80097,-9.37826,41.2,-8.3333,0.0,SINTRA,PAREDES
649,38.80097,-9.37826,41.13363,-8.61742,0.0,SINTRA,VILA NOVA DE GAIA
650,38.80097,-9.37826,41.13363,-8.61742,0.0,SINTRA,VILA NOVA DE GAIA
651,38.80097,-9.37826,41.13363,-8.61742,0.0,SINTRA,VILA NOVA DE GAIA
