name,category,point_x,point_y,description,is_municipal,details_str,area_ha,quiosque,restaurante,esplanada,fitness,parque_infantil,parque_merendas,estatuaria,parque_canino,lago
Parque Recreativo do Alto da Serafina,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.177298,38.733627,"o parque recreativo do alto da serafina (pras), conhecido como parque dos índios foi inaugurado em 1992, tem uma área de 5,6 hectares e dispõe de vários equipamentos lúdicos, destinados a diferentes faixas etárias da população: parques infantis, escola de condução infantil, parques de merendas, restauração e um miradouro onde se pode desfrutar de uma
deslumbrante vista sobre a cidade.

é interdita a entrada de animais domésticos, apenas permitido o acesso a cães de assistência, conforme estabelece o decreto-lei nº 74/2007, de 27 de março.
 
horário:
 
inverno - 9.00 -18.00 h (1 de outubro a 31 de março)
verão - 9.00- 20.00 h (1 de abril a 30 de setembro)
 
encerrado no dia 1 de maio
 
transporte público: autocarro: 770 (sete-rios/serafina)",1,"é interdita a entrada de animais domésticos, apenas permitido o acesso a cães de assistência, conforme estabelece o decreto-lei nº 74/2007, de 27 de março.
 
horário:
 
inverno - 9.00 -18.00 h (1 de outubro a 31 de março)
verão - 9.00- 20.00 h (1 de abril a 30 de setembro)
 
encerrado no dia 1 de maio
 
transporte público: autocarro: 770 (sete-rios/serafina)","rdita a entrada de animais domésticos, apenas permitido o acesso a cães de assistência, conforme estabelece o decreto-lei nº 74/2007, de 27 de março.",0,0,0,0,1,1,0,0,0
Jardim do Príncipe Real - Jardim França Borges,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.148661,38.716289,"o jardim frança borges, assim designado em homenagem ao jornalista republicano do mesmo nome, é também conhecido por jardim do príncipe real. inspirado no modelo romântico inglês, é de destacar o monumental e secular ""cedro-do-buçaco"", ex-libris do jardim com mais de 20 metros, e os palacetes envolventes, testemunhos da lisboa romântica do séc. xix. é também desta época o reservatório da patriarcal construído no seu subsolo, pertencente ao museu da água da epal, que se pode visitar de segunda a sábado, das 10:00 às 18:00.

área: 1,16ha
equipamentos: parque infantil; restaurante; quiosque com esplanada
horário: 24 horas",1,"área: 1,16ha
equipamentos: parque infantil; restaurante; quiosque com esplanada
horário: 24 horas","1,16",1,1,1,0,1,0,0,0,0
Jardim Ducla Soares,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.213626,38.701,"situa-se na denominada colina de são jerónimo, integrado numa zona histórica que inclui os monumentos nacionais mais representativos do período das descobertas: ermida de são jerónimo, torre de belém e mosteiro dos jerónimos. em meados da década de 1950, o arquiteto paisagista gonçalo ribeiro telles executa o projeto para a criação do espaço verde envolvente da ermida de são jerónimo. para quem sobe a avenida de belém, a vista deste cabeço cria a ilusão de um ""continuum"" verde entre o arvoredo envolvente da colina e os maciços do parque florestal de monsanto. 

área: 2,88 ha
horário: 24 horas",1,"área: 2,88 ha
horário: 24 horas","2,88 ",0,0,0,0,0,0,0,0,0
Jardim do Alto de Santa Catarina,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.147633,38.709527,"o jardim do alto de santa catarina, também conhecido como jardim do adamastor, dispõe de uma vista panorâmica sobre o rio e a outra margem. foi construído em 1883 e tem uma imponente escultura do adamastor, figura criada por luís de camões para representar as dificuldades, medos e mistérios que constituíram a passagem do cabo da boa esperança. a autoria desta escultura é de júlio vaz júnior. reabriu em 2013 após renovação do espaço que teve como principal objetivo a requalificação ambiental do espaço público do alto de santa catarina. 

área: 0,13 ha
equipamentos: quiosque com esplanada
horário: 24 horas",1,"área: 0,13 ha
equipamentos: quiosque com esplanada
horário: 24 horas","0,13 ",1,0,1,0,0,0,0,0,0
Estufa Fria,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.155148,38.729062,"é constituída por três ambientes diferentes, a estufa fria, a estufa quente e a estufa doce, sendo que os dois últimos são envidraçados e permitem a existência de plantas que necessitam de mais calor e humidade.

é percorrida por várias linhas de água e cascatas artificiais que terminam em lagos presentes em todo o espaço.

este jardim possui uma coleção de plantas pertencentes à flora de todo o mundo, com algumas espécies raras, tais como fetos arbóreos, palmeiras, nenúfares e begónias. possui um jardim de catos, onde se pode encontrar diversas espécies de plantas carnudas.

inclui vários elementos de estatuária, nomeadamente ""vento garroa"" de domingos soares branco, ""nu de mulher"" de anjos teixeira (filho) e ""menina calçando a meia"" de leopoldo de almeida.

em 2016 foi inaugurado o centro interpretativo, onde ocorrem exposições e atividades alusivas à estufa e à estrutura verde da cidade.

existem folhetos em português, inglês e braille.
",1,é percorrida por várias linhas de água e cascatas artificiais que terminam em lagos presentes em todo o espaço.,orrida por várias lins de água e cascatas artificiais que terminam em lagos presentes em todo o espaço.,0,0,0,0,0,0,1,0,1
Jardim da Parada / Jardim Téofilo de Braga / Jardim de Campo de Ourique,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.1652,38.717935,"ocupando um quarteirão do bairro de campo de ourique, este jardim foi designado originalmente jardim da parada por ser aí que se realizavam as paradas do quartel. a sua construção foi iniciada já depois do bairro se encontrar parcialmente urbanizado. em 1920 foi inaugurada a estátua de maria da fonte, da autoria do escultor costa mota (tio), aí colocada pela câmara municipal. o jardim dispõe de um património vegetal interessante, nomeadamente quatro árvores classificadas, dois metrosideros, uma sequoia e um cipreste-dos-pântanos, e de equipamento adequado ao seu estatuto de jardim de bairro. 

área: 0,4 ha
equipamentos: parque infantil; quiosque com esplanada; coreto; instalações sanitárias
horário: 24 horas
",1,"área: 0,4 ha
equipamentos: parque infantil; quiosque com esplanada; coreto; instalações sanitárias
horário: 24 horas
","0,4 ",1,0,1,0,1,0,0,0,0
Centro Equestre - Centro Hípico de Montes Claros (Encosta do Penedo),Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.200067,38.718988,"o parque florestal monsanto dispõe de 2 picadeiros e cavalariças geridos pela brigada especial da floresta e ambiente da policia municipal, junto a montes claros. de acordo com programação divulgada são proporcionadas ao público em geral visitas às cavalariças e volteio. 

área: 0,6 ha
equipamentos: picadeiros
",0,"área: 0,6 ha
equipamentos: picadeiros
","0,6 ",0,0,0,0,0,0,0,0,0
Jardim Júlio de Castilho,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.130327,38.711656,"localizado no miradouro de santa luzia, possui um busto do escritor júlio de castilho, de autoria de costa mota (tio), uma homenagem da cidade ao célebre olisopógrafo. 

área: 0,16 ha
",1,"área: 0,16 ha
","0,16 ",0,0,0,0,0,0,0,0,0
Quinta da Granja - 1ª fase,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.190867,38.752015,"integrada no parque periférico e executada em 3 fases, a quinta da granja, encontra-se situada entre as avenidas do uruguai e lusíada, em benfica, é um dos raros exemplos de unidade de produção agrícola que ainda permanece em actividade na cidade. datando do século xvii, parte desta quinta (a granja de cima) pertence à família mesquita desde 1824, mantendo valioso espólio etnográfico através do qual é possível reconstituir aspectos da actividade de lavoura que caracterizava as inúmeras quintas agro-pastoris da que era então a coroa periférica da cidade.
",1,,,0,0,0,0,0,0,0,0,0
Parque Vinícola de Lisboa,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.126842,38.762278,"este projeto insere-se na política do município de lisboa de aumento da diversidade de tipologia de espaços verdes e de fomento de práticas agrícolas e hortícolas na cidade. 
pelas suas características é, também, um espaço vocacionado para a sensibilização e educação ambiental da população escolar e adulta sobre a vinha e o vinho e a sua importância nas tradições, na cultura e na economia nacional.
com uma área de 2 hectares, tem como objetivo promover a cultura vitícola e divulgar lisboa como região produtora de vinhos.
o parque vinícola de lisboa resulta numa parceria entre a câmara municipal de lisboa e a casa santos lima ¿ companhia das vinhas s.a., no âmbito da estratégia de investimento na promoção, reestruturação e diversificação dos espaços verdes da cidade.
do espaço, com vista para o aeroporto humberto delgado, irão sair vinhos das castas touriga nacional, tinta roriz e arinto.

área: 2 ha
",1,"área: 2 ha
",2 ,0,0,0,0,0,0,0,0,0
Parque Urbano do Vale da Montanha,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.1263,38.745778,"o vale da montanha, outrora uma zona de hortas, ocupadas nas últimas décadas do século passado por construções ilegais, permaneceu, após o realojamento das populações, como uma vasta área expectante degradada. o coberto vegetal, na sua maioria descontínuo e caracterizado por herbáceas espontâneas, mostrava, apesar do estado de abandono, os vestígios do património das antigas quintas. 
em 2015 a câmara municipal de lisboa deliberou reabilitar toda a área do vale da montanha no âmbito da construção do corredor verde oriental. o parque urbano surge, assim, como ligação entre os espaços públicos do parque da bela vista, do bairro do armador, das olaias e das avenidas novas, numa perspetiva de complementaridade e plurifuncionalidade, através da criação de uma rede de percursos pedonais e ciclovias.
adjacente ao parque da bela vista, proporciona uma nova ligação entre este, o bairro do armador, as olaias e as avenidas novas. uma rede de percursos pedonais e ciclovias, duas praças, parque infantil e quiosque são algumas das estruturas que contribuem para a diversificação de usos deste espaço.
a intervenção no local envolveu uma grande movimentação de terras com vista à plantação de árvores e arbustos, instalação de prados e relvados e, através da modelação do terreno, à diminuição do impacto sonoro e visual das avenidas marechal antónio spínola e estados unidos da américa para os utilizadores do parque. tal como no parque da bela vista, no parque urbano do vale da montanha as soluções adotadas passam pelo recurso ao prado biodiverso de sequeiro e a espécies arbóreas adaptadas às características do solo e do clima desta zona, aumentando a sua resistência e reduzindo as necessidades de manutenção, nomeadamente de rega.

área: 11 ha
 
 horário: 24 horas

transportes: autocarros 208, 793, 794",0,"área: 11 ha
 
 horário: 24 horas",11 ,1,0,0,0,1,0,0,0,0
Parque da Bela Vista,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.123164,38.744761,"o parque da bela vista, enorme mancha verde nesta zona da cidade, oferece grandes zonas arborizadas de prado e de relvado, recortadas por uma rede de caminhos. as zonas altas são miradouros que possibilitam uma ampla vista sobre a cidade e o tejo. as espécies vegetais presentes no parque da bela vista refletem a existência de antigas quintas no local. de realçar, ainda, a existência de uma avifauna muito diversificada. 
é neste parque que tem sido realizado o ""rock in rio lisboa"".

área: 85 ha
equipamentos: parque de merendas; polidesportivo; balneários; pérgola; nora; campo de golfe; parque infantil; lago artificial; circuito de manutenção; equipamentos de fitness",1,"área: 85 ha
equipamentos: parque de merendas; polidesportivo; balneários; pérgola; nora; campo de golfe; parque infantil; lago artificial; circuito de manutenção; equipamentos de fitness",85 ,0,0,0,1,1,1,0,0,1
Jardim do Japão,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.209296,38.693638,"o jardim japonês foi criado em setembro de 2004, quando a embaixada do japão deu início à plantação de 461 cerejeiras no local, para comemorar as relações de amizade entre os dois países.

área: 0,55 ha
equipamentos: equipamentos de fitness
horário: 24 horas",0,"área: 0,55 ha
equipamentos: equipamentos de fitness
horário: 24 horas","0,55 ",0,0,0,1,0,0,0,0,0
Jardins do Palácio Nacional de Belém,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.200668,38.698087,"""(...) mandado construir em 1726, por d. joão v, no local de um antigo palacete quinhentista, nos terrenos das antigas quinta de baixo e quinta do meio, daí resultando um palácio de recreio com jardim então conhecido por casa real de campo de belém ou palácio das leoneiras. merecem especial referência o jardim do palácio, subdividido em dois espaços verdes, o jardim da cascata e o jardim grande, ambos com estátuas e lagos. neste jardim, para poente, desenvolvem-se os conjuntos do pátio dos bichos, do pavilhão da arrábida e do jardim da cascata. na direção do sul estende-se o jardim grande, que termina num mirante, cujo gradeamento prolongado para nascente e poente encontra dois pequenos pavilhões, outrora designados casas de recreação"".

equipamentos: estatuária;  lago
horário: visitas mediante marcação prévia",0,"equipamentos: estatuária;  lago
horário: visitas mediante marcação prévia",mentos: estatuária;  lago,0,0,0,0,0,0,1,0,1
Jardim do Torel,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.142064,38.719422,"o jardim do torel está situado no alto de uma das sete colinas de lisboa, junto do elevador do lavra, de onde se vislumbra uma magnifica panorâmica da cidade de lisboa. o espaço envolvente a este jardim é rico em numerosos exemplares de moradias nobres dos séculos xviii e xix.  
jardim originário de uma quinta do início do século xviii, que possui um magnífico tanque ornamental de forma oval, rodeado por dois lanços de escadaria, e uma grande varanda miradouro, cuja grade é sustentada por dez pilares de cantaria. o seu nome deriva do desembargador cunha thorel, o mais rico proprietário da zona, que habitava um palácio no atual espaço do jardim. em janeiro de 1928 o terreno do palácio foi cedido à câmara municipal de lisboa que aí construiu o jardim e o miradouro, do qual se observa uma deslumbrante vista da parte ocidental de lisboa, nomeadamente da av. da liberdade e da colina de s. roque, sobre o vale da avenida e das colinas de s. pedro de alcântara e o príncipe real.
área: 1 ha 
horário: aberto todos os dias das 7h00 às 19h00 ",1,,,0,0,0,0,0,0,0,0,0
Mata de São Domingos de Benfica,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.189718,38.742512,"espaço com vastas áreas de mata diversificada, muito utilizado para atividades de educação e sensibilização ambiental. é possível encontrar o parque aventura, parque infantil, zonas de estadia e merenda; área de estadia, recreio e desporto.

área: 10 ha
equipamentos: torre de escalada; circuito de obstáculos; campo de mini basquetebol; circuito de manutenção; caminhos pedestres; parque infantil; sanitários
horário: 24 horas",1,"área: 10 ha
equipamentos: torre de escalada; circuito de obstáculos; campo de mini basquetebol; circuito de manutenção; caminhos pedestres; parque infantil; sanitários
horário: 24 horas",10 ,0,0,0,0,1,0,0,0,0
Jardim das Ondas,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.092948,38.762102,"entre o oceanário de lisboa e o rio tejo está este jardim totalmente relvado, onde o terreno, modelado em rigorosas curvas de nível, simula o ritmo do oceano e o fazer e o desfazer das ondas. para conceber esta obra, a autora fernanda fragateiro, inspirou-se no movimento das águas.

área: 0,8 ha
horário: 24 horas
",1,"área: 0,8 ha
horário: 24 horas
","0,8 ",0,0,0,0,0,0,0,0,0
Parque da Pedra,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.197436,38.722633,"parque aventura dotado de parede de escalada, boulders, circuito de obstáculos, escorregas, trilhos para btt, parque de merendas.

área: 9 ha
equipamentos: parede de escalada artificial (altura máxima 12m); três blocos de escalada (boulders); circuito de obstáculos suspensos; parque de merendas, sanitário
horário: 24 horas",1,"área: 9 ha
equipamentos: parede de escalada artificial (altura máxima 12m); três blocos de escalada (boulders); circuito de obstáculos suspensos; parque de merendas, sanitário
horário: 24 horas",9 ,0,0,0,0,0,1,0,0,0
Jardim da Bela-Flor,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.169405,38.722959,"o jardim da bela flor é um projeto dos arquitetos francisco caldeira cabral e elsa matos severino, constituído por um espaço essencialmente relvado e arborizado, que integra também um miradouro com vista para o parque florestal de monsanto. este miradouro, construído na zona mais elevada do terreno junto ao viaduto duarte pacheco, localiza-se no cimo de uma espiral metálica que tem, na sua base, pilares e uma fonte em forma de meio círculo, comprida mas estreita, animada por jatos de água.

área: 0,6 ha
equipamentos: fonte
horário: 24 horas
",1,"área: 0,6 ha
equipamentos: fonte
horário: 24 horas
","0,6 ",0,0,0,0,0,0,0,0,0
Jardim Constantino,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.137292,38.731013,"jardim de bairro típico da lisboa delineado nos finais do século xix, tem o nome de constantino josé marques de sampaio e melo, um dos mais notáveis produtores de flores artificiais da época. o rei dos floristas, como foi chamado, era famoso em paris e londres, fornecendo casas reais e a mais nobre aristocracia da europa. o património vegetal inclui uma árvore única na cidade, a melaleuca, classificada como de interesse público em 1996 e uma figueira-australiana, classificada em 1947. o jardim, de forma retangular e traçado geométrico, tem num dos canteiros uma estátua em pedra de prometeu, aí colocada em 1925 pela cml e, no eixo principal, um pequeno lago com fontanário.

área: 0,3 ha
equipamentos: lago; estatuária; parque infantil; quiosque com esplanada
horário: 24 horas",1,"área: 0,3 ha
equipamentos: lago; estatuária; parque infantil; quiosque com esplanada
horário: 24 horas","0,3 ",1,0,1,0,1,0,1,0,1
Parque do Calhau,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.177011,38.737572,"espaço de recreio informal com amplas clareiras, circuito de manutenção, zona de merendas, campo de jogos e sanitários.

área: 11 ha
equipamentos: circuito de manutenção; campo de jogos
horário: 24 horas
",1,"área: 11 ha
equipamentos: circuito de manutenção; campo de jogos
horário: 24 horas
",11 ,0,0,0,0,0,1,0,0,0
Jardim da Rocha do Conde de Óbidos/Jardim 9 de Abril,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.162761,38.704391,"o jardim da rocha do conde de óbidos, também conhecido por jardim 9 de abril, situa-se na antiga cerca do convento das albertas (convento das freiras carmelitas), estando assente sobre a rocha do conde de óbidos, de onde vem a sua primeira designação. a segunda designação vem em homenagem às tropas portuguesas que participaram na 1ª guerra mundial e que a 9 de abril de 1918 sofreram o embate de uma grande ofensiva lançada pelos alemães sobre as linhas aliadas, incidindo todo o esforço inicial sobre o sector português. foi o começo da chamada batalha de la lys (nome do rio que banha a região). possui um miradouro com vista panorâmica sobre o tejo e está enquadrado por um conjunto de edifícios harmoniosos.

área: 0,3 ha
equipamentos: estatuária
horário: 24 horas
",1,"área: 0,3 ha
equipamentos: estatuária
horário: 24 horas
","0,3 ",0,0,0,0,0,0,1,0,0
Jardim do Arco do Cego,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.142283,38.735914,"o jardim do arco do cego pode ser considerado exemplar face aos grandes desafios urbanos do século xxi em termos de mobilidade. toda a área se apresenta plana e contínua, não existindo sequer descontinuidades entre as vias e o relvado. os caminhos são amplos, planos e com piso regularizado, sendo possível a circulação em cadeira de rodas nas vias principais. a implementação deste novo espaço representou uma requalificação das infraestruturas anteriormente destinadas ao terminal rodoviário de autocarros (agora em sete rios). a primeira área, em pleno desenvolvimento em termos de flora apresenta um elevado número de utilizadores, espaço desafogado e plano, de acesso livre, rodeado por conjuntos de sebes arbustivas, circundadas por muros baixos. foi mantida a contenção do espaço, de acordo com a tipologia do quarteirão existente. 

área: 0,75 ha
equipamentos: equipamento de fitness; parque canino
horário: 24 horas
",1,"área: 0,75 ha
equipamentos: equipamento de fitness; parque canino
horário: 24 horas
","0,75 ",0,0,0,1,0,0,0,1,0
Jardim Roque Gameiro,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.143567,38.705706,"apesar das dimensões reduzidas é possível aqui encontrar alguns exemplares de lódão, jacarandá e tipuana. nas imediações do jardim existem dois quiosques, um dos quais merece destaque devido à peculiaridade da sua arquitetura - apresenta seis painéis de azulejos arte nova, datados de 1915, da autoria de josé pinto. ao centro do jardim, encontra-se a escultura do ""homem do leme"", de francisco santos.

área: 0,08 ha
equipamentos: estatuária
horário: 24 horas",1,"área: 0,08 ha
equipamentos: estatuária
horário: 24 horas","0,08 ",1,0,0,0,0,0,1,0,0
Jardins da Avenida da Liberdade,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.145249,38.719503,"a avenida da liberdade é um dos principais eixos viários da cidade com amplos passeios centrais, densamente arborizados e que incluem canteiros ajardinados. no conjunto arbóreo destacam-se os exemplares de plátanos e palmeiras-das-canárias.

área: 1,2 ha
equipamentos: 6 quiosques com esplanadas; lagos/cascatas
horário: 24 horas",1,"área: 1,2 ha
equipamentos: 6 quiosques com esplanadas; lagos/cascatas
horário: 24 horas","1,2 ",1,0,1,0,0,0,0,0,1
Jardim António Feijó - Jardim dos Anjos,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.134528,38.724659,"o jardim antónio feijó, ou dos anjos como vulgarmente é conhecido, está localizado junto da à igreja de nossa senhora dos anjos e é contemporâneo à construção da mesma, no início do século xx. jardim de pequenas dimensões tem como maior ponto de interesse, em termos de flora, duas árvores classificadas de interesse público (bela sombra).

área: 0,3 ha
equipamentos: instalações sanitárias
horário: 24 horas",1,"área: 0,3 ha
equipamentos: instalações sanitárias
horário: 24 horas","0,3 ",0,0,0,0,0,0,0,0,0
Miradouro do Moinho do Penedo,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.192683,38.721074,"situado junto a uma área desportiva dedicada ao basquete e à alameda keil do amaral, este miradouro dispõe de muitas sombras e é ideal para um piquenique nos dias quentes de verão. o moinho aqui localizado, foi o último, dos vários situados em monsanto, a encerrar. este espaço está equipado com grelhador.

equipamentos: campo de jogos; mesas
horário: 24 horas",1,"equipamentos: campo de jogos; mesas
horário: 24 horas",mentos: campo de jogos; mesas,0,0,0,0,0,0,0,0,0
Miradouro Montes Claros,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.201113,38.717884,"também designado por jardim dos montes claros, é um espaço associado à arquitetura de um edifício onde funciona um restaurante. caracteriza-se como um espaço notável, construído durante o estado novo, de grande sobriedade, onde se estende um grande lago-tanque povoado por gansos.

área: 1,6 ha
equipamentos: restaurante
horário: 24 horas",1,"área: 1,6 ha
equipamentos: restaurante
horário: 24 horas","1,6 ",0,1,0,0,0,0,0,0,1
Jardim Fernando Pessa - Forum Lisboa,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.137671,38.74324,"jardim de bairro muito agradável, localizado junto ao fórum lisboa, perto da avenida de roma, o seu nome é homenagem a fernando pessa, jornalista português. aqui era o local onde fernando pessa costumava dar passeios e andar de bicicleta. 

área: 1,4 ha
equipamentos: parque infantil; equipamentos de fitness, parque canino
horário: 24 horas",1,"área: 1,4 ha
equipamentos: parque infantil; equipamentos de fitness, parque canino
horário: 24 horas","1,4 ",0,0,0,1,1,0,0,1,0
Praça Dona Filipa,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.163294,38.767088,"pequeno jardim de bairro.

área: 0,13 ha
equipamentos: mesas
horário: 24 horas",1,"área: 0,13 ha
equipamentos: mesas
horário: 24 horas","0,13 ",0,0,0,0,0,0,0,0,0
Alameda da Encarnação,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.11899,38.772654,"a alameda da encarnação, para além de ser a principal via de circulação de acesso ao bairro da encarnação, constitui o espaço verde mais importante do bairro, com ligação direta à igreja da encarnação. foi recentemente objeto de requalificação paisagística.

área: 1 ha
equipamentos: equipamento de fitness;
horário: 24 h",1,"área: 1 ha
equipamentos: equipamento de fitness;
horário: 24 h",1 ,0,0,0,1,0,0,0,0,0
Jardins de Campolide,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.164794,38.73656,"este jardim, também denominado por jardim amnistia internacional, é parte integrante do corredor verde de monsanto, um projeto da autoria do arquiteto gonçalo ribeiro telles. aqui foi criado de raiz o parque hortícola dos jardins de campolide, como forma de incentivar a agricultura urbana.

área: 3,2 ha
equipamentos: equipamentos de fitness; quiosque com esplanada; parque infantil; parque hortícola
horário: 24 horas
",1,"área: 3,2 ha
equipamentos: equipamentos de fitness; quiosque com esplanada; parque infantil; parque hortícola
horário: 24 horas
","3,2 ",1,0,1,1,1,0,0,0,0
Jardim do Largo da Luz / Jardim Teixeira Rebelo,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.18369,38.761068,"o jardim teixeira rebelo é um pequeno espaço, mas muito agradável, situado no largo da luz, e que possui dois pequenos lagos interligados por um canal que o atravessa. deve o seu nome ao marechal antónio teixeira de rebelo, fundador e primeiro diretor do colégio militar. também denominado jardim do largo da luz, recebe todos os anos no mês de setembro a conhecida feira da luz. o jardim foi alvo de recuperação, que incluiu a substituição do pavimento, restauração do lago, recuperação dos chafarizes e mobiliário urbanístico. foi também instalado no jardim um quiosque de restauração com wc público e área de esplanada. pretendeu-se requalificar toda a área pedonal e viária, compatibilizando todos os usos que se verificam ao longo do ano, com especial relevo para a feira da luz.

área: 0,89 ha
equipamentos: quiosque com esplanada; lago
horário: 24 horas
",1,"área: 0,89 ha
equipamentos: quiosque com esplanada; lago
horário: 24 horas
","0,89 ",1,0,1,0,0,0,0,0,1
Parque Urbano da Quinta da Granja,Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.190867,38.752015,"a quinta da granja situa-se em benfica, perto da estrada de benfica, no cimo de uma pequena elevação.
nos finais do século xvii, a quinta era propriedade de d. inácia da cunha que a deixou a sua sobrinha, d. susana barbosa de lima, que a terá vendido a joão coelho de melo, testamenteiro de sua tia. em 1703, joão coelho de melo mandou edificar a casa no cimo de uma pequena elevação e em volta plantar um grande jardim. o edifício teria dois pisos, cujas divisões se abririam em volta de um amplo pátio interior, bem ao estilo mediterrânico. d. joão pedro da câmara ficou com a quinta em 1795, tendo passado em 1812 para d. luís da câmara. em 1884, d. duarte manuel de noronha comprou a casa, registado como sendo o último proprietário. 
atualmente esta casa encontra-se inteiramente reabilitada e é um espaço de formação, de treino de competências sociais e de emprego temporário para portadores de síndrome de asperger.

a quinta viu nascer junto a si a av. do uruguai e a av. lusíada e reúne um interessante espólio representativo de vários aspetos que marcaram o modo de vida tradicional de uma quinta agrícola: o lagar, a coleção de utensílios e maquinaria agrícola e a coleção de cangas. para além disso foi criado um parque hortícola, conjunto de hortas urbanas integradas numa unidade homogénea e delimitada.
o recente parque da quinta da granja fica em frente ao colombo, do outro lado da 2.ª circular, na avenida eusébio da silva ferreira. entra-se pela avenida do colégio militar, pela estrada de benfica ou vindo dos lados do jardim da luz.
ao aproximar-se do local, abre-se um espaço de natureza que apetece: verde, arranjo adequado, simples, algum silêncio, espaço para estar ou caminhar. tem um pequeno quiosque com esplanada, passadeiras para caminhar pelo parque e ainda uma ciclovia.
o parque oferece um novo espaço de lazer e de contacto com a natureza, mesmo no meio da cidade.

área: 11 hectares.
equipamentos: quiosque com esplanada, ciclovia, parque infantil e equipamentos de fitness.
horário: 24h 
localização: travessa da granja/rua dr. josé baptista de sousa.
freguesia: benfica
transportes
autocarros: 703; 729; 746; 750; 758; 767
",0,"a quinta viu nascer junto a si a av. do uruguai e a av. lusíada e reúne um interessante espólio representativo de vários aspetos que marcaram o modo de vida tradicional de uma quinta agrícola: o lagar, a coleção de utensílios e maquinaria agrícola e a coleção de cangas. para além disso foi criado um parque hortícola, conjunto de hortas urbanas integradas numa unidade homogénea e delimitada.
o recente parque da quinta da granja fica em frente ao colombo, do outro lado da 2.ª circular, na avenida eusébio da silva ferreira. entra-se pela avenida do colégio militar, pela estrada de benfica ou vindo dos lados do jardim da luz.
ao aproximar-se do local, abre-se um espaço de natureza que apetece: verde, arranjo adequado, simples, algum silêncio, espaço para estar ou caminhar. tem um pequeno quiosque com esplanada, passadeiras para caminhar pelo parque e ainda uma ciclovia.
o parque oferece um novo espaço de lazer e de contacto com a natureza, mesmo no meio da cidade.","ta viu nascer junto a si a av. do uruguai e a av. lusíada e reúne um interessante espólio representativo de vários aspetos que marcaram o modo de vida tradicional de uma quinta agrícola: o lagar, a coleção de utensílios e maquinaria agrícola e a coleção de cangas. para além disso foi criado um parque hortícola, conjunto de hortas urbanas integradas numa unidade homogénea e delimitada.",1,0,1,1,1,0,0,0,0
Miradouro Sophia de Mello Breyner Andresen (Miradouro da Graça),Espaços Verdes e Lazer - Jardins / Parques Urbanos,-9.131584,38.716429,"localizado junto à igreja e antigo convento da graça, é um espaço calcetado, que oferece ao traseunte a sombra de alguns pinheiros-mansos e alguns bancos, onde é possível descansar enquanto nos deleitamos com um lindíssimo panorama sobre a cidade de lisboa e a foz do rio tejo. a silhueta altiva do castelo de são jorge, recortada de torres contra o céu, é a presença mais próxima que prende o nosso olhar. deslizando os olhos pela costa do castelo abaixo, passamos pelos telhados da mouraria até à praça do martim moniz. a contemplação pode prosseguir pela colina de santana , pela baixa e subir a são roque, onde espreitam as ruínas do convento do carmo e o arvoredo do miradouro de são pedro de alcântara. manchas verdes como o jardim botânico da faculdade de ciências, o parque eduardo vii e até o parque florestal de monsanto estão ao alcance da nossa vista. para norte, um pouco obstruídos pelas casas da graça e pelo miradouro da senhora do monte, avistamos ainda as avenidas novas e os edifícios de construção mais recente.

equipamentos: quiosques com esplanada
horário: 24 horas",1,"equipamentos: quiosques com esplanada
horário: 24 horas",mentos: quiosques com esplanada,1,0,1,0,0,0,0,0,0
