linkid,Region_of_Origin,District_of_Origin,County_of_Origin,Average_Daily_SeniorPopulation_Travelling,key_bus_road,distance_bus_road,key_cascais,distance_cascais,key_metro,distance_metro,key_train,distance_train,key_oeiras,distance_oeiras,linkid_county
537307758,R1 - AM Lisboa,Lisboa,Cascais,234.398988,537321129,9.610290082773604,118,1.1488800916539672,Colégio Militar,16.389083945399562,sao-pedro-do-estoril-,0.7718190839217159,889,2.7392609614720786,Cascais
537307765,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537321129,9.675610257569378,118,1.3113217973788691,Colégio Militar,16.401418139611756,sao-pedro-do-estoril-,0.6914422207226584,889,2.8110499274934444,Cascais
537307799,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,10.564146411044137,43,2.0483290869211848,Carnide,17.229866989560815,sao-pedro-do-estoril-,0.20680928858040806,889,3.7002100962651046,Cascais
537307806,R1 - AM Lisboa,Lisboa,Sintra,88.905485,537321129,10.29688339131499,118,1.9801430309458208,Carnide,16.887542667762464,sao-pedro-do-estoril-,0.33758841035907755,889,3.455259613555691,Cascais
537308578,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,10.783920728894724,50,1.5929672810769562,Carnide,16.69246014581764,sao-joao-do-estoril,1.6734514870995305,889,4.350521307506219,Cascais
537308594,R1 - AM Lisboa,Lisboa,Oeiras,174.069526,537321129,10.402448869934645,50,1.9715710937078064,Carnide,16.335680367753508,sao-joao-do-estoril,1.8762468167189559,889,4.001367152164985,Cascais
537308595,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,82.555093,537321129,10.444875259024418,50,1.9256617052790084,Carnide,16.346415118470407,sao-joao-do-estoril,1.911203494852212,889,4.06717311073505,Cascais
537308612,R1 - AM Lisboa,Lisboa,Oeiras,65.362501,537321129,10.426586829706103,50,1.9451577524950825,Carnide,16.342197400257522,sao-joao-do-estoril,1.894909557810308,889,4.038403758978889,Cascais
537308612,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,10.426586829706103,50,1.9451577524950825,Carnide,16.342197400257522,sao-joao-do-estoril,1.894909557810308,889,4.038403758978889,Cascais
537308632,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,10.455512940750065,50,1.9196957260063947,Carnide,16.389702355039855,sao-joao-do-estoril,1.8353619865351087,889,4.045424769798519,Cascais
537308639,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,10.491703208922537,50,1.8870813825987216,Carnide,16.43746077243657,sao-joao-do-estoril,1.7849913728504936,889,4.0655583339656625,Cascais
537308640,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,10.53253504538817,50,1.847329459368715,Carnide,16.477952043620938,sao-joao-do-estoril,1.7564091805097533,889,4.100812666681395,Cascais
537308647,R1 - AM Lisboa,Lisboa,Oeiras,26.823290000000004,537321129,10.598939228190307,50,1.7945037980681728,Carnide,16.574400248210353,sao-joao-do-estoril,1.6451142027362269,889,4.131232757565565,Cascais
537308653,R1 - AM Lisboa,Setúbal,Barreiro,233.203075,537321129,10.569292752189684,50,1.8128912328722444,Carnide,16.518513498535945,sao-joao-do-estoril,1.7223106813365163,889,4.128942120148713,Cascais
537308654,R1 - AM Lisboa,Lisboa,Oeiras,937.389969,910628861,11.020541500859014,44,1.3539262215142855,Carnide,16.76114669670259,sao-joao-do-estoril,1.9578272903869305,889,4.705307097231571,Cascais
537308658,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.917293378570752,9,2.018581503215313,Carnide,15.998036440882965,sao-pedro-do-estoril-,1.8301680102339848,889,3.452183840150857,Cascais
537308659,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.618216209068212,9,1.7383113292965613,Carnide,15.727971188179035,sao-pedro-do-estoril-,1.893633707580916,889,3.175758690474483,Cascais
537308662,R1 - AM Lisboa,Lisboa,Lisboa,272.070254,537321129,9.811577183455508,9,1.917985661814648,Carnide,15.901334159969457,sao-pedro-do-estoril-,1.8500207473349648,889,3.3551373081873517,Cascais
537308666,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.722896247081056,9,1.756683914512586,Carnide,15.702996389222145,sao-pedro-do-estoril-,2.146796503815522,889,3.396770240950026,Cascais
537308666,R1 - AM Lisboa,Lisboa,Oeiras,477.163167,537321129,9.722896247081056,9,1.756683914512586,Carnide,15.702996389222145,sao-pedro-do-estoril-,2.146796503815522,889,3.396770240950026,Cascais
537308671,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,9.698831675910217,9,1.7745685484256195,Carnide,15.749731926775286,sao-pedro-do-estoril-,1.9916694759217768,889,3.3022389597019997,Cascais
537308672,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.589221573721655,9,1.7481194626970662,Carnide,15.741481051865573,sao-pedro-do-estoril-,1.8110488599591237,889,3.108737964158507,Cascais
537308674,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.64816442809336,9,1.7823018802716202,Carnide,15.773584088335125,sao-pedro-do-estoril-,1.8418561288512016,889,3.1843592426576466,Cascais
537308676,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.68802017672835,9,1.8147885833462347,Carnide,15.804610729987134,sao-pedro-do-estoril-,1.8425522745451888,889,3.2261049486013293,Cascais
537308679,R1 - AM Lisboa,Lisboa,Oeiras,231.22489700000003,537321129,9.648262337270634,9,1.6774246757311004,Carnide,15.622707373614794,sao-pedro-do-estoril-,2.1919206474053525,889,3.3443032541427224,Cascais
537308684,R1 - AM Lisboa,Lisboa,Cascais,148.401957,537321129,9.783360863304633,9,1.8174382420533577,Carnide,15.761173642195619,sao-pedro-do-estoril-,2.1278301359784395,889,3.447251201099792,Cascais
537308686,R1 - AM Lisboa,Lisboa,Oeiras,45.176068,537321129,9.658849621366453,9,1.6979459365478031,Carnide,15.651998742905366,sao-pedro-do-estoril-,2.144068732091215,889,3.3320658230734677,Cascais
537308690,R1 - AM Lisboa,Lisboa,Oeiras,96.024796,537321129,9.561033906645145,9,1.6164832069865027,Carnide,15.585870397162347,sao-pedro-do-estoril-,2.1174995288322833,889,3.2205162197667527,Cascais
537308696,R1 - AM Lisboa,Lisboa,Cascais,261.606014,537321129,9.605417227436352,9,1.6350520558803527,Carnide,15.582919538246427,sao-pedro-do-estoril-,2.2042472300182823,889,3.3075723831620283,Cascais
537308699,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,9.71205439027722,9,1.7770840587496406,Carnide,15.746606436154016,sao-pedro-do-estoril-,2.0240678555972367,889,3.330042094708206,Cascais
537308700,R1 - AM Lisboa,Lisboa,Oeiras,26.823290000000004,537321129,9.64036974733681,9,1.674791692340904,Carnide,15.625572305778034,sao-pedro-do-estoril-,2.1706773830182318,889,3.326274365835468,Cascais
537308703,R1 - AM Lisboa,Lisboa,Oeiras,252.636665,537321129,9.666312651727216,9,1.698199368975436,Carnide,15.645347387811926,sao-pedro-do-estoril-,2.173393170531846,889,3.3533697660817894,Cascais
537308877,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.418740422818336,119,1.8742774787956424,Carnide,15.80462313501259,sao-pedro-do-estoril-,1.412883471791747,889,2.74738903829123,Cascais
537308928,R1 - AM Lisboa,Setúbal,Palmela,272.070254,537321129,9.006661694537957,120,1.4361361819658087,Carnide,15.527680177466905,parede,1.449125205706825,889,2.2726567859482136,Cascais
537308994,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.29971521752543,119,1.7334790883861737,Carnide,15.729968365104275,sao-pedro-do-estoril-,1.4258464631226606,889,2.6057774513352268,Cascais
537309016,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.92837648831036,9,2.065321855464408,Carnide,16.053702868757085,sao-pedro-do-estoril-,1.7165326361850917,889,3.4192812853058347,Cascais
537309018,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.084880466154576,122,1.6417924545443887,Carnide,15.51116664469509,sao-pedro-do-estoril-,1.6205374511096697,889,2.420865907813399,Cascais
537309032,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.215739298879033,119,1.6648076837886197,Carnide,15.664135869160633,sao-pedro-do-estoril-,1.4671024541855024,889,2.5165935997498705,Cascais
537309034,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.142935596015102,122,1.67027435194825,Carnide,15.575361803579085,sao-pedro-do-estoril-,1.5586613145796502,889,2.465901149726699,Cascais
537309235,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.180142151164754,119,1.6705008216887631,Carnide,15.621200118414444,sao-pedro-do-estoril-,1.511098272318156,889,2.491190723913537,Cascais
537309408,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.019618505221553,122,1.5920383866471688,Carnide,15.451027950543486,sao-pedro-do-estoril-,1.6707714351210672,889,2.360025923683301,Cascais
537309497,R1 - AM Lisboa,Lisboa,Oeiras,96.024796,537321129,8.973116806892374,9,1.090529864873764,Carnide,15.083748329629357,sao-pedro-do-estoril-,2.296528521730047,889,2.676801879573913,Cascais
537309507,R1 - AM Lisboa,Lisboa,Oeiras,297.981707,537321129,8.880894545991499,9,1.0001484612197715,Carnide,14.992568170459132,sao-pedro-do-estoril-,2.3618472017709617,889,2.6099390698701854,Cascais
537309510,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.540466134084216,9,1.6234578947136915,Carnide,15.605636107152176,sao-pedro-do-estoril-,2.036288924452096,889,3.1602674048131187,Cascais
537309526,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.010596620247883,9,1.0732174483381345,Carnide,15.061711736645046,sao-pedro-do-estoril-,2.388551370625786,889,2.7782213158588642,Cascais
537309548,R1 - AM Lisboa,Lisboa,Oeiras,96.024796,537321129,9.130122385612026,9,1.2195303532892912,Carnide,15.210958187736912,sao-pedro-do-estoril-,2.247752461058062,889,2.827729826859357,Cascais
537309581,R1 - AM Lisboa,Setúbal,Barreiro,233.203075,537321129,9.112385391130276,9,1.3509465755480599,Carnide,15.328055371882005,sao-pedro-do-estoril-,1.9872102529869289,889,2.6572946178362367,Cascais
537309583,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537321129,8.9995401972029,9,1.3022141138794627,Carnide,15.256203203957448,sao-pedro-do-estoril-,1.9951744138146736,889,2.5229951782479967,Cascais
537309596,R1 - AM Lisboa,Lisboa,Mafra,177.810969,537321129,9.282774768507588,9,1.4877773969924906,Carnide,15.47575759447684,sao-pedro-do-estoril-,1.911537299011248,889,2.8171638810897446,Cascais
537309611,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.53471181654114,9,1.671191786344619,Carnide,15.663667732789119,sao-pedro-do-estoril-,1.8945593536700849,889,3.0879421664516347,Cascais
537309616,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.060971570947462,9,1.2167343110122788,Carnide,15.207718254622765,sao-pedro-do-estoril-,2.1618809158074748,889,2.6973775849707975,Cascais
537309626,R1 - AM Lisboa,Lisboa,Mafra,266.716454,537321129,8.891111703152006,9,1.0800126144148268,Carnide,15.061326372250823,sao-pedro-do-estoril-,2.2427345157622205,889,2.5434730673691583,Cascais
537309634,R1 - AM Lisboa,Lisboa,Mafra,177.810969,537321129,8.940639564804533,9,1.1185362439525803,Carnide,15.103654566617873,sao-pedro-do-estoril-,2.218694670546176,889,2.58850994911358,Cascais
537309645,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.522127158549193,9,1.6731239749527034,Carnide,15.6664399971912,sao-pedro-do-estoril-,1.8669051886253685,889,3.061795080431937,Cascais
537309648,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,8.837175369624024,9,1.0161373667539748,Carnide,14.997894015379279,sao-pedro-do-estoril-,2.3021878902204422,889,2.516562362782863,Cascais
537309661,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,8.886625311741472,9,1.0382293499401192,Carnide,15.026717953172147,sao-pedro-do-estoril-,2.30325824689932,889,2.5778899083563815,Cascais
537309722,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,9.114432873165963,9,1.2844887532472578,Carnide,15.274525733669947,sao-pedro-do-estoril-,2.0968825276065113,889,2.722146691328733,Cascais
537309884,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,910628861,11.40630226484608,44,1.0201647814177583,Carnide,17.034520825073958,sao-joao-do-estoril,2.123461574099135,889,5.138309572874593,Cascais
537310196,R1 - AM Lisboa,Setúbal,Almada,27.548637,537321129,9.472860725104224,9,1.4978076262642634,Carnide,15.447534038411709,sao-pedro-do-estoril-,2.274785852172902,889,3.2091702950182865,Cascais
537310196,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.472860725104224,9,1.4978076262642634,Carnide,15.447534038411709,sao-pedro-do-estoril-,2.274785852172902,889,3.2091702950182865,Cascais
537310261,R1 - AM Lisboa,Lisboa,Oeiras,181.380169,537321129,9.063458805767404,9,1.1185234189045423,Carnide,15.103585519893668,sao-pedro-do-estoril-,2.3752859424549877,889,2.829485270528182,Cascais
537310262,R1 - AM Lisboa,Lisboa,Oeiras,161.280577,537321129,9.10015169954008,9,1.1523073592608952,Carnide,15.135302128761824,sao-pedro-do-estoril-,2.361404293651431,889,2.861880431910341,Cascais
537310262,R1 - AM Lisboa,Lisboa,Cascais,261.606014,537321129,9.10015169954008,9,1.1523073592608952,Carnide,15.135302128761824,sao-pedro-do-estoril-,2.361404293651431,889,2.861880431910341,Cascais
537310263,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,9.12193421883273,9,1.1727052949452959,Carnide,15.154501888598633,sao-pedro-do-estoril-,2.3526519077802828,889,2.8807154140262186,Cascais
537310263,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,165.110186,537321129,9.12193421883273,9,1.1727052949452959,Carnide,15.154501888598633,sao-pedro-do-estoril-,2.3526519077802828,889,2.8807154140262186,Cascais
537310263,R1 - AM Lisboa,Lisboa,Oeiras,34.333812,537321129,9.12193421883273,9,1.1727052949452959,Carnide,15.154501888598633,sao-pedro-do-estoril-,2.3526519077802828,889,2.8807154140262186,Cascais
537310264,R1 - AM Lisboa,Lisboa,Cascais,261.606014,537321129,9.159931687729278,9,1.2079218439860029,Carnide,15.187308584547793,sao-pedro-do-estoril-,2.3392562950492137,889,2.914530381221803,Cascais
537310264,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.159931687729278,9,1.2079218439860029,Carnide,15.187308584547793,sao-pedro-do-estoril-,2.3392562950492137,889,2.914530381221803,Cascais
537310265,R1 - AM Lisboa,Lisboa,Oeiras,120.548947,537321129,9.291148331010788,9,1.3315522315686001,Carnide,15.30206853662462,sao-pedro-do-estoril-,2.294506112726168,889,3.030551259016045,Cascais
537310265,R1 - AM Lisboa,Lisboa,Cascais,352.454647,537321129,9.291148331010788,9,1.3315522315686001,Carnide,15.30206853662462,sao-pedro-do-estoril-,2.294506112726168,889,3.030551259016045,Cascais
537310265,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.291148331010788,9,1.3315522315686001,Carnide,15.30206853662462,sao-pedro-do-estoril-,2.294506112726168,889,3.030551259016045,Cascais
537310266,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,9.327173186364327,9,1.3675804361232353,Carnide,15.336661041550865,sao-pedro-do-estoril-,2.2768060270865917,889,3.0590295878025153,Cascais
537310266,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,82.555093,537321129,9.327173186364327,9,1.3675804361232353,Carnide,15.336661041550865,sao-pedro-do-estoril-,2.2768060270865917,889,3.0590295878025153,Cascais
537310266,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.327173186364327,9,1.3675804361232353,Carnide,15.336661041550865,sao-pedro-do-estoril-,2.2768060270865917,889,3.0590295878025153,Cascais
537310267,R1 - AM Lisboa,Setúbal,Barreiro,233.203075,537321129,9.381604502342741,9,1.425892628537543,Carnide,15.395285054423931,sao-pedro-do-estoril-,2.237004170019448,889,3.0949847706531997,Cascais
537310267,R1 - AM Lisboa,Lisboa,Oeiras,260.790177,537321129,9.381604502342741,9,1.425892628537543,Carnide,15.395285054423931,sao-pedro-do-estoril-,2.237004170019448,889,3.0949847706531997,Cascais
537310346,R1 - AM Lisboa,Lisboa,Oeiras,313.147375,537321129,9.210832412905114,9,1.2559150092615488,Carnide,15.232133865914125,sao-pedro-do-estoril-,2.3203985713909847,889,2.958972200178698,Cascais
537310409,R1 - AM Lisboa,Lisboa,Oeiras,325.851582,537321129,9.416386178388173,9,1.4441419862917402,Carnide,15.399421693813656,sao-pedro-do-estoril-,2.2855239068229087,889,3.156871509745891,Cascais
537310409,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,9.416386178388173,9,1.4441419862917402,Carnide,15.399421693813656,sao-pedro-do-estoril-,2.2855239068229087,889,3.156871509745891,Cascais
537310475,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.253829470465098,9,1.2963037243529576,Carnide,15.269512066696056,sao-pedro-do-estoril-,2.306327205697063,889,2.9972944081073445,Cascais
537310477,R1 - AM Lisboa,Lisboa,Oeiras,226.643077,537321129,9.350418633491419,9,1.3836027253300376,Carnide,15.346572543160539,sao-pedro-do-estoril-,2.2926463101712486,889,3.0921055582659953,Cascais
537312049,R1 - AM Lisboa,Lisboa,Lisboa,309.581598,537321129,14.841526557689045,68,1.1384426269431696,Carnide,21.368808693221343,cascais,1.1950345774959807,889,7.971561547933894,Cascais
537312049,R1 - AM Lisboa,Lisboa,Cascais,5513.836271,537321129,14.841526557689045,68,1.1384426269431696,Carnide,21.368808693221343,cascais,1.1950345774959807,889,7.971561547933894,Cascais
537312050,R1 - AM Lisboa,Lisboa,Lisboa,272.890446,537321129,14.88565419015438,68,1.1225045503085256,Carnide,21.401195184036855,cascais,1.1773896952244216,889,8.016268754521398,Cascais
537312063,R1 - AM Lisboa,Lisboa,Cascais,233.203075,537321129,13.959695453523429,73,1.5690892156081655,Carnide,19.714123476940387,monte-estoril,1.4212060435161165,889,7.374018638057194,Cascais
537312080,R1 - AM Lisboa,Lisboa,Cascais,272.070254,819525518,11.054557526400169,46,1.401283348081541,Carnide,15.823967545565806,sao-joao-do-estoril,4.182237696353064,747,4.892728672613648,Cascais
537312381,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.598966999685398,43,1.97540227700596,Carnide,17.23783123394844,sao-pedro-do-estoril-,0.270052657595135,889,3.7394446976463103,Cascais
537312699,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.320912503229613,118,1.860716137058008,Carnide,16.9956050242404,sao-pedro-do-estoril-,0.08681908702408897,889,3.458064110269035,Cascais
537312703,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.341601378233811,118,1.9059456059403628,Carnide,16.997440919446262,sao-pedro-do-estoril-,0.1301769233664035,889,3.4820883009004824,Cascais
537318837,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,11.250675808433002,43,1.092833859744582,Carnide,17.386661676746698,sao-joao-do-estoril,0.8526360596251369,889,4.594917729823838,Cascais
537324414,R1 - AM Lisboa,Lisboa,Cascais,85.916922,537321129,14.756971725929438,68,1.0061504220260948,Carnide,20.72475254385553,cascais,0.941329109816914,889,8.032067305507779,Cascais
537325712,R1 - AM Lisboa,Lisboa,Cascais,978.157342,910628861,18.67308095279989,101803,1.4840959271835836,Carnide,23.74982583092021,cascais,5.4280357173006815,889,12.268863163849861,Cascais
537325712,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,910628861,18.67308095279989,101803,1.4840959271835836,Carnide,23.74982583092021,cascais,5.4280357173006815,889,12.268863163849861,Cascais
542389846,R1 - AM Lisboa,Lisboa,Oeiras,1834.09898,537321129,18.650470306361772,101804,1.805937583470292,Carnide,24.08114935341731,cascais,4.805895930177238,889,12.06132292620747,Cascais
542390482,R1 - AM Lisboa,Lisboa,Cascais,5547.964929,537321129,14.355257370854796,68,1.3291243293775572,Carnide,20.216925287253503,cascais,1.2657190144666706,889,7.6934400482241525,Cascais
542390482,R1 - AM Lisboa,Lisboa,Oeiras,580.369644,537321129,14.355257370854796,68,1.3291243293775572,Carnide,20.216925287253503,cascais,1.2657190144666706,889,7.6934400482241525,Cascais
542390486,R1 - AM Lisboa,Lisboa,Cascais,369.238202,537321129,14.109206593225124,68,1.2487956460262757,Carnide,20.01560327051478,monte-estoril,1.1039788975414566,889,7.434355543984333,Cascais
542390611,R1 - AM Lisboa,Lisboa,Oeiras,233.203075,537321129,14.411621903809438,53,1.2274586679266597,Carnide,20.13891221956539,cascais,1.6786948605477214,889,7.819291720299955,Cascais
542390611,R1 - AM Lisboa,Lisboa,Cascais,5695.856668,537321129,14.411621903809438,53,1.2274586679266597,Carnide,20.13891221956539,cascais,1.6786948605477214,889,7.819291720299955,Cascais
542390611,R1 - AM Lisboa,Lisboa,Sintra,128.419033,537321129,14.411621903809438,53,1.2274586679266597,Carnide,20.13891221956539,cascais,1.6786948605477214,889,7.819291720299955,Cascais
542424890,R1 - AM Lisboa,Lisboa,Mafra,77.05142,537321129,14.63029777307163,53,1.0215066901092071,Carnide,20.380881767175005,cascais,1.5985161152209948,889,8.015359612408915,Cascais
542425754,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,18.67209716350635,101808,2.4318645890183683,Carnide,24.75821785836027,cascais,4.264651175513549,889,11.847481817159993,Cascais
542425759,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,18.141479488516463,101811,2.0668303125525638,Carnide,24.32949733264193,cascais,3.74590493229656,889,11.299713199878346,Cascais
542425760,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,17.99535608611864,101811,1.9517612156347093,Carnide,24.21582320899647,cascais,3.610347809622621,889,11.148667454367262,Cascais
542425760,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537321129,17.99535608611864,101811,1.9517612156347093,Carnide,24.21582320899647,cascais,3.610347809622621,889,11.148667454367262,Cascais
542425760,R1 - AM Lisboa,Setúbal,Barreiro,408.105381,537321129,17.99535608611864,101811,1.9517612156347093,Carnide,24.21582320899647,cascais,3.610347809622621,889,11.148667454367262,Cascais
542427593,R1 - AM Lisboa,Lisboa,Sintra,128.419033,537321129,14.371541910862248,53,1.2727515180934543,Carnide,20.123691758404306,monte-estoril,1.6047609216200862,889,7.767185668424124,Cascais
542427662,R1 - AM Lisboa,Lisboa,Cascais,233.203075,537321129,11.100772589658623,43,1.3306577058351077,Carnide,17.57585093988105,sao-joao-do-estoril,0.5022758817329371,889,4.277279148957821,Cascais
542427663,R1 - AM Lisboa,Lisboa,Cascais,233.203075,537321129,11.11267887290481,43,1.2968547342519263,Carnide,17.570825196948267,sao-joao-do-estoril,0.4751752407943381,889,4.295007465244123,Cascais
542427721,R1 - AM Lisboa,Setúbal,Almada,26.528318,537321129,14.743199046427776,53,1.1008628482222016,Carnide,20.630937713383858,cascais,1.1843706826950002,889,8.054751156314492,Cascais
542427724,R1 - AM Lisboa,Lisboa,Cascais,3378.9123310000004,537321129,14.758240428284928,53,1.01745787867156,Carnide,20.606232367048488,cascais,1.3093462937922686,889,8.088314604354702,Cascais
542427793,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,11.155293385126978,43,1.1264263374093924,Carnide,17.458687298194235,sao-joao-do-estoril,0.5271671877571494,889,4.406014851117717,Cascais
542427793,R1 - AM Lisboa,Lisboa,Lisboa,816.210762,537321129,11.155293385126978,43,1.1264263374093924,Carnide,17.458687298194235,sao-joao-do-estoril,0.5271671877571494,889,4.406014851117717,Cascais
542427802,R1 - AM Lisboa,Lisboa,Cascais,1912.265215,537321129,14.352936737960944,68,1.1801773512435776,Carnide,20.261472005328184,cascais,1.1167974686987303,889,7.6679896362639415,Cascais
542427802,R1 - AM Lisboa,Lisboa,Sintra,128.419033,537321129,14.352936737960944,68,1.1801773512435776,Carnide,20.261472005328184,cascais,1.1167974686987303,889,7.6679896362639415,Cascais
542427803,R1 - AM Lisboa,Lisboa,Cascais,1421.804733,537321129,14.367366864309629,68,1.1798270008338734,Carnide,20.275339887885625,cascais,1.1162363094155112,889,7.6821773423687665,Cascais
542427806,R1 - AM Lisboa,Lisboa,Cascais,2569.768329,537321129,14.351894934415341,68,1.1635803599476062,Carnide,20.265661571684575,cascais,1.1002171015338118,889,7.664459210668187,Cascais
542427806,R1 - AM Lisboa,Lisboa,Oeiras,96.024796,537321129,14.351894934415341,68,1.1635803599476062,Carnide,20.265661571684575,cascais,1.1002171015338118,889,7.664459210668187,Cascais
542427875,R1 - AM Lisboa,Setúbal,Almada,26.528318,537321129,14.727803526830971,53,1.1531894226487258,Carnide,20.636249530662674,cascais,1.1176754062228182,889,8.030216630164322,Cascais
542429409,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537321129,9.482343813495838,118,1.0250103665839774,Colégio Militar,16.279033884540933,parede,0.6814795121667929,889,2.6108472898329254,Cascais
542429435,R1 - AM Lisboa,Lisboa,Oeiras,136.035127,537321129,10.948664960176439,44,1.4210709033668034,Carnide,16.722297617690767,sao-joao-do-estoril,1.908191938548482,889,4.613645911955688,Cascais
542430398,R1 - AM Lisboa,Lisboa,Sintra,105.070118,537321129,13.607924511318304,51,1.075560369489995,Carnide,19.60123465015112,monte-estoril,0.6601923755301912,889,6.909192181084266,Cascais
542430838,R1 - AM Lisboa,Lisboa,Lisboa,272.070254,537321129,13.530242870158858,51,1.1284466745909918,Carnide,19.37539321731279,monte-estoril,1.0866882369794422,889,6.914087515789302,Cascais
542430858,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537321129,9.675761399004662,118,1.2215858245412186,Colégio Militar,16.44157040481063,sao-pedro-do-estoril-,0.7008766495664341,889,2.805446328544696,Cascais
542430858,R1 - AM Lisboa,Lisboa,Cascais,359.969875,537321129,9.675761399004662,118,1.2215858245412186,Colégio Militar,16.44157040481063,sao-pedro-do-estoril-,0.7008766495664341,889,2.805446328544696,Cascais
542430984,R1 - AM Lisboa,Lisboa,Mafra,88.905485,537321129,8.95403596715951,9,1.0697065979213969,Carnide,15.062905757239001,sao-pedro-do-estoril-,2.313745283729481,889,2.6653132140783438,Cascais
542431056,R1 - AM Lisboa,Lisboa,Cascais,136.035127,537321129,9.675438602370924,9,1.7448997982496441,Carnide,15.717862936018095,sao-pedro-do-estoril-,2.0221742077215272,889,3.292308200844973,Cascais
542431060,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,165.110186,537321129,9.653215899843493,9,1.7341319031091442,Carnide,15.712703119493876,sao-pedro-do-estoril-,1.9928714428933658,889,3.2564420537439647,Cascais
542431060,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537321129,9.653215899843493,9,1.7341319031091442,Carnide,15.712703119493876,sao-pedro-do-estoril-,1.9928714428933658,889,3.2564420537439647,Cascais
542431078,R1 - AM Lisboa,Lisboa,Cascais,450.859278,537321129,10.378843330207161,117,1.835804024223764,Carnide,17.099523204474572,sao-pedro-do-estoril-,0.07851240550355237,889,3.5094294387345215,Cascais
542431079,R1 - AM Lisboa,Lisboa,Cascais,342.031177,537321129,10.426697074694006,117,1.8856031259089927,Carnide,17.139332205994606,sao-pedro-do-estoril-,0.08531173931125814,889,3.5577727489219866,Cascais
542431081,R1 - AM Lisboa,Lisboa,Oeiras,291.204127,537321129,9.752690662621156,9,1.8528115886636252,Carnide,15.835553477708027,sao-pedro-do-estoril-,1.8920307771185685,889,3.3133296754139328,Cascais
542431083,R1 - AM Lisboa,Setúbal,Barreiro,233.203075,537321129,9.694049327336137,9,1.777625854752367,Carnide,15.756144684861752,sao-pedro-do-estoril-,1.9676234683158385,889,3.286701464169787,Cascais
