linkid,api_county,api_city,api_district
1062223058,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1217936592,Porto,Maia,Maia
850410708,Lisboa,Mafra,Mafra
1062223057,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1062223059,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1062223060,Porto,Vila Nova de Gaia,Vila Nova de Gaia
746339552,Lisboa,Lisboa,Lisboa
746339553,Lisboa,Lisboa,Lisboa
746339554,Lisboa,Lisboa,Lisboa
746339555,Lisboa,Lisboa,Lisboa
746339556,Lisboa,Lisboa,Lisboa
812137698,Porto,Porto,Porto
812137699,Porto,Porto,Porto
746339560,Lisboa,Lisboa,Lisboa
746339562,Lisboa,Lisboa,Lisboa
746339563,Lisboa,Lisboa,Lisboa
1162362091,Porto,Vila Nova de Gaia,Vila Nova de Gaia
576732404,Setúbal,Palmela,Palmela
576732405,Setúbal,Palmela,Palmela
576732406,Setúbal,Palmela,Palmela
576732407,Setúbal,Palmela,Palmela
915160313,Setúbal,Setúbal,Setúbal
576732410,Setúbal,Palmela,Palmela
1196965120,Lisboa,Lisboa,Lisboa
812137741,Lisboa,Lisboa,Lisboa
812137742,Lisboa,Lisboa,Lisboa
812137743,Lisboa,Lisboa,Lisboa
915160347,Setúbal,Palmela,Palmela
915160348,Setúbal,Palmela,Palmela
915160349,Setúbal,Palmela,Palmela
576732446,Setúbal,Palmela,Palmela
576732447,Setúbal,Palmela,Palmela
915160350,Setúbal,Palmela,Palmela
915160351,Setúbal,Palmela,Palmela
576732450,Setúbal,Palmela,Palmela
915160352,Setúbal,Palmela,Palmela
576732452,Setúbal,Palmela,Palmela
576732455,Setúbal,Palmela,Palmela
576732459,Setúbal,Palmela,Palmela
576732461,Setúbal,Palmela,Palmela
576732462,Setúbal,Palmela,Palmela
576732463,Setúbal,Palmela,Palmela
576732464,Setúbal,Palmela,Palmela
576732466,Setúbal,Palmela,Palmela
576732469,Setúbal,Palmela,Palmela
936656182,Lisboa,Sintra,Sintra
576732471,Setúbal,Palmela,Palmela
576732474,Setúbal,Palmela,Palmela
576732475,Setúbal,Palmela,Palmela
575159612,Setúbal,Almada,Almada
576732476,Setúbal,Palmela,Palmela
936656186,Lisboa,Sintra,Sintra
576732480,Setúbal,Palmela,Palmela
746863938,Porto,Porto,Porto
576732483,Setúbal,Palmela,Palmela
746863939,Porto,Porto,Porto
576732485,Setúbal,Palmela,Palmela
746863942,Porto,Porto,Porto
576732487,Setúbal,Palmela,Palmela
576732488,Setúbal,Palmela,Palmela
746863943,Porto,Porto,Porto
858013004,Lisboa,Amadora,Amadora
858013005,Lisboa,Amadora,Amadora
746863950,Porto,Porto,Porto
837565780,Porto,Porto,Porto
746863956,Porto,Porto,Porto
575159641,Setúbal,Almada,Almada
1166032221,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1220033886,Lisboa,Cascais,Cascais
1220033887,Lisboa,Cascais,Cascais
576732519,Setúbal,Palmela,Palmela
707542375,Setúbal,Palmela,Palmela
576732522,Setúbal,Palmela,Palmela
576732523,Setúbal,Palmela,Palmela
576732526,Setúbal,Palmela,Palmela
576732527,Setúbal,Palmela,Palmela
576732532,Setúbal,Palmela,Palmela
576732534,Setúbal,Palmela,Palmela
576732538,Setúbal,Palmela,Palmela
576732541,Setúbal,Palmela,Palmela
576732543,Setúbal,Palmela,Palmela
576732547,Setúbal,Palmela,Palmela
576732554,Setúbal,Palmela,Palmela
576732555,Setúbal,Palmela,Palmela
1212956045,Porto,Gondomar,Gondomar
576732558,Setúbal,Palmela,Palmela
1212956046,Porto,Porto,Porto
576732560,Setúbal,Palmela,Palmela
576732561,Setúbal,Palmela,Palmela
1212956047,Porto,Gondomar,Gondomar
1212956048,Porto,Gondomar,Gondomar
576732565,Setúbal,Palmela,Palmela
576732569,Setúbal,Palmela,Palmela
576732570,Setúbal,Palmela,Palmela
576732571,Setúbal,Palmela,Palmela
576732572,Setúbal,Palmela,Palmela
576732574,Setúbal,Palmela,Palmela
576732581,Setúbal,Palmela,Palmela
576732585,Setúbal,Palmela,Palmela
575159722,Setúbal,Almada,Almada
576732590,Setúbal,Palmela,Palmela
576732593,Setúbal,Palmela,Palmela
576732596,Setúbal,Palmela,Palmela
575159732,Setúbal,Almada,Almada
576732598,Setúbal,Palmela,Palmela
575159734,Setúbal,Almada,Almada
575159735,Setúbal,Almada,Almada
575159737,Setúbal,Almada,Almada
575159742,Setúbal,Almada,Almada
575159750,Setúbal,Almada,Almada
575159753,Setúbal,Almada,Almada
576732633,Setúbal,Palmela,Palmela
576732636,Setúbal,Palmela,Palmela
576732637,Setúbal,Palmela,Palmela
576732638,Setúbal,Palmela,Palmela
576732640,Setúbal,Palmela,Palmela
576732641,Setúbal,Palmela,Palmela
576732643,Setúbal,Palmela,Palmela
576732647,Setúbal,Palmela,Palmela
1223441896,Lisboa,Lisboa,Lisboa
1223441897,Lisboa,Lisboa,Lisboa
907034096,Porto,Porto,Porto
907034100,Porto,Porto,Porto
576732662,Setúbal,Palmela,Palmela
1212694009,Lisboa,Lisboa,Lisboa
1212694010,Lisboa,Lisboa,Lisboa
575159803,Setúbal,Almada,Almada
576732672,Setúbal,Palmela,Palmela
576732673,Setúbal,Palmela,Palmela
575159810,Setúbal,Almada,Almada
575159817,Setúbal,Almada,Almada
746339850,Lisboa,Lisboa,Lisboa
746339851,Lisboa,Lisboa,Lisboa
746339852,Lisboa,Lisboa,Lisboa
576732687,Setúbal,Palmela,Palmela
576732694,Setúbal,Palmela,Palmela
575159831,Setúbal,Almada,Almada
576732695,Setúbal,Palmela,Palmela
576732696,Setúbal,Palmela,Palmela
1160003097,Lisboa,Cascais,Cascais
1160003098,Lisboa,Cascais,Cascais
576732700,Setúbal,Palmela,Palmela
1160003099,Lisboa,Cascais,Cascais
575159838,Setúbal,Almada,Almada
576732702,Setúbal,Palmela,Palmela
576732704,Setúbal,Palmela,Palmela
575159840,Setúbal,Almada,Almada
576732705,Setúbal,Palmela,Palmela
1160003100,Lisboa,Cascais,Cascais
868498976,Lisboa,Lisboa,Lisboa
868498980,Lisboa,Lisboa,Lisboa
575159847,Setúbal,Almada,Almada
576732711,Setúbal,Palmela,Palmela
576732712,Setúbal,Palmela,Palmela
576732713,Setúbal,Palmela,Palmela
868498989,Lisboa,Lisboa,Lisboa
1220034094,Lisboa,Cascais,Cascais
1166032431,Porto,Vila Nova de Gaia,Vila Nova de Gaia
575159856,Setúbal,Almada,Almada
1166032432,Porto,Vila Nova de Gaia,Vila Nova de Gaia
80231987,Setúbal,Sesimbra,Sesimbra
575159867,Setúbal,Almada,Almada
576732736,Setúbal,Palmela,Palmela
576732759,Setúbal,Palmela,Palmela
987774552,Lisboa,Sintra,Sintra
987774553,Lisboa,Sintra,Sintra
576732760,Setúbal,Palmela,Palmela
576732761,Setúbal,Palmela,Palmela
576732762,Setúbal,Palmela,Palmela
575159901,Setúbal,Almada,Almada
575159902,Setúbal,Almada,Almada
576732763,Setúbal,Palmela,Palmela
576732766,Setúbal,Palmela,Palmela
576732770,Setúbal,Palmela,Palmela
1148730978,Setúbal,Setúbal,Setúbal
575159908,Setúbal,Almada,Almada
1220034151,Lisboa,Oeiras,Oeiras
575159914,Setúbal,Almada,Almada
575159918,Setúbal,Almada,Almada
575159921,Setúbal,Almada,Almada
984628851,Lisboa,Oeiras,Oeiras
575159924,Setúbal,Almada,Almada
575159925,Setúbal,Almada,Almada
575159929,Setúbal,Almada,Almada
575159930,Setúbal,Almada,Almada
575159932,Setúbal,Almada,Almada
575159933,Setúbal,Almada,Almada
1217937022,Porto,Valongo,Valongo
1217937023,Porto,Valongo,Valongo
576732802,Setúbal,Palmela,Palmela
575159939,Setúbal,Almada,Almada
575159940,Setúbal,Almada,Almada
576732805,Setúbal,Palmela,Palmela
576732806,Setúbal,Palmela,Palmela
575159947,Setúbal,Almada,Almada
575159948,Setúbal,Almada,Almada
1144012444,Setúbal,Almada,Almada
575159968,Setúbal,Almada,Almada
576732837,Setúbal,Palmela,Palmela
576732840,Setúbal,Palmela,Palmela
1166032549,Porto,Vila Nova de Gaia,Vila Nova de Gaia
576732844,Setúbal,Palmela,Palmela
575159981,Setúbal,Almada,Almada
1160265384,Lisboa,Lisboa,Lisboa
576732853,Setúbal,Palmela,Palmela
1216888506,Lisboa,Oeiras,Oeiras
1216888507,Lisboa,Oeiras,Oeiras
576732860,Setúbal,Palmela,Palmela
576732866,Setúbal,Palmela,Palmela
576732868,Setúbal,Palmela,Palmela
575160005,Setúbal,Almada,Almada
788020949,Aveiro,Santa Maria da Feira,Santa Maria da Feira
1157906140,Lisboa,Odivelas,Odivelas
1157906141,Lisboa,Odivelas,Odivelas
1157906145,Lisboa,Odivelas,Odivelas
1157906147,Lisboa,Odivelas,Odivelas
1157906148,Lisboa,Odivelas,Odivelas
1090010867,Lisboa,Odivelas,Odivelas
999046900,Lisboa,Amadora,Amadora
575160055,Setúbal,Almada,Almada
999046903,Lisboa,Amadora,Amadora
576732924,Setúbal,Palmela,Palmela
576732925,Setúbal,Palmela,Palmela
576732926,Setúbal,Palmela,Palmela
850673407,Lisboa,Mafra,Mafra
850673411,Lisboa,Mafra,Mafra
850673412,Lisboa,Mafra,Mafra
819740421,Lisboa,Lisboa,Lisboa
575160073,Setúbal,Almada,Almada
575160076,Setúbal,Almada,Almada
576732947,Setúbal,Palmela,Palmela
576732948,Setúbal,Palmela,Palmela
576732950,Setúbal,Palmela,Palmela
576732969,Setúbal,Palmela,Palmela
576732976,Setúbal,Palmela,Palmela
576732982,Setúbal,Palmela,Palmela
575160119,Setúbal,Almada,Almada
576732998,Setúbal,Palmela,Palmela
1220296527,Lisboa,Odivelas,Odivelas
1220296528,Lisboa,Odivelas,Odivelas
1201422161,Lisboa,Lisboa,Lisboa
575160146,Setúbal,Almada,Almada
587743059,Setúbal,Moita,Moita
1201422162,Lisboa,Lisboa,Lisboa
587743061,Lisboa,Vila Franca de Xira,Vila Franca de Xira
576733016,Setúbal,Palmela,Palmela
587743064,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587743065,Lisboa,Vila Franca de Xira,Vila Franca de Xira
841760603,Lisboa,Cascais,Cascais
1201422168,Lisboa,Lisboa,Lisboa
841760601,Lisboa,Cascais,Cascais
811876192,Lisboa,Lisboa,Lisboa
1219247973,Porto,Porto,Porto
990658406,Lisboa,Lisboa,Lisboa
1219247974,Porto,Porto,Porto
990658408,Lisboa,Lisboa,Lisboa
841760617,Lisboa,Cascais,Cascais
841760618,Lisboa,Cascais,Cascais
990658410,Lisboa,Lisboa,Lisboa
1219247978,Porto,Porto,Porto
1219247979,Porto,Porto,Porto
990658413,Lisboa,Lisboa,Lisboa
990658414,Lisboa,Lisboa,Lisboa
990658415,Lisboa,Lisboa,Lisboa
990658416,Lisboa,Lisboa,Lisboa
990658417,Lisboa,Lisboa,Lisboa
990658418,Lisboa,Lisboa,Lisboa
587743092,Setúbal,Moita,Moita
990658419,Lisboa,Lisboa,Lisboa
1219247990,Porto,Porto,Porto
1219247991,Porto,Porto,Porto
990658421,Lisboa,Lisboa,Lisboa
990658423,Lisboa,Lisboa,Lisboa
990658424,Lisboa,Lisboa,Lisboa
990658425,Lisboa,Lisboa,Lisboa
990658426,Lisboa,Lisboa,Lisboa
811876221,Lisboa,Lisboa,Lisboa
1219247989,Porto,Porto,Porto
1219248003,Porto,Porto,Porto
587743111,Setúbal,Moita,Moita
812138377,Lisboa,Lisboa,Lisboa
1219248014,Porto,Porto,Porto
1219248015,Porto,Porto,Porto
1219248043,Porto,Porto,Porto
575160241,Setúbal,Almada,Almada
575160243,Setúbal,Almada,Almada
575160245,Setúbal,Almada,Almada
575160247,Setúbal,Seixal,Seixal
812138425,Lisboa,Lisboa,Lisboa
575160250,Setúbal,Seixal,Seixal
812138426,Lisboa,Lisboa,Lisboa
575160253,Setúbal,Almada,Almada
575160254,Setúbal,Almada,Almada
1201422273,Lisboa,Lisboa,Lisboa
575160258,Setúbal,Seixal,Seixal
575160259,Setúbal,Almada,Almada
575160264,Setúbal,Almada,Almada
576733129,Setúbal,Palmela,Palmela
575160266,Setúbal,Almada,Almada
576733134,Setúbal,Palmela,Palmela
576733137,Setúbal,Palmela,Palmela
576733139,Setúbal,Palmela,Palmela
576733146,Setúbal,Palmela,Palmela
576733147,Setúbal,Palmela,Palmela
1181237210,Setúbal,Almada,Almada
1181237211,Setúbal,Almada,Almada
1227112415,Porto,Valongo,Valongo
1227112416,Porto,Valongo,Valongo
576733155,Setúbal,Palmela,Palmela
575160293,Setúbal,Almada,Almada
1219248104,Porto,Porto,Porto
1219248105,Porto,Porto,Porto
1162362868,Setúbal,Palmela,Palmela
1162362871,Setúbal,Palmela,Palmela
575160321,Setúbal,Almada,Almada
1219248135,Porto,Porto,Porto
1219248136,Porto,Porto,Porto
1181237257,Setúbal,Seixal,Seixal
1181237258,Setúbal,Seixal,Seixal
575160331,Setúbal,Almada,Almada
575160332,Setúbal,Almada,Almada
576733196,Setúbal,Palmela,Palmela
575160334,Setúbal,Almada,Almada
575160335,Setúbal,Almada,Almada
576733199,Setúbal,Palmela,Palmela
1181237260,Setúbal,Almada,Almada
575160343,Setúbal,Almada,Almada
576733213,Setúbal,Palmela,Palmela
575160351,Setúbal,Almada,Almada
769146912,Porto,Vila Nova de Gaia,Vila Nova de Gaia
576733217,Setúbal,Palmela,Palmela
575160354,Setúbal,Almada,Almada
769146913,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1160265760,Lisboa,Lisboa,Lisboa
575160357,Setúbal,Almada,Almada
1160265764,Lisboa,Lisboa,Lisboa
1160265766,Lisboa,Lisboa,Lisboa
575160362,Setúbal,Almada,Almada
576733238,Setúbal,Palmela,Palmela
575160378,Setúbal,Almada,Almada
575160381,Setúbal,Almada,Almada
575160412,Setúbal,Almada,Almada
774127718,Lisboa,Cascais,Cascais
774127719,Lisboa,Cascais,Cascais
774127720,Lisboa,Cascais,Cascais
575160425,Setúbal,Almada,Almada
774127721,Lisboa,Cascais,Cascais
575160428,Setúbal,Almada,Almada
774127732,Lisboa,Cascais,Cascais
1220034676,Lisboa,Cascais,Cascais
774127734,Lisboa,Cascais,Cascais
1220034677,Lisboa,Cascais,Cascais
812138635,Porto,Porto,Porto
1145585810,Setúbal,Setúbal,Setúbal
1145585811,Setúbal,Setúbal,Setúbal
815546518,Lisboa,Loures,Loures
907034789,Porto,Gondomar,Gondomar
907034790,Porto,Gondomar,Gondomar
907034791,Porto,Gondomar,Gondomar
907034792,Porto,Gondomar,Gondomar
907034793,Porto,Gondomar,Gondomar
1166033066,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1166033067,Porto,Vila Nova de Gaia,Vila Nova de Gaia
907034794,Porto,Gondomar,Gondomar
1166033069,Porto,Vila Nova de Gaia,Vila Nova de Gaia
1166033070,Porto,Vila Nova de Gaia,Vila Nova de Gaia
907034796,Porto,Gondomar,Gondomar
957628588,Lisboa,Lisboa,Lisboa
1220034741,Lisboa,Cascais,Cascais
1220034742,Lisboa,Cascais,Cascais
542392505,Lisboa,Cascais,Cascais
575160514,Setúbal,Almada,Almada
575160515,Setúbal,Almada,Almada
575160516,Setúbal,Almada,Almada
575160517,Setúbal,Almada,Almada
575160518,Setúbal,Almada,Almada
575160519,Setúbal,Almada,Almada
575160520,Setúbal,Almada,Almada
575160521,Setúbal,Almada,Almada
575160522,Setúbal,Almada,Almada
576733397,Setúbal,Palmela,Palmela
808206556,Setúbal,Sesimbra,Sesimbra
808206557,Setúbal,Sesimbra,Sesimbra
576733421,Setúbal,Palmela,Palmela
576733432,Setúbal,Palmela,Palmela
576733435,Setúbal,Palmela,Palmela
576733437,Setúbal,Palmela,Palmela
576733442,Setúbal,Palmela,Palmela
576733443,Setúbal,Palmela,Palmela
576733446,Setúbal,Palmela,Palmela
915161350,Setúbal,Palmela,Palmela
915161351,Setúbal,Palmela,Palmela
806633741,Porto,Maia,Maia
576733454,Setúbal,Palmela,Palmela
576733455,Setúbal,Palmela,Palmela
806633743,Porto,Maia,Maia
1145585936,Setúbal,Setúbal,Setúbal
576733467,Setúbal,Palmela,Palmela
999047454,Lisboa,Amadora,Amadora
576733471,Setúbal,Palmela,Palmela
576733472,Setúbal,Palmela,Palmela
806633759,Porto,Maia,Maia
999047455,Lisboa,Amadora,Amadora
999047460,Lisboa,Amadora,Amadora
576733477,Setúbal,Palmela,Palmela
1162363186,Setúbal,Palmela,Palmela
915161406,Setúbal,Setúbal,Setúbal
962347349,Setúbal,Almada,Almada
962347350,Setúbal,Almada,Almada
962347351,Setúbal,Almada,Almada
831799648,Lisboa,Lisboa,Lisboa
831799649,Lisboa,Lisboa,Lisboa
867713376,Porto,Matosinhos,Matosinhos
1216889203,Lisboa,Lisboa,Lisboa
1216889204,Lisboa,Lisboa,Lisboa
576733563,Setúbal,Palmela,Palmela
576733567,Setúbal,Palmela,Palmela
909203394,Porto,Gondomar,Gondomar
576733578,Setúbal,Palmela,Palmela
576733579,Setúbal,Palmela,Palmela
576733581,Setúbal,Palmela,Palmela
576733584,Setúbal,Palmela,Palmela
576733587,Setúbal,Palmela,Palmela
576733589,Setúbal,Palmela,Palmela
576733590,Setúbal,Palmela,Palmela
576733597,Setúbal,Palmela,Palmela
575160737,Setúbal,Almada,Almada
576733608,Setúbal,Palmela,Palmela
576733610,Setúbal,Palmela,Palmela
576733616,Setúbal,Palmela,Palmela
871645629,Porto,Porto,Porto
575160767,Setúbal,Almada,Almada
575160768,Setúbal,Almada,Almada
575160772,Setúbal,Almada,Almada
576733637,Setúbal,Palmela,Palmela
575160774,Setúbal,Almada,Almada
576733638,Setúbal,Palmela,Palmela
877412808,Lisboa,Lisboa,Lisboa
575160779,Setúbal,Almada,Almada
877412813,Lisboa,Odivelas,Odivelas
877412814,Lisboa,Odivelas,Odivelas
575160783,Setúbal,Almada,Almada
1219772879,Lisboa,Loures,Loures
1219772880,Lisboa,Loures,Loures
575160787,Setúbal,Almada,Almada
575160793,Setúbal,Almada,Almada
575160794,Setúbal,Almada,Almada
913588697,Porto,Valongo,Valongo
913588698,Porto,Valongo,Valongo
913588699,Porto,Valongo,Valongo
913588700,Porto,Valongo,Valongo
913588701,Porto,Valongo,Valongo
913588702,Porto,Valongo,Valongo
913588703,Porto,Valongo,Valongo
913588704,Porto,Valongo,Valongo
913588705,Porto,Valongo,Valongo
913588706,Porto,Valongo,Valongo
913588709,Porto,Valongo,Valongo
913588711,Porto,Valongo,Valongo
575160808,Setúbal,Almada,Almada
913588713,Porto,Valongo,Valongo
913588712,Porto,Valongo,Valongo
913588715,Porto,Valongo,Valongo
868499948,Lisboa,Lisboa,Lisboa
868499949,Lisboa,Lisboa,Lisboa
575160816,Setúbal,Almada,Almada
575160817,Setúbal,Almada,Almada
913588720,Porto,Valongo,Valongo
913588721,Porto,Valongo,Valongo
785138164,Lisboa,Amadora,Amadora
575160821,Setúbal,Almada,Almada
575160822,Setúbal,Almada,Almada
913588727,Porto,Valongo,Valongo
704922102,Setúbal,Setúbal,Setúbal
913588724,Porto,Valongo,Valongo
785138165,Lisboa,Amadora,Amadora
913588723,Porto,Valongo,Valongo
913588725,Porto,Valongo,Valongo
913588726,Porto,Valongo,Valongo
576733697,Setúbal,Palmela,Palmela
576733706,Setúbal,Palmela,Palmela
576733730,Setúbal,Palmela,Palmela
587743780,Lisboa,Vila Franca de Xira,Vila Franca de Xira
907035178,Porto,Porto,Porto
587743788,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587743789,Lisboa,Vila Franca de Xira,Vila Franca de Xira
915161650,Porto,Gondomar,Gondomar
915161654,Setúbal,Setúbal,Setúbal
915161655,Setúbal,Setúbal,Setúbal
806109753,Aveiro,Santa Maria da Feira,Santa Maria da Feira
576733761,Setúbal,Palmela,Palmela
806109763,Aveiro,Santa Maria da Feira,Santa Maria da Feira
576733764,Setúbal,Palmela,Palmela
575160902,Setúbal,Almada,Almada
806109766,Aveiro,Santa Maria da Feira,Santa Maria da Feira
575160904,Setúbal,Almada,Almada
727990854,Lisboa,Lisboa,Lisboa
727990855,Lisboa,Lisboa,Lisboa
727990860,Lisboa,Lisboa,Lisboa
1246249549,Porto,Matosinhos,Matosinhos
727990862,Lisboa,Lisboa,Lisboa
575160917,Setúbal,Almada,Almada
575160918,Setúbal,Almada,Almada
575160921,Setúbal,Almada,Almada
575160922,Setúbal,Almada,Almada
575160923,Setúbal,Almada,Almada
575160924,Setúbal,Almada,Almada
575160927,Setúbal,Almada,Almada
1219773023,Porto,Porto,Porto
1219773024,Porto,Porto,Porto
1219773025,Porto,Porto,Porto
575160931,Setúbal,Almada,Almada
1219773026,Porto,Porto,Porto
575160933,Setúbal,Almada,Almada
575160934,Setúbal,Almada,Almada
915161696,Setúbal,Montijo,Montijo
774128233,Lisboa,Cascais,Cascais
575160939,Setúbal,Almada,Almada
575160940,Setúbal,Almada,Almada
575160942,Setúbal,Almada,Almada
1159217776,Porto,Gondomar,Gondomar
575160946,Setúbal,Almada,Almada
575160950,Setúbal,Almada,Almada
575160951,Setúbal,Almada,Almada
576733816,Setúbal,Palmela,Palmela
576733819,Setúbal,Palmela,Palmela
849887875,Lisboa,Mafra,Mafra
1162363533,Setúbal,Palmela,Palmela
1162363534,Setúbal,Palmela,Palmela
1212957334,Lisboa,Lisboa,Lisboa
1212957335,Lisboa,Lisboa,Lisboa
575160984,Setúbal,Almada,Almada
915161760,Setúbal,Setúbal,Setúbal
915161761,Setúbal,Setúbal,Setúbal
875053741,Setúbal,Alcochete,Alcochete
913064622,Porto,Gondomar,Gondomar
913064623,Porto,Maia,Maia
875053744,Setúbal,Alcochete,Alcochete
835732145,Porto,Porto,Porto
711738035,Porto,Porto,Porto
576733920,Setúbal,Palmela,Palmela
746341090,Lisboa,Lisboa,Lisboa
576733933,Setúbal,Palmela,Palmela
1130644209,Setúbal,Barreiro,Barreiro
1130644210,Setúbal,Barreiro,Barreiro
1201423093,Lisboa,Lisboa,Lisboa
1201423094,Lisboa,Lisboa,Lisboa
1201423095,Lisboa,Lisboa,Lisboa
1201423096,Lisboa,Lisboa,Lisboa
576733950,Setúbal,Palmela,Palmela
576733951,Setúbal,Palmela,Palmela
1202209550,Lisboa,Lisboa,Lisboa
1202209551,Lisboa,Lisboa,Lisboa
1202209552,Lisboa,Lisboa,Lisboa
1202209553,Lisboa,Lisboa,Lisboa
1220035346,Lisboa,Mafra,Mafra
1220035347,Lisboa,Mafra,Mafra
1220035360,Lisboa,Mafra,Mafra
1220035361,Lisboa,Mafra,Mafra
868500268,Setúbal,Alcochete,Alcochete
1066943277,Lisboa,Cascais,Cascais
759186222,Setúbal,Seixal,Seixal
868500270,Setúbal,Alcochete,Alcochete
868500271,Setúbal,Alcochete,Alcochete
1220035376,Lisboa,Mafra,Mafra
1066943284,Lisboa,Cascais,Cascais
1066943285,Lisboa,Cascais,Cascais
1066943292,Lisboa,Cascais,Cascais
915161926,Setúbal,Setúbal,Setúbal
575161174,Setúbal,Almada,Almada
1220035415,Lisboa,Cascais,Cascais
1220035416,Lisboa,Cascais,Cascais
1201423208,Lisboa,Cascais,Cascais
1201423210,Lisboa,Cascais,Cascais
1201423212,Lisboa,Cascais,Cascais
587744112,Lisboa,Vila Franca de Xira,Vila Franca de Xira
1171276657,Porto,Porto,Porto
1171276658,Porto,Porto,Porto
746341236,Lisboa,Lisboa,Lisboa
746341237,Lisboa,Lisboa,Lisboa
576734070,Setúbal,Palmela,Palmela
1166033784,Porto,Vila Nova de Gaia,Vila Nova de Gaia
907035543,Porto,Porto,Porto
907035544,Porto,Porto,Porto
842285987,Lisboa,Lisboa,Lisboa
842285988,Lisboa,Lisboa,Lisboa
1202209701,Lisboa,Lisboa,Lisboa
1202209702,Lisboa,Lisboa,Lisboa
1166033831,Porto,Valongo,Valongo
1202209703,Lisboa,Lisboa,Lisboa
1202209705,Lisboa,Lisboa,Lisboa
1202209706,Lisboa,Lisboa,Lisboa
1202209707,Lisboa,Lisboa,Lisboa
1202209708,Lisboa,Lisboa,Lisboa
1202209709,Lisboa,Lisboa,Lisboa
1202209710,Lisboa,Lisboa,Lisboa
1202209704,Lisboa,Lisboa,Lisboa
576734128,Setúbal,Palmela,Palmela
1202209712,Lisboa,Lisboa,Lisboa
1202209711,Lisboa,Lisboa,Lisboa
587744181,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587744182,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587744183,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587101799,Porto,Vila Nova de Gaia,Vila Nova de Gaia
576734137,Setúbal,Palmela,Palmela
576734152,Setúbal,Palmela,Palmela
915162056,Setúbal,Sesimbra,Sesimbra
915162058,Setúbal,Sesimbra,Sesimbra
915162062,Setúbal,Sesimbra,Sesimbra
915162063,Setúbal,Sesimbra,Sesimbra
915162064,Setúbal,Sesimbra,Sesimbra
915162065,Setúbal,Sesimbra,Sesimbra
915162066,Setúbal,Sesimbra,Sesimbra
849888212,Lisboa,Mafra,Mafra
849888213,Lisboa,Mafra,Mafra
915162068,Setúbal,Sesimbra,Sesimbra
576734167,Setúbal,Palmela,Palmela
851723223,Porto,Porto,Porto
851723224,Porto,Porto,Porto
915162073,Setúbal,Sesimbra,Sesimbra
915162069,Setúbal,Sesimbra,Sesimbra
851723228,Porto,Porto,Porto
851723229,Porto,Porto,Porto
915162070,Setúbal,Sesimbra,Sesimbra
587744225,Porto,Vila do Conde,Vila do Conde
851723235,Porto,Porto,Porto
851723236,Porto,Porto,Porto
576734181,Setúbal,Palmela,Palmela
851723238,Porto,Porto,Porto
851723239,Porto,Porto,Porto
915162086,Setúbal,Setúbal,Setúbal
863781866,Lisboa,Cascais,Cascais
863781878,Lisboa,Cascais,Cascais
575161338,Setúbal,Almada,Almada
863781883,Lisboa,Cascais,Cascais
863781884,Lisboa,Cascais,Cascais
863781885,Lisboa,Cascais,Cascais
863781888,Lisboa,Cascais,Cascais
576734209,Setúbal,Palmela,Palmela
863781889,Lisboa,Cascais,Cascais
863781891,Lisboa,Cascais,Cascais
1202209816,Lisboa,Lisboa,Lisboa
1202209817,Lisboa,Lisboa,Lisboa
916472858,Setúbal,Montijo,Montijo
916472859,Setúbal,Montijo,Montijo
576734254,Setúbal,Palmela,Palmela
575161391,Setúbal,Almada,Almada
808207416,Setúbal,Sesimbra,Sesimbra
576734265,Setúbal,Palmela,Palmela
576734266,Setúbal,Palmela,Palmela
865354810,Lisboa,Oeiras,Oeiras
865354814,Lisboa,Oeiras,Oeiras
865354815,Lisboa,Oeiras,Oeiras
575161416,Setúbal,Almada,Almada
575161417,Setúbal,Almada,Almada
575161425,Setúbal,Almada,Almada
1130644565,Setúbal,Barreiro,Barreiro
576734297,Setúbal,Palmela,Palmela
575161437,Setúbal,Almada,Almada
576734302,Setúbal,Palmela,Palmela
876627042,Lisboa,Loures,Loures
876627043,Lisboa,Loures,Loures
806634599,Porto,Vila Nova de Gaia,Vila Nova de Gaia
876627047,Lisboa,Loures,Loures
1217938539,Porto,Maia,Maia
863782010,Lisboa,Cascais,Cascais
863782011,Lisboa,Cascais,Cascais
876627070,Lisboa,Loures,Loures
876627073,Lisboa,Loures,Loures
575161474,Setúbal,Almada,Almada
876627074,Lisboa,Loures,Loures
876627081,Lisboa,Loures,Loures
876627084,Lisboa,Loures,Loures
1150829708,Setúbal,Palmela,Palmela
575161489,Setúbal,Almada,Almada
587744403,Lisboa,Vila Franca de Xira,Vila Franca de Xira
587744404,Lisboa,Vila Franca de Xira,Vila Franca de Xira
575161493,Setúbal,Almada,Almada
575161494,Setúbal,Almada,Almada
575161495,Setúbal,Almada,Almada
957629588,Lisboa,Lisboa,Lisboa
957629589,Lisboa,Lisboa,Lisboa
