,linkid,Region_of_Origin,District_of_Origin,County_of_Origin,Average_Daily_SeniorPopulation_Travelling,key_bus_road,distance_bus_road,key_cascais,distance_cascais,key_metro,distance_metro,key_train,distance_train,key_oeiras,distance_oeiras,linkid_county
5421,537279900,R1 - AM Lisboa,Lisboa,Mafra,272.890446,537279900,7.206590615946147e-13,84,10.582590997410644,Rato,4.645142499266778,belem,1.2448289158223282,670,1.79173799774248,Lisboa
5422,537279903,R1 - AM Lisboa,Lisboa,Lisboa,187.812836,1202183390,0.06031466188240904,84,14.316188520399873,Cais do Sodré,1.3248694299675836,santos,0.5645541240843185,1032,4.999404660340653,Lisboa
5423,537279903,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,96.314275,1202183390,0.06031466188240904,84,14.316188520399873,Cais do Sodré,1.3248694299675836,santos,0.5645541240843185,1032,4.999404660340653,Lisboa
5424,537279904,R1 - AM Lisboa,Lisboa,Loures,108.828102,537279904,0.0,84,10.857126321497011,Rato,4.402503386316959,belem,1.0921602813650793,670,2.066235964283946,Lisboa
5425,537279904,R1 - AM Lisboa,Lisboa,Oeiras,187.625211,537279904,0.0,84,10.857126321497011,Rato,4.402503386316959,belem,1.0921602813650793,670,2.066235964283946,Lisboa
5426,537279906,R1 - AM Lisboa,Lisboa,Odivelas,233.489152,537280009,0.0591701761876449,84,12.690570827024136,Rato,2.7679610566681867,belem,1.7815581078316494,1032,3.5843729365042383,Lisboa
5427,537279906,R1 - AM Lisboa,Lisboa,Lisboa,96.314275,537280009,0.0591701761876449,84,12.690570827024136,Rato,2.7679610566681867,belem,1.7815581078316494,1032,3.5843729365042383,Lisboa
5428,537279906,R1 - AM Lisboa,Lisboa,Oeiras,201.384393,537280009,0.0591701761876449,84,12.690570827024136,Rato,2.7679610566681867,belem,1.7815581078316494,1032,3.5843729365042383,Lisboa
5429,537279923,R1 - AM Lisboa,Lisboa,Oeiras,88.905485,1202209708,0.04637144215441612,84,12.45991115884877,Rato,2.9751264842814225,belem,1.5798037892173045,1032,3.4135283817703037,Lisboa
5430,537279925,R1 - AM Lisboa,Setúbal,Barreiro,96.024796,537279814,0.035029937882040875,84,13.379084991614013,Rato,2.2350310766494004,santos,1.4997034172773394,1032,4.158514013659437,Lisboa
5431,537279926,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537279926,0.0,84,10.588063751183947,Rato,4.664695843856335,belem,1.2004224897983695,670,1.7971234648966472,Lisboa
5432,537279928,R1 - AM Lisboa,Lisboa,Lisboa,752.505859,811242045,0.0619491118722075,84,14.282924707842135,Cais do Sodré,1.3607791814823125,santos,0.6017959680877817,1032,4.9753129037872155,Lisboa
5433,537279932,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,77.05142,537279867,0.034217700440783434,84,10.961363738919637,Rato,4.311238323441722,belem,1.0475631517808408,670,2.1704649767198885,Lisboa
5434,537279934,R1 - AM Lisboa,Lisboa,Oeiras,2267.821116,1202209708,0.010192322273264014,84,12.421724718129427,Rato,3.0110371061961247,belem,1.5459573801369186,1032,3.387015732804533,Lisboa
5435,537279934,R1 - AM Lisboa,Lisboa,Odivelas,96.314275,1202209708,0.010192322273264014,84,12.421724718129427,Rato,3.0110371061961247,belem,1.5459573801369186,1032,3.387015732804533,Lisboa
5436,537279941,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,77.05142,537279867,0.05584235457725528,84,10.999013472026467,Rato,4.284909877885055,belem,1.0212583150883179,670,2.2080005779152057,Lisboa
5437,537279948,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,77.05142,1201698425,0.06047632246832724,84,11.027139381169373,Rato,4.260032557821479,belem,1.0123186246789018,670,2.2361315032286293,Lisboa
5438,537279953,R1 - AM Lisboa,Setúbal,Barreiro,96.024796,537279953,0.0,84,13.66633702805024,Cais do Sodré,1.9792044936185929,santos,1.2170880903332568,1032,4.424010618714837,Lisboa
5439,537279956,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537279942,0.12267033441121265,84,9.822333692895073,Rato,5.388795691289606,alges,1.5425477500532612,670,1.0359947743201354,Lisboa
5440,537279961,R1 - AM Lisboa,Lisboa,Lisboa,67.986547,537279856,0.07483094164654758,84,13.410892105197911,Cais do Sodré,2.238057788749661,santos,1.4760109987868613,1032,4.208664143405907,Lisboa
5441,537279961,R1 - AM Lisboa,Lisboa,Oeiras,272.070254,537279856,0.07483094164654758,84,13.410892105197911,Cais do Sodré,2.238057788749661,santos,1.4760109987868613,1032,4.208664143405907,Lisboa
5442,537279968,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537279942,0.06775502934983027,84,9.899398375941315,Rato,5.323695400923825,alges,1.5980501122548278,670,1.113686753401864,Lisboa
5443,537279971,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537279942,0.1086976559367119,84,9.86005517136224,Rato,5.368199895381684,alges,1.5539535407356362,670,1.0766872154773828,Lisboa
5444,537279974,R1 - AM Lisboa,Lisboa,Oeiras,88.905485,901458158,0.06808204774495713,84,12.511125794267828,Rato,2.946125091420149,belem,1.6050908133842243,1032,3.4652368210576436,Lisboa
5445,537279987,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,233.203075,901114879,0.21624014613583287,84,9.303297094645881,Rato,5.904098207635143,alges,1.0946414497621273,670,0.5485112884855965,Lisboa
5446,537279988,R1 - AM Lisboa,Lisboa,Lisboa,261.424461,901288115,0.0626692937575591,84,13.970976901622587,Cais do Sodré,1.6796337669654189,santos,0.9210078906974348,1032,4.7090231810024585,Lisboa
5447,537279994,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,77.05142,1202183390,0.031219246836168887,84,14.319632464115536,Cais do Sodré,1.3267130374678942,santos,0.5701063259390672,1032,5.014522801401171,Lisboa
5448,537280005,R1 - AM Lisboa,Lisboa,Lisboa,1146.518802,913180277,0.03999570866182292,84,14.148832898493064,Cais do Sodré,1.5025797678113058,santos,0.7464359002501728,1032,4.870370726357787,Lisboa
5449,537280005,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,173.365695,913180277,0.03999570866182292,84,14.148832898493064,Cais do Sodré,1.5025797678113058,santos,0.7464359002501728,1032,4.870370726357787,Lisboa
5450,537280009,R1 - AM Lisboa,Lisboa,Odivelas,563.292578,537280009,1.3799455722001675e-13,84,12.666979515826034,Rato,2.8217703237841563,belem,1.7282739226700732,1032,3.591819830362578,Lisboa
5451,537280009,R1 - AM Lisboa,Lisboa,Oeiras,441.475007,537280009,1.3799455722001675e-13,84,12.666979515826034,Rato,2.8217703237841563,belem,1.7282739226700732,1032,3.591819830362578,Lisboa
5452,537280009,R1 - AM Lisboa,Lisboa,Lisboa,481.571375,537280009,1.3799455722001675e-13,84,12.666979515826034,Rato,2.8217703237841563,belem,1.7282739226700732,1032,3.591819830362578,Lisboa
5453,537280010,R1 - AM Lisboa,Lisboa,Odivelas,338.55927,537280091,0.058880124822757986,84,12.603454492965211,Rato,2.8702571130095373,belem,1.6792327645833138,1032,3.53849798291419,Lisboa
5454,537280010,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,537280091,0.058880124822757986,84,12.603454492965211,Rato,2.8702571130095373,belem,1.6792327645833138,1032,3.53849798291419,Lisboa
5455,537280020,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,233.203075,901114879,0.20466714235842765,84,9.278431753483869,Rato,5.935233644863127,alges,1.0631157823703834,670,0.5329992833566789,Lisboa
5456,537280023,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,173.365695,537280099,0.041483660197667464,84,14.059951575962362,Cais do Sodré,1.5931538980933058,santos,0.8366814199514058,1032,4.794035404748423,Lisboa
5457,537280026,R1 - AM Lisboa,Lisboa,Lisboa,442.170081,1162361379,0.055945049981120834,84,13.304310236675922,Rato,2.3024398610145584,santos,1.5773964980660233,1032,4.102075029418525,Lisboa
5458,537280026,R1 - AM Lisboa,Lisboa,Oeiras,272.070254,1162361379,0.055945049981120834,84,13.304310236675922,Rato,2.3024398610145584,santos,1.5773964980660233,1032,4.102075029418525,Lisboa
5459,537280026,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,165.110186,1162361379,0.055945049981120834,84,13.304310236675922,Rato,2.3024398610145584,santos,1.5773964980660233,1032,4.102075029418525,Lisboa
5460,537280029,R1 - AM Lisboa,Lisboa,Lisboa,814.422179,901288115,0.04228179716094741,84,13.970174351039633,Cais do Sodré,1.6844132124093072,santos,0.9275596561431716,1032,4.716901701899522,Lisboa
5461,537280029,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,173.365695,901288115,0.04228179716094741,84,13.970174351039633,Cais do Sodré,1.6844132124093072,santos,0.9275596561431716,1032,4.716901701899522,Lisboa
5462,537280039,R1 - AM Lisboa,Lisboa,Lisboa,1185.165917,537280039,0.0,84,14.28742362919985,Cais do Sodré,1.3682963362659473,santos,0.6178864942162268,1032,5.003100668183244,Lisboa
5463,537280039,R1 - AM Lisboa,Setúbal,Barreiro,96.024796,537280039,0.0,84,14.28742362919985,Cais do Sodré,1.3682963362659473,santos,0.6178864942162268,1032,5.003100668183244,Lisboa
5464,537280046,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,233.203075,901114879,0.19605093070823254,84,9.251637240900315,Rato,5.968039743796109,alges,1.0306542545128072,670,0.5171163824750797,Lisboa
5465,537280048,R1 - AM Lisboa,Lisboa,Lisboa,77.05142,1202193846,0.10254624969431247,84,13.437741167334607,Cais do Sodré,2.2180585007840716,santos,1.45776971755484,1032,4.251092730942923,Lisboa
5466,537280057,R1 - AM Lisboa,Lisboa,Oeiras,780.593042,537280057,7.073240659849489e-13,84,12.357800308965349,Rato,3.1030020976073054,belem,1.453332288556784,1032,3.3713200625042727,Lisboa
5467,537280059,R1 - AM Lisboa,Lisboa,Oeiras,326.251377,901458158,0.034719409561303684,84,12.505673384657529,Rato,2.9772938630193178,belem,1.5727066346205527,1032,3.4830103208483374,Lisboa
5468,537280061,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537280061,0.0,84,10.522706047738358,Rato,4.752434495067424,belem,1.1982875398318764,670,1.7334530945592515,Lisboa
5469,537280065,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,233.203075,901114879,0.19423396271094967,84,9.232025929505227,Rato,5.992651845104152,alges,1.0058608618732012,670,0.5072063327825025,Lisboa
5470,537280070,R1 - AM Lisboa,Lisboa,Mafra,128.419033,537280070,7.073240659849489e-13,84,10.828467589643363,Rato,4.4701821497377905,belem,1.0303520510423845,670,2.038071030594076,Lisboa
5471,537280070,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,537280070,7.073240659849489e-13,84,10.828467589643363,Rato,4.4701821497377905,belem,1.0303520510423845,670,2.038071030594076,Lisboa
5472,537280070,R1 - AM Lisboa,Lisboa,Lisboa,288.942825,537280070,7.073240659849489e-13,84,10.828467589643363,Rato,4.4701821497377905,belem,1.0303520510423845,670,2.038071030594076,Lisboa
5473,537280070,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,77.05142,537280070,7.073240659849489e-13,84,10.828467589643363,Rato,4.4701821497377905,belem,1.0303520510423845,670,2.038071030594076,Lisboa
5474,537280079,R1 - AM Lisboa,Lisboa,Loures,108.828102,537279893,0.0837295746719672,84,10.9793152071566,Rato,4.325258189325359,belem,0.9855379960927856,670,2.188415158051421,Lisboa
5475,537280091,R1 - AM Lisboa,Lisboa,Odivelas,329.803427,537280091,1.3799549591273562e-13,84,12.611354603097201,Rato,2.9035100808685703,belem,1.6468411703389896,1032,3.5760020933862164,Lisboa
5476,537280091,R1 - AM Lisboa,Lisboa,Oeiras,387.531424,537280091,1.3799549591273562e-13,84,12.611354603097201,Rato,2.9035100808685703,belem,1.6468411703389896,1032,3.5760020933862164,Lisboa
5477,537280091,R1 - AM Lisboa,Lisboa,Lisboa,385.2571,537280091,1.3799549591273562e-13,84,12.611354603097201,Rato,2.9035100808685703,belem,1.6468411703389896,1032,3.5760020933862164,Lisboa
5478,537280092,R1 - AM Lisboa,Lisboa,Odivelas,128.419033,1202209704,0.048944321366574096,84,12.560296215171954,Rato,2.9402206117441527,belem,1.6092818981572141,1032,3.532035124174843,Lisboa
5479,537280092,R1 - AM Lisboa,Lisboa,Oeiras,154.790799,1202209704,0.048944321366574096,84,12.560296215171954,Rato,2.9402206117441527,belem,1.6092818981572141,1032,3.532035124174843,Lisboa
5480,537280096,R1 - AM Lisboa,Lisboa,Oeiras,88.905485,537280097,0.045200493783698566,84,11.434289605989525,Rato,3.9249307770720554,belem,0.9321525590480491,670,2.6432306569784387,Lisboa
5481,537280099,R1 - AM Lisboa,Lisboa,Lisboa,7431.182711,537280099,0.0,84,14.069684496851142,Cais do Sodré,1.5914659765374637,santos,0.8393969009018655,1032,4.8180627683905906,Lisboa
5482,537280099,R1 - AM Lisboa,Setúbal,Barreiro,96.024796,537280099,0.0,84,14.069684496851142,Cais do Sodré,1.5914659765374637,santos,0.8393969009018655,1032,4.8180627683905906,Lisboa
5483,537280099,R1 - AM Lisboa,Lisboa,Sintra,88.905485,537280099,0.0,84,14.069684496851142,Cais do Sodré,1.5914659765374637,santos,0.8393969009018655,1032,4.8180627683905906,Lisboa
5484,537280102,R1 - AM Lisboa,Lisboa,Lisboa,105.070118,537280101,0.0032366949493177373,84,14.020910193362043,Cais do Sodré,1.6409264437252795,santos,0.8883162525466438,1032,4.7760374010698925,Lisboa
5485,537280111,R1 - AM Lisboa,Setúbal,Barreiro,397.641141,537280111,1.379958647097237e-13,84,13.237018393549626,Cais do Sodré,2.4264146843680297,santos,1.6670496667823906,1032,4.098224624881003,Lisboa
5486,537280111,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,537280111,1.379958647097237e-13,84,13.237018393549626,Cais do Sodré,2.4264146843680297,santos,1.6670496667823906,1032,4.098224624881003,Lisboa
5487,537280111,R1 - AM Lisboa,Lisboa,Lisboa,273.6201,537280111,1.379958647097237e-13,84,13.237018393549626,Cais do Sodré,2.4264146843680297,santos,1.6670496667823906,1032,4.098224624881003,Lisboa
5488,537280112,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,165.110186,1162361379,0.0299547906821668,84,13.2638348922633,Rato,2.3395678076138764,santos,1.6195969993300472,1032,4.072003476905173,Lisboa
5489,537280112,R1 - AM Lisboa,Lisboa,Lisboa,408.105381,1162361379,0.0299547906821668,84,13.2638348922633,Rato,2.3395678076138764,santos,1.6195969993300472,1032,4.072003476905173,Lisboa
5490,537280113,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,537280113,0.0,84,13.24561329998467,Cais do Sodré,2.418235484476401,santos,1.6590102403033717,1032,4.106561488667961,Lisboa
5491,537280115,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,537280097,0.023330217034523933,84,11.376191542103369,Rato,3.9816670172224033,belem,0.9151635808874509,670,2.5851897116016502,Lisboa
5492,537280116,R1 - AM Lisboa,Lisboa,Odivelas,128.419033,537280116,0.0,84,13.253276355111543,Cais do Sodré,2.410994284109558,santos,1.6519076758140685,1032,4.1141140534176515,Lisboa
5493,537280116,R1 - AM Lisboa,Setúbal,Barreiro,397.641141,537280116,0.0,84,13.253276355111543,Cais do Sodré,2.410994284109558,santos,1.6519076758140685,1032,4.1141140534176515,Lisboa
5494,537280117,R1 - AM Lisboa,Lisboa,Oeiras,857.6444619999999,537280117,1.3799574216353742e-13,84,12.326596099168418,Rato,3.1475070261559144,belem,1.4085959000042638,1032,3.3640002049370414,Lisboa
5495,537280118,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,910643477,0.05084081904939295,84,12.280310044336767,Rato,3.1679441528239356,belem,1.395167212172947,1032,3.312345220330597,Lisboa
5496,537280128,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,1206705163,0.044591721127112266,84,12.97536088082334,Rato,2.6361009025458784,santos,1.9290781144118367,1032,3.8816786974012074,Lisboa
5497,537280133,R1 - AM Lisboa,Lisboa,Oeiras,128.419033,811391410,0.036890324748924,84,12.054079774288384,Rato,3.3664544436556127,belem,1.2299444719391113,1032,3.150719129914635,Lisboa
5498,537280139,R1 - AM Lisboa,Setúbal,Seixal,181.380169,537280174,0.0696783182566575,84,11.750060749637582,Rato,3.6630976716219976,belem,1.0074840143877968,670,2.9589984112453807,Lisboa
5499,537280141,R1 - AM Lisboa,Setúbal,Barreiro,397.641141,537280141,7.073240659849489e-13,84,13.286044667228005,Cais do Sodré,2.3800731638561072,santos,1.6216126087025533,1032,4.146417677536314,Lisboa
5500,537280141,R1 - AM Lisboa,Lisboa,Odivelas,485.323879,537280141,7.073240659849489e-13,84,13.286044667228005,Cais do Sodré,2.3800731638561072,santos,1.6216126087025533,1032,4.146417677536314,Lisboa
5501,537280141,R1 - AM Lisboa,Setúbal,Seixal,265.003494,537280141,7.073240659849489e-13,84,13.286044667228005,Cais do Sodré,2.3800731638561072,santos,1.6216126087025533,1032,4.146417677536314,Lisboa
5502,537280144,R1 - AM Lisboa,Lisboa,Oeiras,177.305825,537280057,0.04602715180453377,84,12.398842862567301,Rato,3.085109919995028,belem,1.467083987651609,1032,3.4169540927712436,Lisboa
5503,537280144,R1 - AM Lisboa,Lisboa,Odivelas,96.314275,537280057,0.04602715180453377,84,12.398842862567301,Rato,3.085109919995028,belem,1.467083987651609,1032,3.4169540927712436,Lisboa
5504,537280145,R1 - AM Lisboa,Lisboa,Oeiras,343.979554,1206705162,0.06212352124678256,84,12.977501320108942,Rato,2.64866713127244,santos,1.931063878654192,1032,3.892736905690448,Lisboa
5505,537280147,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,537280021,0.08537472934623995,84,11.278597513067341,Rato,4.085210062263031,belem,0.8802845444543151,670,2.488093353631673,Lisboa
5506,537280148,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537280148,0.0,84,10.492096689654064,Rato,4.801414837452093,belem,1.189047063719591,670,1.7053475395919502,Lisboa
5507,537280157,R1 - AM Lisboa,Lisboa,Lisboa,165.110186,811112255,0.07642213653342173,84,12.978078731130006,Rato,2.6602735140155835,belem,1.93020858425881,1032,3.901101461166793,Lisboa
5508,537280164,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,537280021,0.08644180716847287,84,11.223905790581005,Rato,4.143061994177852,belem,0.8662416117553894,670,2.4339076587069752,Lisboa
5509,537280173,R1 - AM Lisboa,Lisboa,Mafra,128.419033,910640811,0.04380069153091147,84,10.867312000973316,Rato,4.4569769304366575,belem,0.9755057669402836,670,2.078142393585663,Lisboa
5510,537280182,R1 - AM Lisboa,Setúbal,Barreiro,96.024796,811112254,0.06797044482959788,84,12.953019886932399,Rato,2.683056171274687,belem,1.904733179438722,1032,3.8833316935781537,Lisboa
5511,537280182,R1 - AM Lisboa,Setúbal,Almada,25.580878,811112254,0.06797044482959788,84,12.953019886932399,Rato,2.683056171274687,belem,1.904733179438722,1032,3.8833316935781537,Lisboa
5512,537280182,R1 - AM Lisboa,Lisboa,Oeiras,343.979554,811112254,0.06797044482959788,84,12.953019886932399,Rato,2.683056171274687,belem,1.904733179438722,1032,3.8833316935781537,Lisboa
5513,537280182,R1 - AM Lisboa,Lisboa,Odivelas,82.555093,811112254,0.06797044482959788,84,12.953019886932399,Rato,2.683056171274687,belem,1.904733179438722,1032,3.8833316935781537,Lisboa
5514,537280185,R1 - AM Lisboa,Lisboa,Oeiras,282.881088,537280057,0.08910373511895085,84,12.407177841233251,Rato,3.114025956085794,belem,1.4358560580298034,1032,3.4540888307519246,Lisboa
5515,537280196,R1 - AM Lisboa,Lisboa,Oeiras,237.345892,537280196,0.0,84,12.278215991886654,Rato,3.2163960745470095,belem,1.3394072658593463,1032,3.3534370466201144,Lisboa
5516,537280202,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,1201697276,0.05157294584815672,84,11.140262013657871,Rato,4.228996068796144,belem,0.8570014378834296,670,2.351210265022234,Lisboa
5517,537280204,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537280204,7.073240659849489e-13,84,11.55028517157174,Rato,3.861022681967808,belem,0.8909886358584937,670,2.7597731162647943,Lisboa
5518,537280209,R1 - AM Lisboa,Lisboa,Oeiras,192.62855,537280209,0.0,84,10.261150057905843,Rato,5.039999828894183,belem,1.3285506638090292,670,1.4821643636922346,Lisboa
5519,537280222,R1 - AM Lisboa,Lisboa,Lisboa,1015.367393,537280222,1.379970222321102e-13,84,13.456284294344272,Cais do Sodré,2.22036498607261,santos,1.4660970063284686,1032,4.313864051446327,Lisboa
5520,537280222,R1 - AM Lisboa,Setúbal,Seixal,265.003494,537280222,1.379970222321102e-13,84,13.456284294344272,Cais do Sodré,2.22036498607261,santos,1.4660970063284686,1032,4.313864051446327,Lisboa
5521,537280222,R1 - AM Lisboa,Lisboa,Oeiras,82.555093,537280222,1.379970222321102e-13,84,13.456284294344272,Cais do Sodré,2.22036498607261,santos,1.4660970063284686,1032,4.313864051446327,Lisboa
5522,537280222,R1 - AM Lisboa,Setúbal,Barreiro,397.641141,537280222,1.379970222321102e-13,84,13.456284294344272,Cais do Sodré,2.22036498607261,santos,1.4660970063284686,1032,4.313864051446327,Lisboa
5523,537280231,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537280231,0.0,84,10.483509699135798,Rato,4.83594898688468,belem,1.1597996788236498,670,1.701128998912072,Lisboa
5524,537280234,R1 - AM Lisboa,Lisboa,Oeiras,281.534035,537280234,0.0,84,10.440715540398458,Rato,4.875940644105407,belem,1.189821905618684,670,1.6590692692681492,Lisboa
5525,537280237,R1 - AM Lisboa,Lisboa,Lisboa,624.366352,537280237,0.0,84,13.50043500080202,Cais do Sodré,2.179544970185721,santos,1.4267733817884745,1032,4.357812424701391,Lisboa
5526,537280237,R1 - AM Lisboa,Setúbal,Barreiro,136.035127,537280237,0.0,84,13.50043500080202,Cais do Sodré,2.179544970185721,santos,1.4267733817884745,1032,4.357812424701391,Lisboa
5527,537280237,R1 - AM Lisboa,Lisboa,Odivelas,187.625211,537280237,0.0,84,13.50043500080202,Cais do Sodré,2.179544970185721,santos,1.4267733817884745,1032,4.357812424701391,Lisboa
5528,537280238,R1 - AM Lisboa,Lisboa,Oeiras,282.881088,537280117,0.09000046782480679,84,12.377416982241707,Rato,3.1578686796771867,belem,1.3919122107119375,1032,3.4483450189840346,Lisboa
5529,537280239,R1 - AM Lisboa,Lisboa,Oeiras,625.802243,537280117,0.054094306752792636,84,12.337677172439385,Rato,3.1735162149836134,belem,1.3782836230372415,1032,3.4036375843763085,Lisboa
5530,537280256,R1 - AM Lisboa,Lisboa,Odivelas,82.555093,811556438,0.061702950257067464,84,12.90807045795357,Rato,2.7428545887014013,belem,1.845211496191012,1032,3.8643848326361208,Lisboa
5531,537280256,R1 - AM Lisboa,Lisboa,Lisboa,275.183643,811556438,0.061702950257067464,84,12.90807045795357,Rato,2.7428545887014013,belem,1.845211496191012,1032,3.8643848326361208,Lisboa
5532,537280256,R1 - AM Lisboa,Lisboa,Oeiras,343.979554,811556438,0.061702950257067464,84,12.90807045795357,Rato,2.7428545887014013,belem,1.845211496191012,1032,3.8643848326361208,Lisboa
5533,537280256,R1 - AM Lisboa,Setúbal,Barreiro,96.024796,811556438,0.061702950257067464,84,12.90807045795357,Rato,2.7428545887014013,belem,1.845211496191012,1032,3.8643848326361208,Lisboa
5534,537280259,R1 - AM Lisboa,Lisboa,Odivelas,105.070118,537280259,0.0,84,13.525013923207636,Cais do Sodré,2.1580317369607536,santos,1.4065361193168353,1032,4.3843723202731555,Lisboa
5535,537280259,R1 - AM Lisboa,Lisboa,Lisboa,199.15663,537280259,0.0,84,13.525013923207636,Cais do Sodré,2.1580317369607536,santos,1.4065361193168353,1032,4.3843723202731555,Lisboa
5536,537280259,R1 - AM Lisboa,Setúbal,Barreiro,136.035127,537280259,0.0,84,13.525013923207636,Cais do Sodré,2.1580317369607536,santos,1.4065361193168353,1032,4.3843723202731555,Lisboa
5537,537280266,R1 - AM Lisboa,Lisboa,Oeiras,962.207131,901458156,0.08598937361412133,84,12.484881184080255,Rato,3.0880490061473265,belem,1.463121469754046,1032,3.5441834878375946,Lisboa
5538,537280267,R1 - AM Lisboa,Lisboa,Oeiras,974.568645,901458157,0.0915927041255812,84,12.448438169734333,Rato,3.09726512807923,belem,1.4523171481959027,1032,3.4997277067387005,Lisboa
5539,537280269,R1 - AM Lisboa,Lisboa,Odivelas,88.905485,537282081,0.05220943071632788,84,11.609574900893623,Rato,3.8182302112562967,belem,0.8954435965601031,670,2.81922902761281,Lisboa
5540,537280279,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,77.05142,537280279,0.0,84,10.83446943197073,Rato,4.507176723330292,belem,0.9574894341127791,670,2.0473567092943408,Lisboa
5541,537280279,R1 - AM Lisboa,Lisboa,Lisboa,417.361858,537280279,0.0,84,10.83446943197073,Rato,4.507176723330292,belem,0.9574894341127791,670,2.0473567092943408,Lisboa
5542,537280279,R1 - AM Lisboa,Lisboa,Oeiras,77.05142,537280279,0.0,84,10.83446943197073,Rato,4.507176723330292,belem,0.9574894341127791,670,2.0473567092943408,Lisboa
5543,537280283,R1 - AM Lisboa,Lisboa,Oeiras,386.604153,537280283,1.3799775382940658e-13,84,10.209617531368623,Rato,5.119713817212729,belem,1.337337038245909,670,1.4411455509752846,Lisboa
5544,537280287,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537280287,0.0,84,9.925143891689117,Rato,5.353211835548199,alges,1.5537264400112265,670,1.155099525469441,Lisboa
5545,537280290,R1 - AM Lisboa,Lisboa,Mafra,128.419033,537280279,0.04011880870346938,84,10.863112188899539,Rato,4.4974091952251865,belem,0.9181111125551208,670,2.0776603489025116,Lisboa
5546,537280299,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537280299,1.379981725990785e-13,84,10.020999395339905,Rato,5.309762278983342,belem,1.4853898144118551,670,1.266151631870995,Lisboa
5547,537280300,R1 - AM Lisboa,Lisboa,Oeiras,105.070118,537280299,0.02502645793683702,84,9.995974663391324,Rato,5.3317132014932485,belem,1.5084122632038337,670,1.241832600362891,Lisboa
5548,537280324,R1 - AM Lisboa,Lisboa,Oeiras,673.141527,901458156,0.12532306407430113,84,12.458536032737474,Rato,3.127330749434795,belem,1.424095280520106,1032,3.5391664245777523,Lisboa
5549,537280326,R1 - AM Lisboa,Setúbal,Barreiro,805.746522,537280326,1.3799813361691613e-13,84,12.801669184096887,Rato,2.8628345872138667,belem,1.7202229343740978,1032,3.8069659313011655,Lisboa
5550,537280326,R1 - AM Lisboa,Lisboa,Sintra,272.070254,537280326,1.3799813361691613e-13,84,12.801669184096887,Rato,2.8628345872138667,belem,1.7202229343740978,1032,3.8069659313011655,Lisboa
5551,537280326,R1 - AM Lisboa,Setúbal,Seixal,251.141773,537280326,1.3799813361691613e-13,84,12.801669184096887,Rato,2.8628345872138667,belem,1.7202229343740978,1032,3.8069659313011655,Lisboa
5552,537280326,R1 - AM Lisboa,Lisboa,Oeiras,524.215353,537280326,1.3799813361691613e-13,84,12.801669184096887,Rato,2.8628345872138667,belem,1.7202229343740978,1032,3.8069659313011655,Lisboa
5553,537280326,R1 - AM Lisboa,Lisboa,Lisboa,639.426719,537280326,1.3799813361691613e-13,84,12.801669184096887,Rato,2.8628345872138667,belem,1.7202229343740978,1032,3.8069659313011655,Lisboa
5554,537280326,R1 - AM Lisboa,Lisboa,Odivelas,105.070118,537280326,1.3799813361691613e-13,84,12.801669184096887,Rato,2.8628345872138667,belem,1.7202229343740978,1032,3.8069659313011655,Lisboa
5555,537280329,R1 - AM Lisboa,Lisboa,Oeiras,192.62855,1046214812,0.08395217329833454,84,12.104987347122975,Rato,3.3898422202188008,belem,1.1781527465121064,1032,3.2538139103573043,Lisboa
