date (UTC),time (UTC),mean,number of points,filtered mean,filtered number of points
09-12-2020,05:00:00,62.7,558,,0
09-12-2020,08:00:00,68.1,47,,0
09-12-2020,09:00:00,69.4,3600,,0
09-12-2020,10:00:00,70.7,3600,,0
09-12-2020,11:00:00,63.3,3600,,0
09-12-2020,12:00:00,69.3,3600,,0
09-12-2020,13:00:00,68.7,3600,,0
09-12-2020,14:00:00,65.9,3600,,0
09-12-2020,15:00:00,63.9,3600,,0
09-12-2020,16:00:00,63.0,3600,,0
09-12-2020,17:00:00,62.6,3600,,0
09-12-2020,18:00:00,63.0,271,,0
09-12-2020,19:00:00,62.1,1038,,0
09-12-2020,20:00:00,60.3,558,,0
10-12-2020,08:00:00,70.5,1547,,0
10-12-2020,09:00:00,69.8,3600,,0
10-12-2020,10:00:00,70.1,3600,,0
10-12-2020,11:00:00,62.5,3600,,0
10-12-2020,12:00:00,62.6,3600,,0
10-12-2020,13:00:00,66.2,3600,,0
10-12-2020,14:00:00,63.3,3600,,0
10-12-2020,15:00:00,63.5,3600,,0
10-12-2020,16:00:00,62.9,3600,,0
10-12-2020,17:00:00,62.9,3600,,0
10-12-2020,18:00:00,62.3,3600,,0
10-12-2020,19:00:00,61.7,3600,,0
10-12-2020,20:00:00,60.5,3600,,0
10-12-2020,21:00:00,59.6,3600,,0
10-12-2020,22:00:00,58.7,3600,,0
10-12-2020,23:00:00,58.7,3600,,0
11-12-2020,00:00:00,59.0,692,,0
11-12-2020,01:00:00,58.9,1039,,0
11-12-2020,02:00:00,58.4,558,,0
11-12-2020,03:00:00,59.4,558,,0
11-12-2020,04:00:00,59.9,544,,0
11-12-2020,05:00:00,61.0,14,,0
11-12-2020,06:00:00,61.6,558,,0
11-12-2020,07:00:00,67.3,1038,,0
11-12-2020,08:00:00,69.4,1833,,0
11-12-2020,09:00:00,63.9,3600,,0
11-12-2020,10:00:00,63.7,3600,,0
11-12-2020,11:00:00,62.5,3600,,0
11-12-2020,12:00:00,63.6,3600,,0
11-12-2020,13:00:00,63.1,3600,,0
11-12-2020,14:00:00,64.2,3600,,0
11-12-2020,15:00:00,64.4,2565,,0
11-12-2020,16:00:00,63.3,559,,0
11-12-2020,17:00:00,62.8,368,,0
11-12-2020,18:00:00,64.1,190,,0
11-12-2020,19:00:00,61.7,558,,0
11-12-2020,20:00:00,60.1,558,,0
12-12-2020,08:00:00,62.6,2112,,0
12-12-2020,09:00:00,63.5,3600,,0
12-12-2020,10:00:00,63.1,3600,,0
12-12-2020,11:00:00,63.2,3600,,0
12-12-2020,12:00:00,63.8,3600,,0
12-12-2020,13:00:00,67.7,3600,,0
12-12-2020,14:00:00,64.5,3600,,0
12-12-2020,15:00:00,67.5,3600,,0
12-12-2020,16:00:00,62.5,3600,,0
12-12-2020,17:00:00,65.5,3600,,0
12-12-2020,18:00:00,62.5,3600,,0
12-12-2020,19:00:00,64.2,3600,,0
12-12-2020,20:00:00,64.2,3600,,0
12-12-2020,21:00:00,60.5,3600,,0
12-12-2020,22:00:00,59.9,3600,,0
12-12-2020,23:00:00,59.3,3600,,0
13-12-2020,00:00:00,58.8,3600,,0
13-12-2020,01:00:00,58.9,3600,,0
13-12-2020,02:00:00,58.6,3600,,0
13-12-2020,03:00:00,58.4,3600,,0
13-12-2020,04:00:00,59.5,3600,,0
13-12-2020,05:00:00,59.9,3600,,0
13-12-2020,06:00:00,60.4,3600,,0
13-12-2020,07:00:00,60.7,3600,,0
13-12-2020,08:00:00,62.1,3600,,0
13-12-2020,09:00:00,64.3,3600,,0
13-12-2020,10:00:00,63.7,3600,,0
13-12-2020,11:00:00,63.1,3600,,0
13-12-2020,12:00:00,65.1,3600,,0
13-12-2020,13:00:00,62.5,3600,,0
13-12-2020,14:00:00,68.7,3600,,0
13-12-2020,15:00:00,73.0,3600,,0
13-12-2020,16:00:00,74.8,3600,,0
13-12-2020,17:00:00,70.7,3600,,0
13-12-2020,18:00:00,63.8,3600,,0
13-12-2020,19:00:00,61.1,3600,,0
13-12-2020,20:00:00,60.7,3600,,0
13-12-2020,21:00:00,60.0,3600,,0
13-12-2020,22:00:00,59.1,3600,,0
13-12-2020,23:00:00,58.3,3600,,0
14-12-2020,00:00:00,58.2,3600,,0
14-12-2020,01:00:00,58.2,3600,,0
14-12-2020,02:00:00,58.1,3600,,0
14-12-2020,03:00:00,58.1,3600,,0
14-12-2020,04:00:00,59.1,3600,,0
14-12-2020,05:00:00,61.1,3600,,0
14-12-2020,06:00:00,62.9,3600,,0
14-12-2020,07:00:00,64.2,3600,,0
14-12-2020,08:00:00,63.4,3600,,0
14-12-2020,09:00:00,68.6,3600,,0
14-12-2020,10:00:00,67.8,3600,,0
14-12-2020,11:00:00,62.6,3600,,0
14-12-2020,12:00:00,68.4,3600,,0
14-12-2020,13:00:00,64.2,3600,,0
14-12-2020,14:00:00,63.5,3600,,0
14-12-2020,15:00:00,66.6,3600,,0
14-12-2020,16:00:00,69.1,3600,,0
14-12-2020,17:00:00,66.6,3600,,0
14-12-2020,18:00:00,62.6,3600,,0
14-12-2020,19:00:00,62.1,3600,,0
14-12-2020,20:00:00,60.0,3600,,0
14-12-2020,21:00:00,59.5,3600,,0
14-12-2020,22:00:00,59.0,3600,,0
14-12-2020,23:00:00,59.7,3600,,0
15-12-2020,00:00:00,57.6,3600,,0
15-12-2020,01:00:00,57.7,3600,,0
15-12-2020,02:00:00,57.8,3600,,0
15-12-2020,03:00:00,58.2,3600,,0
15-12-2020,04:00:00,59.7,3600,,0
15-12-2020,05:00:00,61.1,3600,,0
15-12-2020,06:00:00,63.0,3600,,0
15-12-2020,07:00:00,64.2,3600,,0
15-12-2020,08:00:00,63.9,3600,,0
15-12-2020,09:00:00,62.7,3600,,0
15-12-2020,10:00:00,63.1,3600,,0
15-12-2020,11:00:00,63.7,3600,,0
15-12-2020,12:00:00,63.3,3600,,0
15-12-2020,13:00:00,62.8,3600,,0
15-12-2020,14:00:00,63.3,3600,,0
15-12-2020,15:00:00,65.9,3600,,0
15-12-2020,16:00:00,68.4,3600,,0
15-12-2020,17:00:00,70.2,3600,,0
15-12-2020,18:00:00,66.7,3600,,0
15-12-2020,19:00:00,63.1,3600,,0
15-12-2020,20:00:00,60.5,3600,,0
15-12-2020,21:00:00,60.0,3600,,0
15-12-2020,22:00:00,58.7,3600,,0
15-12-2020,23:00:00,58.4,3600,,0
16-12-2020,00:00:00,57.9,3600,,0
16-12-2020,01:00:00,57.9,3600,,0
16-12-2020,02:00:00,58.0,3600,,0
16-12-2020,03:00:00,58.1,3600,,0
16-12-2020,04:00:00,59.6,3600,,0
16-12-2020,05:00:00,62.0,3600,,0
16-12-2020,06:00:00,63.1,3600,,0
16-12-2020,07:00:00,64.7,3600,,0
16-12-2020,08:00:00,63.7,3600,,0
16-12-2020,09:00:00,63.6,3600,,0
16-12-2020,10:00:00,63.5,3600,,0
16-12-2020,11:00:00,63.1,3600,,0
16-12-2020,12:00:00,63.3,3600,,0
16-12-2020,13:00:00,63.3,3600,,0
16-12-2020,14:00:00,66.4,3600,,0
16-12-2020,15:00:00,65.5,3600,,0
16-12-2020,16:00:00,69.6,3600,,0
16-12-2020,17:00:00,66.8,3600,,0
16-12-2020,18:00:00,62.2,3600,,0
16-12-2020,19:00:00,61.7,3600,,0
16-12-2020,20:00:00,60.3,3600,,0
16-12-2020,21:00:00,61.0,3600,,0
16-12-2020,22:00:00,59.2,3600,,0
16-12-2020,23:00:00,58.6,3600,,0
17-12-2020,00:00:00,57.8,3600,,0
17-12-2020,01:00:00,58.2,3600,,0
17-12-2020,02:00:00,58.0,3600,,0
17-12-2020,03:00:00,58.2,3600,,0
17-12-2020,04:00:00,59.6,3600,,0
17-12-2020,05:00:00,61.0,3600,,0
17-12-2020,06:00:00,63.1,3600,,0
17-12-2020,07:00:00,64.2,3600,,0
17-12-2020,08:00:00,64.5,3600,,0
17-12-2020,09:00:00,62.7,3600,,0
17-12-2020,10:00:00,66.0,3600,,0
17-12-2020,11:00:00,63.7,3600,,0
17-12-2020,12:00:00,65.0,3600,,0
17-12-2020,13:00:00,65.2,3600,,0
17-12-2020,14:00:00,65.7,3600,,0
17-12-2020,15:00:00,66.7,3600,,0
17-12-2020,16:00:00,70.5,3600,,0
17-12-2020,17:00:00,72.2,3600,,0
17-12-2020,18:00:00,63.1,3600,,0
17-12-2020,19:00:00,61.8,3600,,0
17-12-2020,20:00:00,60.4,3600,,0
17-12-2020,21:00:00,59.9,3600,,0
17-12-2020,22:00:00,59.2,3600,,0
17-12-2020,23:00:00,58.3,3600,,0
18-12-2020,00:00:00,57.7,3600,,0
18-12-2020,01:00:00,57.5,3600,,0
18-12-2020,02:00:00,57.9,3600,,0
18-12-2020,03:00:00,58.0,3600,,0
18-12-2020,04:00:00,59.5,3600,,0
18-12-2020,05:00:00,61.1,3600,,0
18-12-2020,06:00:00,62.8,3600,,0
18-12-2020,07:00:00,64.4,3600,,0
18-12-2020,08:00:00,63.8,3600,,0
18-12-2020,09:00:00,63.5,3600,,0
18-12-2020,10:00:00,63.1,3600,,0
18-12-2020,11:00:00,64.1,3600,,0
18-12-2020,12:00:00,64.3,3600,,0
18-12-2020,13:00:00,63.8,3600,,0
18-12-2020,14:00:00,64.3,3600,,0
18-12-2020,15:00:00,68.5,3600,,0
18-12-2020,16:00:00,72.4,3600,,0
18-12-2020,17:00:00,71.4,3600,,0
18-12-2020,18:00:00,68.1,3600,,0
18-12-2020,19:00:00,62.7,3600,,0
18-12-2020,20:00:00,60.9,3600,,0
18-12-2020,21:00:00,60.6,3600,,0
18-12-2020,22:00:00,59.1,3600,,0
18-12-2020,23:00:00,58.3,3600,,0
19-12-2020,00:00:00,57.5,3600,,0
19-12-2020,01:00:00,57.5,3600,,0
19-12-2020,02:00:00,59.4,3600,,0
19-12-2020,03:00:00,58.7,3600,,0
19-12-2020,04:00:00,59.7,3600,,0
19-12-2020,05:00:00,60.6,3600,,0
19-12-2020,06:00:00,61.4,3600,,0
19-12-2020,07:00:00,62.7,3600,,0
19-12-2020,08:00:00,64.5,3600,,0
19-12-2020,09:00:00,65.9,3600,,0
19-12-2020,10:00:00,63.4,3600,,0
19-12-2020,11:00:00,63.7,3600,,0
19-12-2020,12:00:00,63.6,3600,,0
19-12-2020,13:00:00,62.9,3600,,0
19-12-2020,14:00:00,65.9,3600,,0
19-12-2020,15:00:00,69.9,3600,,0
19-12-2020,16:00:00,73.2,3600,,0
19-12-2020,17:00:00,68.9,3600,,0
19-12-2020,18:00:00,63.7,3600,,0
19-12-2020,19:00:00,61.7,3600,,0
19-12-2020,20:00:00,60.7,3600,,0
19-12-2020,21:00:00,59.9,3600,,0
19-12-2020,22:00:00,58.6,3600,,0
19-12-2020,23:00:00,58.3,3600,,0
20-12-2020,00:00:00,57.9,3600,,0
20-12-2020,01:00:00,57.8,3600,,0
20-12-2020,02:00:00,57.3,3600,,0
20-12-2020,03:00:00,57.6,3600,,0
20-12-2020,04:00:00,58.1,3600,,0
20-12-2020,05:00:00,59.6,3600,,0
20-12-2020,06:00:00,59.8,3600,,0
20-12-2020,07:00:00,60.5,3600,,0
20-12-2020,08:00:00,63.2,3600,,0
20-12-2020,09:00:00,62.2,3600,,0
20-12-2020,10:00:00,62.9,3600,,0
20-12-2020,11:00:00,64.3,3600,,0
20-12-2020,12:00:00,62.7,3600,,0
20-12-2020,13:00:00,62.8,3600,,0
20-12-2020,14:00:00,63.1,3600,,0
20-12-2020,15:00:00,65.3,3600,,0
20-12-2020,16:00:00,67.3,3600,,0
20-12-2020,17:00:00,68.1,3600,,0
20-12-2020,18:00:00,62.9,3600,,0
20-12-2020,19:00:00,61.6,3600,,0
20-12-2020,20:00:00,60.1,3600,,0
20-12-2020,21:00:00,59.3,3600,,0
20-12-2020,22:00:00,58.2,3600,,0
20-12-2020,23:00:00,58.9,3600,,0
21-12-2020,00:00:00,57.2,3600,,0
21-12-2020,01:00:00,57.2,3600,,0
21-12-2020,02:00:00,57.4,3600,,0
21-12-2020,03:00:00,57.2,3600,,0
21-12-2020,04:00:00,58.7,3600,,0
21-12-2020,05:00:00,60.8,3600,,0
21-12-2020,06:00:00,62.9,3600,,0
21-12-2020,07:00:00,64.0,3600,,0
21-12-2020,08:00:00,63.7,3600,,0
21-12-2020,09:00:00,63.8,3600,,0
21-12-2020,10:00:00,63.2,3600,,0
21-12-2020,11:00:00,63.0,3600,,0
21-12-2020,12:00:00,64.7,3600,,0
21-12-2020,13:00:00,63.3,3600,,0
21-12-2020,14:00:00,63.5,3600,,0
21-12-2020,15:00:00,66.4,3600,,0
21-12-2020,16:00:00,69.2,3600,,0
21-12-2020,17:00:00,68.2,3600,,0
21-12-2020,18:00:00,63.1,3600,,0
21-12-2020,19:00:00,61.1,3600,,0
21-12-2020,20:00:00,59.8,3600,,0
21-12-2020,21:00:00,59.2,3600,,0
21-12-2020,22:00:00,58.0,3600,,0
21-12-2020,23:00:00,57.6,3600,,0
22-12-2020,00:00:00,57.2,3600,,0
22-12-2020,01:00:00,57.0,3600,,0
22-12-2020,02:00:00,57.3,3600,,0
22-12-2020,03:00:00,58.0,3600,,0
22-12-2020,04:00:00,59.1,3600,,0
22-12-2020,05:00:00,60.6,3600,,0
22-12-2020,06:00:00,62.9,3600,,0
22-12-2020,07:00:00,63.6,3600,,0
22-12-2020,08:00:00,63.9,3600,,0
22-12-2020,09:00:00,63.3,3600,,0
22-12-2020,10:00:00,63.4,3600,,0
22-12-2020,11:00:00,62.9,3600,,0
22-12-2020,12:00:00,64.3,3600,,0
22-12-2020,13:00:00,63.2,3600,,0
22-12-2020,14:00:00,63.8,3600,,0
22-12-2020,15:00:00,68.0,3600,,0
22-12-2020,16:00:00,71.0,3600,,0
22-12-2020,17:00:00,68.8,3600,,0
22-12-2020,18:00:00,63.7,3600,,0
22-12-2020,19:00:00,62.1,3600,,0
22-12-2020,20:00:00,60.2,3600,,0
22-12-2020,21:00:00,59.5,3600,,0
22-12-2020,22:00:00,58.3,3600,,0
22-12-2020,23:00:00,57.7,3600,,0
23-12-2020,00:00:00,57.2,3600,,0
23-12-2020,01:00:00,57.3,3600,,0
23-12-2020,02:00:00,57.9,3600,,0
23-12-2020,03:00:00,57.7,3600,,0
23-12-2020,04:00:00,59.0,3600,,0
23-12-2020,05:00:00,60.2,3600,,0
23-12-2020,06:00:00,62.7,3600,,0
23-12-2020,07:00:00,63.6,3600,,0
23-12-2020,08:00:00,63.0,3600,,0
23-12-2020,09:00:00,63.4,3600,,0
23-12-2020,10:00:00,64.1,3600,,0
23-12-2020,11:00:00,63.7,3600,,0
23-12-2020,12:00:00,64.5,3600,,0
23-12-2020,13:00:00,64.5,3600,,0
23-12-2020,14:00:00,66.0,3600,,0
23-12-2020,15:00:00,68.8,3600,,0
23-12-2020,16:00:00,73.1,3600,,0
23-12-2020,17:00:00,72.8,3600,,0
23-12-2020,18:00:00,70.5,3600,,0
23-12-2020,19:00:00,64.2,3600,,0
23-12-2020,20:00:00,60.7,3600,,0
23-12-2020,21:00:00,59.7,3600,,0
23-12-2020,22:00:00,58.4,3600,,0
23-12-2020,23:00:00,57.9,3600,,0
24-12-2020,00:00:00,57.5,3600,,0
24-12-2020,01:00:00,57.2,3600,,0
24-12-2020,02:00:00,57.4,3600,,0
24-12-2020,03:00:00,58.1,3600,,0
24-12-2020,04:00:00,58.6,3600,,0
24-12-2020,05:00:00,59.7,3600,,0
24-12-2020,06:00:00,61.1,3600,,0
24-12-2020,07:00:00,62.2,3600,,0
24-12-2020,08:00:00,62.2,3600,,0
24-12-2020,09:00:00,62.4,3600,,0
24-12-2020,10:00:00,62.3,3600,,0
24-12-2020,11:00:00,63.0,3600,,0
24-12-2020,12:00:00,61.9,3600,,0
24-12-2020,13:00:00,61.6,3600,,0
24-12-2020,14:00:00,61.9,3600,,0
24-12-2020,15:00:00,61.7,3600,,0
24-12-2020,16:00:00,61.6,3600,,0
24-12-2020,17:00:00,61.2,3600,,0
24-12-2020,18:00:00,60.5,3600,,0
24-12-2020,19:00:00,60.0,3600,,0
24-12-2020,20:00:00,59.3,3600,,0
24-12-2020,21:00:00,58.8,3600,,0
24-12-2020,22:00:00,58.2,3600,,0
24-12-2020,23:00:00,58.2,3600,,0
25-12-2020,00:00:00,57.6,3600,,0
25-12-2020,01:00:00,57.4,3600,,0
25-12-2020,02:00:00,57.3,3600,,0
25-12-2020,03:00:00,57.1,3600,,0
25-12-2020,04:00:00,57.2,3600,,0
25-12-2020,05:00:00,57.3,3600,,0
25-12-2020,06:00:00,58.2,3600,,0
25-12-2020,07:00:00,58.5,3600,,0
25-12-2020,08:00:00,58.9,3600,,0
25-12-2020,09:00:00,64.1,3600,,0
25-12-2020,10:00:00,60.9,3600,,0
25-12-2020,11:00:00,61.8,3600,,0
25-12-2020,12:00:00,59.4,3600,,0
25-12-2020,13:00:00,58.4,3600,,0
25-12-2020,14:00:00,59.6,3600,,0
25-12-2020,15:00:00,60.6,3600,,0
25-12-2020,16:00:00,60.3,3600,,0
25-12-2020,17:00:00,60.1,3600,,0
25-12-2020,18:00:00,59.8,3600,,0
25-12-2020,19:00:00,59.1,3600,,0
25-12-2020,20:00:00,58.9,3600,,0
25-12-2020,21:00:00,58.1,3600,,0
25-12-2020,22:00:00,57.7,3600,,0
25-12-2020,23:00:00,57.9,3600,,0
26-12-2020,00:00:00,59.8,3600,,0
26-12-2020,01:00:00,57.1,3600,,0
26-12-2020,02:00:00,61.3,3600,,0
26-12-2020,03:00:00,57.1,3600,,0
26-12-2020,04:00:00,57.4,3600,,0
26-12-2020,05:00:00,58.5,3600,,0
26-12-2020,06:00:00,58.7,3600,,0
26-12-2020,07:00:00,59.4,3600,,0
26-12-2020,08:00:00,59.4,3600,,0
26-12-2020,09:00:00,60.5,3600,,0
26-12-2020,10:00:00,60.8,3600,,0
26-12-2020,11:00:00,61.3,3600,,0
26-12-2020,12:00:00,60.3,3600,,0
26-12-2020,13:00:00,69.4,3600,,0
26-12-2020,14:00:00,60.8,3600,,0
26-12-2020,15:00:00,60.1,3600,,0
26-12-2020,16:00:00,60.2,3600,,0
26-12-2020,17:00:00,60.1,3600,,0
26-12-2020,18:00:00,60.1,3600,,0
26-12-2020,19:00:00,58.9,3600,,0
26-12-2020,20:00:00,58.8,3600,,0
26-12-2020,21:00:00,58.6,3600,,0
26-12-2020,22:00:00,58.1,3600,,0
26-12-2020,23:00:00,57.4,3600,,0
27-12-2020,00:00:00,57.3,3600,,0
27-12-2020,01:00:00,57.3,3600,,0
27-12-2020,02:00:00,57.0,3600,,0
27-12-2020,03:00:00,56.6,3600,,0
27-12-2020,04:00:00,57.1,3600,,0
27-12-2020,05:00:00,58.0,3600,,0
27-12-2020,06:00:00,58.3,3600,,0
27-12-2020,07:00:00,58.8,3600,,0
27-12-2020,08:00:00,62.8,3600,,0
27-12-2020,09:00:00,60.4,3600,,0
27-12-2020,10:00:00,60.3,3600,,0
27-12-2020,11:00:00,60.3,3600,,0
27-12-2020,12:00:00,59.6,3600,,0
27-12-2020,13:00:00,59.8,3600,,0
27-12-2020,14:00:00,60.3,3600,,0
27-12-2020,15:00:00,61.2,3600,,0
27-12-2020,16:00:00,60.1,3600,,0
27-12-2020,17:00:00,59.8,3600,,0
27-12-2020,18:00:00,60.0,3600,,0
27-12-2020,19:00:00,59.5,3600,,0
27-12-2020,20:00:00,59.1,3600,,0
27-12-2020,21:00:00,58.3,3600,,0
27-12-2020,22:00:00,57.6,3600,,0
27-12-2020,23:00:00,57.4,3600,,0
28-12-2020,00:00:00,56.8,3600,,0
28-12-2020,01:00:00,57.0,3600,,0
28-12-2020,02:00:00,56.8,3600,,0
28-12-2020,03:00:00,57.4,3600,,0
28-12-2020,04:00:00,63.5,3600,,0
28-12-2020,05:00:00,59.6,3600,,0
28-12-2020,06:00:00,63.2,3600,,0
28-12-2020,07:00:00,63.7,3600,,0
28-12-2020,08:00:00,62.7,3600,,0
28-12-2020,09:00:00,62.8,3600,,0
28-12-2020,10:00:00,62.4,3600,,0
28-12-2020,11:00:00,62.4,3600,,0
28-12-2020,12:00:00,62.6,3600,,0
28-12-2020,13:00:00,63.2,3600,,0
28-12-2020,14:00:00,63.0,3600,,0
28-12-2020,15:00:00,62.5,3600,,0
28-12-2020,16:00:00,62.7,3600,,0
28-12-2020,17:00:00,61.9,3600,,0
28-12-2020,18:00:00,61.4,3600,,0
28-12-2020,19:00:00,60.2,3600,,0
28-12-2020,20:00:00,59.6,3600,,0
28-12-2020,21:00:00,59.4,3600,,0
28-12-2020,22:00:00,59.1,3600,,0
28-12-2020,23:00:00,57.7,3600,,0
29-12-2020,00:00:00,57.3,3600,,0
29-12-2020,01:00:00,56.8,3600,,0
29-12-2020,02:00:00,56.9,3600,,0
29-12-2020,03:00:00,57.4,3600,,0
29-12-2020,04:00:00,58.2,3600,,0
29-12-2020,05:00:00,60.2,3600,,0
29-12-2020,06:00:00,61.9,3600,,0
29-12-2020,07:00:00,62.7,3600,,0
29-12-2020,08:00:00,62.8,3600,,0
29-12-2020,09:00:00,62.5,3600,,0
29-12-2020,10:00:00,63.8,3600,,0
29-12-2020,11:00:00,62.5,3600,,0
29-12-2020,12:00:00,61.8,3600,,0
29-12-2020,13:00:00,61.7,3600,,0
29-12-2020,14:00:00,62.5,3600,,0
29-12-2020,15:00:00,62.4,3600,,0
29-12-2020,16:00:00,62.4,3600,,0
29-12-2020,17:00:00,62.4,3600,,0
29-12-2020,18:00:00,65.2,3600,,0
29-12-2020,19:00:00,60.9,3600,,0
29-12-2020,20:00:00,59.6,3600,,0
29-12-2020,21:00:00,59.3,3600,,0
29-12-2020,22:00:00,58.2,3600,,0
29-12-2020,23:00:00,57.7,3600,,0
30-12-2020,00:00:00,57.5,3600,,0
30-12-2020,01:00:00,57.4,3600,,0
30-12-2020,02:00:00,57.5,3600,,0
30-12-2020,03:00:00,58.0,3600,,0
30-12-2020,04:00:00,59.1,3600,,0
30-12-2020,05:00:00,60.9,3600,,0
30-12-2020,06:00:00,62.5,3600,,0
30-12-2020,07:00:00,62.7,3600,,0
30-12-2020,08:00:00,62.9,3600,,0
30-12-2020,09:00:00,62.7,3600,,0
30-12-2020,10:00:00,62.5,3600,,0
30-12-2020,11:00:00,64.5,3600,,0
30-12-2020,12:00:00,62.1,3600,,0
30-12-2020,13:00:00,62.1,3600,,0
30-12-2020,14:00:00,63.9,3600,,0
30-12-2020,15:00:00,64.8,3600,,0
30-12-2020,16:00:00,62.9,3600,,0
30-12-2020,17:00:00,62.7,3600,,0
30-12-2020,18:00:00,62.7,3600,,0
30-12-2020,19:00:00,61.1,3600,,0
30-12-2020,20:00:00,60.2,3600,,0
30-12-2020,21:00:00,60.2,3600,,0
30-12-2020,22:00:00,58.5,3600,,0
30-12-2020,23:00:00,58.4,3600,,0
31-12-2020,00:00:00,57.9,3600,,0
31-12-2020,01:00:00,57.4,3600,,0
31-12-2020,02:00:00,57.5,3600,,0
31-12-2020,03:00:00,57.9,3600,,0
31-12-2020,04:00:00,58.8,3600,,0
31-12-2020,05:00:00,60.0,3600,,0
31-12-2020,06:00:00,61.4,3600,,0
31-12-2020,07:00:00,61.7,3600,,0
31-12-2020,08:00:00,61.2,3600,,0
31-12-2020,09:00:00,62.3,3600,,0
31-12-2020,10:00:00,66.4,3600,,0
31-12-2020,11:00:00,61.8,3600,,0
31-12-2020,12:00:00,61.1,3600,,0
31-12-2020,13:00:00,60.8,3600,,0
31-12-2020,14:00:00,61.3,3600,,0
31-12-2020,15:00:00,62.6,3600,,0
31-12-2020,16:00:00,61.3,3600,,0
31-12-2020,17:00:00,61.4,3600,,0
31-12-2020,18:00:00,62.2,3600,,0
31-12-2020,19:00:00,60.8,3600,,0
31-12-2020,20:00:00,59.3,3600,,0
31-12-2020,21:00:00,59.3,3600,,0
31-12-2020,22:00:00,61.7,3600,,0
31-12-2020,23:00:00,70.4,3600,,0
01-01-2021,00:00:00,57.9,3600,,0
01-01-2021,01:00:00,57.6,3600,,0
01-01-2021,02:00:00,57.5,3600,,0
01-01-2021,03:00:00,57.6,3600,,0
01-01-2021,04:00:00,57.9,3600,,0
01-01-2021,05:00:00,58.4,3600,,0
01-01-2021,06:00:00,58.8,3600,,0
01-01-2021,07:00:00,58.6,3600,,0
01-01-2021,08:00:00,59.7,3600,,0
01-01-2021,09:00:00,59.9,3600,,0
01-01-2021,10:00:00,64.0,3600,,0
01-01-2021,11:00:00,61.0,3600,,0
01-01-2021,12:00:00,61.1,3600,,0
01-01-2021,13:00:00,60.9,3600,,0
01-01-2021,14:00:00,60.2,3600,,0
01-01-2021,15:00:00,60.6,3600,,0
01-01-2021,16:00:00,61.0,3600,,0
01-01-2021,17:00:00,60.9,3600,,0
01-01-2021,18:00:00,64.2,3600,,0
01-01-2021,19:00:00,60.4,3600,,0
01-01-2021,20:00:00,60.1,3600,,0
01-01-2021,21:00:00,59.1,3600,,0
01-01-2021,22:00:00,58.2,3600,,0
01-01-2021,23:00:00,58.5,3600,,0
02-01-2021,00:00:00,57.8,3600,,0
02-01-2021,01:00:00,57.5,3600,,0
02-01-2021,02:00:00,57.8,3600,,0
02-01-2021,03:00:00,58.6,3600,,0
02-01-2021,04:00:00,59.6,3600,,0
02-01-2021,05:00:00,60.7,3600,,0
02-01-2021,06:00:00,61.6,3600,,0
02-01-2021,07:00:00,62.4,3600,,0
02-01-2021,08:00:00,62.7,3600,,0
02-01-2021,09:00:00,63.2,3600,,0
02-01-2021,10:00:00,65.5,3600,,0
02-01-2021,11:00:00,63.4,3600,,0
02-01-2021,12:00:00,63.0,3600,,0
02-01-2021,13:00:00,63.6,3600,,0
02-01-2021,14:00:00,63.9,3600,,0
02-01-2021,15:00:00,63.3,3600,,0
02-01-2021,16:00:00,69.2,3600,,0
02-01-2021,17:00:00,63.5,3600,,0
02-01-2021,18:00:00,62.7,3600,,0
02-01-2021,19:00:00,62.2,3600,,0
02-01-2021,20:00:00,61.6,3600,,0
02-01-2021,21:00:00,61.3,3600,,0
02-01-2021,22:00:00,60.4,3600,,0
02-01-2021,23:00:00,59.7,3600,,0
03-01-2021,00:00:00,59.6,3600,,0
03-01-2021,01:00:00,59.5,3600,,0
03-01-2021,02:00:00,59.5,3600,,0
03-01-2021,03:00:00,59.1,3600,,0
03-01-2021,04:00:00,59.5,3600,,0
03-01-2021,05:00:00,59.6,3600,,0
03-01-2021,06:00:00,60.2,3600,,0
03-01-2021,07:00:00,60.2,3600,,0
03-01-2021,08:00:00,61.0,3600,,0
03-01-2021,09:00:00,60.9,3600,,0
03-01-2021,10:00:00,61.2,3600,,0
03-01-2021,11:00:00,61.1,3600,,0
03-01-2021,12:00:00,60.6,3600,,0
03-01-2021,13:00:00,60.5,3600,,0
03-01-2021,14:00:00,60.9,3600,,0
03-01-2021,15:00:00,61.3,3600,,0
03-01-2021,16:00:00,61.1,3600,,0
03-01-2021,17:00:00,60.9,3600,,0
03-01-2021,18:00:00,60.7,3600,,0
03-01-2021,19:00:00,60.1,3600,,0
03-01-2021,20:00:00,59.9,3600,,0
03-01-2021,21:00:00,59.6,3600,,0
03-01-2021,22:00:00,58.3,3600,,0
03-01-2021,23:00:00,58.2,3600,,0
04-01-2021,00:00:00,58.1,3600,,0
04-01-2021,01:00:00,58.1,3600,,0
04-01-2021,02:00:00,58.0,3600,,0
04-01-2021,03:00:00,59.1,3600,,0
04-01-2021,04:00:00,59.6,3600,,0
04-01-2021,05:00:00,61.1,3600,,0
04-01-2021,06:00:00,63.2,3600,,0
04-01-2021,07:00:00,64.2,3600,,0
04-01-2021,08:00:00,63.3,3600,,0
04-01-2021,09:00:00,64.2,3600,,0
04-01-2021,10:00:00,64.3,3600,,0
04-01-2021,11:00:00,62.9,3600,,0
